,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,68,54,54,52,59,88,90,95,88,128,239
1,Market Cap Growth,3.45%,3.45%,-9.09%,-40.82%,-34.00%,-7.55%,2.04%,-25.35%,-63.16%,-67.28%,-45.04%
2,Enterprise Value,16,7,6,-1,5,25,15,16,13,51,157
3,Last Close Price,0.04,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.07,0.13
4,PE Ratio,19.52,-,7.72,3.82,7.14,-,-,-,-,-,20.89
5,PS Ratio,0.48,0.38,0.32,0.24,0.27,0.52,0.69,0.69,0.76,0.96,1.13
6,PB Ratio,0.41,0.33,0.32,0.32,0.37,0.58,0.56,0.55,0.49,0.68,1.16
7,P/TBV Ratio,0.33,0.33,0.32,0.32,0.37,0.58,0.56,0.55,0.49,0.68,1.16
8,P/FCF Ratio,25.54,20.16,-,-,-10.52,-,-,-,30.66,-23.94,-
9,P/OCF Ratio,5.06,5.06,-870.97,-,-11.58,-,-,-,13.59,120.11,-21.87
10,EV/Sales Ratio,0.11,0.05,0.04,-,0.02,0.15,0.11,0.12,0.11,0.39,0.74
11,EV/EBITDA Ratio,2.14,-,0.72,-,0.60,-,-,-,-,-,8.94
12,EV/EBIT Ratio,5.83,-,1.13,-,1.02,-,-,-,-,-,10.49
13,EV/FCF Ratio,5.95,2.46,-,-,-0.88,-,-,-,4.45,-9.64,-
14,Debt / Equity Ratio,0.03,0.03,0.03,0.06,0.11,0.12,0.05,0.01,0.01,0.01,0.01
15,Debt / FCF Ratio,1.94,1.94,-,-,-3.15,-,-,-,0.55,-0.37,-
16,Return on Capital Employed (ROCE),1.64%,-,3.29%,-,2.96%,-,-,-,-,-,7.18%
17,Earnings Yield,5.12%,6.49%,12.96%,26.20%,14.00%,-22.54%,-22.41%,-21.58%,-35.63%,-8.86%,4.79%
18,FCF Yield,3.92%,4.96%,-10.30%,-1.39%,-9.50%,-26.06%,-18.35%,0.21%,3.26%,-4.18%,-8.41%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.15%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.15%,
