,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,55.84,53,56.58,71.09,72.19,71.75,77.97,80.33,76.85,77.71
1,Trading Asset Securities,-,-,-,-,-,-,-,0.7,0.54,0.52
2,Cash & Short-Term Investments,55.84,53,56.58,71.09,72.19,71.75,77.97,81.03,77.4,78.23
3,Cash Growth,-1.32%,-25.45%,-21.62%,-0.92%,-7.41%,-11.45%,0.73%,3.57%,-8.30%,-21.43%
4,Accounts Receivable,63.52,77.04,77.59,91.99,68.98,65.65,58.36,69.56,55.91,86.36
5,Other Receivables,7.65,5.77,6.14,5.49,4.69,6.17,6.48,9.22,5.83,6.32
6,Receivables,71.17,82.81,83.73,97.48,73.67,71.82,64.84,78.78,61.74,92.68
7,Inventory,41.07,36.19,39.12,36.79,51.3,37.83,35.64,25.96,34.5,30.49
8,Restricted Cash,-,-,-,-,3.35,4.57,1.23,0.04,-,-
9,Total Current Assets,168.07,172,179.44,205.36,200.52,185.97,179.67,185.8,173.64,201.4
10,"Property, Plant & Equipment",26.64,25.41,21.04,23.83,26.15,28.38,30.99,31.62,28.72,30.79
11,Long-Term Accounts Receivable,6.96,6.61,6.95,6.87,4.95,13.81,12.15,11.34,17.37,18.47
12,Long-Term Deferred Tax Assets,-,-,-,-,-,-,0.99,0.86,-,-
13,Other Long-Term Assets,0.02,0.02,-,0.02,0.02,0.02,0.02,0.02,0.02,0.08
14,Total Assets,201.69,204.04,207.42,236.09,231.64,228.19,223.83,229.64,219.75,250.74
15,Accounts Payable,25.28,21.72,29.1,40.75,44.32,42.09,38.08,39.86,21.18,27.62
16,Accrued Expenses,3.54,5.42,5.83,11.27,9.81,7.88,-,6.37,-,6.46
17,Short-Term Debt,2.14,2.92,7.06,15.53,16.52,7.64,0.05,0.05,0,0.06
18,Current Portion of Leases,1.56,0.97,0.53,0.77,0.43,0.32,1.27,0.59,0.86,1.34
19,Current Income Taxes Payable,1.3,1.13,0.7,0.62,1.46,0.66,1.26,1.26,1.56,5.23
20,Current Unearned Revenue,1.62,1.35,1.77,2.55,4.57,8.06,4.84,1.15,1.07,1.52
21,Other Current Liabilities,-,-,-,-,-,-,2.4,-,3.63,-
22,Total Current Liabilities,35.44,33.51,44.99,71.48,77.11,66.65,47.9,49.28,28.31,42.22
23,Long-Term Leases,1.49,1.69,1.32,1.48,0.82,0.75,1.28,0.95,1.13,0.5
24,Long-Term Deferred Tax Liabilities,0.44,0.44,-,-,-,-,-,-,0.41,0.59
25,Total Liabilities,37.84,36.11,46.79,73.44,78.35,67.9,49.82,51.02,30.73,44.1
26,Common Stock,18,18,18,18,18,18,18,18,18,18
27,Additional Paid-In Capital,157.67,157.67,157.67,157.67,157.67,157.67,157.67,157.67,157.67,157.67
28,Retained Earnings,72.74,73.47,67,66.47,53.33,58.15,73.21,78.32,93.8,109.74
29,Comprehensive Income & Other,-82.75,-81.2,-82.04,-79.49,-75.71,-73.53,-74.87,-75.36,-80.44,-78.77
30,Total Common Equity,165.66,167.93,160.63,162.65,153.29,160.29,174.01,178.62,189.03,206.64
31,Minority Interest,-1.82,-,-,-,-,-,-,-,-,-
32,Shareholders' Equity,163.84,167.93,160.63,162.65,153.29,160.29,174.01,178.62,189.03,206.64
33,Total Liabilities & Equity,201.69,204.04,207.42,236.09,231.64,228.19,223.83,229.64,219.75,250.74
34,Total Debt,5.19,5.58,8.9,17.78,17.77,8.71,2.6,1.59,1.99,1.9
35,Net Cash (Debt),50.65,47.42,47.68,53.31,54.42,63.05,75.37,79.44,75.41,76.34
36,Net Cash Growth,6.22%,-11.04%,-12.38%,-15.44%,-27.79%,-20.64%,-0.06%,4.07%,-8.39%,-23.12%
37,Net Cash Per Share,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04
38,Filing Date Shares Outstanding,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
39,Total Common Shares Outstanding,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
40,Working Capital,132.64,138.49,134.44,133.88,123.41,119.32,131.77,136.52,145.33,159.18
41,Book Value Per Share,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.11
42,Tangible Book Value,165.66,167.93,160.63,162.65,153.29,160.29,174.01,178.62,189.03,206.64
43,Tangible Book Value Per Share,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.11
44,Land,-,23.65,-,24.24,-,26.01,-,25.41,-,24.04
45,Machinery,-,22.09,-,20.39,-,21.1,-,21.99,-,19.16
46,Construction In Progress,-,1.78,-,-,-,-,-,-,-,-
47,Leasehold Improvements,-,5.3,-,5.38,-,7.56,-,7.05,-,5.33
