,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,79,99,234,312,583,309,123,272,431,364,386,Upgrade
1,Market Cap Growth,-78.41%,-68.33%,-59.82%,1.03%,375.73%,13.82%,-71.54%,-25.45%,11.43%,-27.47%,-48.91%,Upgrade
2,Enterprise Value,93,97,288,84,2538,1981,1635,-658,-384,414,323,Upgrade
3,Last Close Price,0.08,0.10,0.23,0.30,0.56,0.28,0.11,0.25,0.39,0.33,0.35,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,2.85,-,-,Upgrade
5,Forward PE,-,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,Upgrade
6,PS Ratio,1.74,2.17,3.78,7.96,-,7.11,-,0.06,1.55,1.22,1.06,Upgrade
7,PB Ratio,0.11,0.13,0.25,0.25,0.43,0.12,0.04,0.07,0.10,0.09,0.10,Upgrade
8,P/TBV Ratio,0.13,0.13,0.25,0.25,0.43,0.18,0.06,0.11,0.11,0.10,0.11,Upgrade
9,EV/Sales Ratio,2.04,2.13,4.64,2.13,-,45.58,-,-,-,1.38,0.89,Upgrade
10,EV/FCF Ratio,-1.19,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.03,0.03,0.03,0.08,0.41,0.68,0.58,0.55,0.10,0.11,0.13,Upgrade
12,Earnings Yield,-386.89%,-309.51%,-113.26%,-26.19%,-,-54.81%,-,-313.76%,35.14%,-109.96%,-148.11%,Upgrade
13,FCF Yield,-98.52%,-78.82%,-32.75%,-11.76%,-,-352.90%,-,-198.40%,-140.12%,-80.53%,-56.37%,Upgrade
14,Buyback Yield / Dilution,3.28%,-,-,5.70%,-,-,-,-,-,-,-,Upgrade
15,Total Shareholder Return,3.28%,-,-,5.70%,-,-,-,-,-,-,-,Upgrade
