,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6555,4262,4745,4743,4038,3331,3526,2997,3076,3165,Upgrade
1,Short-Term Investments,-,-,21.83,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,97.59,-,-,-,Upgrade
3,Cash & Short-Term Investments,6555,4262,4767,4743,4038,3331,3624,2997,3076,3165,Upgrade
4,Cash Growth,37.51%,-10.14%,18.05%,42.39%,11.43%,11.15%,17.82%,-5.31%,16.93%,100.49%,Upgrade
5,Accounts Receivable,5039,5863,5033,4476,3779,3424,3119,2953,2453,2573,Upgrade
6,Other Receivables,410.49,451.76,544.56,435.88,298.59,376.25,398.93,406.66,654.24,667.72,Upgrade
7,Receivables,5450,6314,5578,4912,4078,3800,3518,3359,3107,3241,Upgrade
8,Inventory,2376,2238,2192,2164,2219,2004,1653,1429,1540,1575,Upgrade
9,Other Current Assets,767.08,972.25,675.8,696.55,644.85,851.39,613.31,440.19,516.35,732.4,Upgrade
10,Total Current Assets,15148,13787,13212,12515,10979,9986,9408,8225,8239,8714,Upgrade
11,"Property, Plant & Equipment",7254,6874,6237,6188,6074,6069,6140,6373,6383,6430,Upgrade
12,Long-Term Investments,7.62,7.8,7.83,7.66,0.5,0.5,-,0.5,0.5,0.5,Upgrade
13,Goodwill,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,Upgrade
14,Other Intangible Assets,157.75,1.71,91.57,3.41,111.34,5.24,129.86,8.16,131,11.07,Upgrade
15,Long-Term Deferred Tax Assets,87.8,80.8,79.71,80.03,81.34,82.78,102.02,78.25,52.74,51.29,Upgrade
16,Long-Term Deferred Charges,-,132.25,-,96.93,-,114.58,-,123.12,-,126.11,Upgrade
17,Other Long-Term Assets,168.36,130.28,138.87,85.74,105.37,69.18,66.58,152.72,322.18,364.05,Upgrade
18,Total Assets,22826,21017,19770,18980,17354,16331,15850,14964,15131,15700,Upgrade
19,Accounts Payable,3556,4220,3953,3558,3049,3211,2599,2277,2328,2283,Upgrade
20,Accrued Expenses,531.22,782.08,821.36,797.29,678.1,672.55,619.3,539.95,-,508.35,Upgrade
21,Short-Term Debt,23.45,23.85,91.17,251.38,33.55,18.35,23.41,26.49,217.23,1157,Upgrade
22,Current Portion of Long-Term Debt,986,174,549.7,1108,1625,1597,1317,880.65,625.85,1416,Upgrade
23,Current Portion of Leases,4.55,2.51,3.32,3.74,3.83,3.87,0.8,1.69,0.95,1.65,Upgrade
24,Current Income Taxes Payable,207.75,232.55,207.16,209.48,128.37,108.09,129.02,180.2,158.2,167.64,Upgrade
25,Current Unearned Revenue,153.8,156.93,151.51,184.93,142.51,164.03,129.88,135.38,122.77,117.58,Upgrade
26,Other Current Liabilities,1952,1035,1286,919.8,1206,760.31,826.29,818.01,1247,807.09,Upgrade
27,Total Current Liabilities,7414,6627,7064,7033,6866,6535,5645,4860,4701,6459,Upgrade
28,Long-Term Debt,1430,1299,880,1096,482.2,221.21,907.18,1307,2420,2423,Upgrade
29,Long-Term Leases,12.57,4.32,4.71,3.9,5.8,7.13,-,-,-,0.12,Upgrade
30,Long-Term Unearned Revenue,27.19,32.24,38.37,43.41,50.3,55.32,60.67,65.35,63.4,68.09,Upgrade
31,Long-Term Deferred Tax Liabilities,368.26,288.08,251.3,194.07,200.88,172.31,142.4,119.58,102.49,77.8,Upgrade
32,Other Long-Term Liabilities,-,19.19,0.24,-,-,-,5.06,-,5.66,-,Upgrade
33,Total Liabilities,9252,8270,8238,8370,7605,6991,6760,6352,7292,9028,Upgrade
34,Common Stock,16.97,16.97,16.97,16.97,16.97,17.13,17.18,17.18,16.93,15.36,Upgrade
35,Additional Paid-In Capital,3722,3722,3722,3722,3724,3782,3806,3806,3536,2446,Upgrade
