,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,28854,14972,12737,11883,8903,8452,7977,11723,10122,12143,9314,Upgrade
1,Market Cap Growth,25.99%,25.99%,43.06%,40.60%,11.62%,-27.91%,-21.20%,-3.45%,8.68%,76.74%,36.54%,Upgrade
2,Enterprise Value,24503,11948,9240,9307,6691,6631,6322,10788,10328,14194,11406,Upgrade
3,Last Close Price,15.88,7.64,6.50,5.76,4.31,3.93,3.68,5.25,4.54,5.46,4.63,Upgrade
4,PE Ratio,9.23,4.79,4.28,4.92,4.98,7.25,6.58,8.68,12.12,20.17,12.97,Upgrade
5,Forward PE,8.91,5.03,5.63,6.42,6.08,5.31,5.41,8.90,8.45,12.32,12.76,Upgrade
6,PS Ratio,1.92,0.99,0.84,0.84,0.69,0.71,0.67,1.06,0.97,1.29,0.99,Upgrade
7,PB Ratio,1.99,1.03,0.91,0.95,0.74,0.74,0.70,1.07,0.99,1.41,1.25,Upgrade
8,P/TBV Ratio,1.04,1.04,0.91,0.96,0.74,0.75,0.70,1.09,0.99,1.44,1.25,Upgrade
9,P/FCF Ratio,17.86,9.27,9.92,6.72,6.30,8.16,6.13,9.30,8.22,8.97,6.08,Upgrade
10,P/OCF Ratio,4.51,4.51,4.74,4.28,3.88,5.40,4.21,5.56,5.44,6.58,4.62,Upgrade
11,PEG Ratio,1.27,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.56,0.82,0.82,Upgrade
12,EV/Sales Ratio,1.63,0.79,0.61,0.66,0.52,0.56,0.53,0.98,0.99,1.50,1.21,Upgrade
13,EV/EBITDA Ratio,5.80,2.84,2.26,2.69,2.33,2.81,2.60,4.38,4.76,7.41,6.33,Upgrade
14,EV/EBIT Ratio,6.74,3.29,2.65,3.23,2.94,3.95,3.73,6.17,7.07,11.43,10.01,Upgrade
15,EV/FCF Ratio,15.16,7.39,7.20,5.26,4.73,6.40,4.86,8.56,8.39,10.49,7.44,Upgrade
16,Debt / Equity Ratio,0.18,0.18,0.12,0.13,0.23,0.22,0.20,0.25,0.26,0.42,0.75,Upgrade
17,Debt / FCF Ratio,1.63,1.63,1.29,0.93,1.97,2.43,1.74,2.15,2.14,2.65,3.65,Upgrade
18,Return on Capital Employed (ROCE),21.95%,21.95%,22.01%,20.96%,16.87%,13.66%,14.10%,14.24%,12.18%,10.85%,11.02%,Upgrade
19,Earnings Yield,10.83%,20.87%,23.36%,20.33%,20.08%,13.78%,15.21%,11.52%,8.25%,4.96%,7.71%,Upgrade
20,FCF Yield,5.60%,10.79%,10.08%,14.89%,15.88%,12.26%,16.32%,10.75%,12.17%,11.14%,16.45%,Upgrade
21,Dividend Yield,3.87%,6.19%,6.78%,4.88%,4.98%,3.88%,4.00%,0.92%,-,-,-,Upgrade
22,Buyback Yield / Dilution,0.01%,-,0.01%,0.28%,1.22%,0.99%,-0.12%,-8.62%,-12.06%,-3.33%,19.66%,Upgrade
23,Total Shareholder Return,3.88%,6.19%,6.79%,5.16%,6.20%,4.87%,3.88%,-7.70%,-12.06%,-3.33%,19.66%,Upgrade
