,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,570,392,441,221,233,436,554,652,1005,711,1367
1,Market Cap Growth,77.78%,77.78%,89.47%,-49.44%,-57.96%,-33.08%,-44.88%,-8.28%,-26.52%,-63.75%,-58.36%
2,Enterprise Value,371,202,323,123,216,438,562,690,978,674,1469
3,Last Close Price,1.18,0.80,0.87,0.44,0.46,0.86,1.09,1.29,1.98,1.40,2.70
4,PE Ratio,6.15,4.23,4.76,-4.98,-,-,-,-,-,-,-
5,Forward PE,-,39.63,39.63,39.63,39.63,39.63,39.63,39.63,18.60,18.60,18.60
6,PS Ratio,0.57,0.39,0.43,0.26,0.32,0.59,0.71,0.93,1.65,1.07,1.68
7,PB Ratio,1.00,0.75,0.89,0.51,0.57,0.86,0.66,0.74,1.04,0.74,0.99
8,P/TBV Ratio,1.25,1.25,1.44,0.95,1.09,2.06,1.39,1.48,2.04,1.37,2.36
9,P/FCF Ratio,3.21,2.21,2.68,1.79,3.09,-,40.92,-248.35,-,-,11.22
10,P/OCF Ratio,2.02,2.02,2.52,1.64,2.70,-,20.27,45.00,-200.35,-,9.64
11,PEG Ratio,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
12,EV/Sales Ratio,0.37,0.20,0.31,0.15,0.30,0.60,0.72,0.99,1.61,1.02,1.80
13,EV/EBITDA Ratio,1.70,1.08,1.31,0.64,-2.18,-,44.75,-,-1545.26,-,10.85
14,EV/EBIT Ratio,1.69,0.92,1.49,1.25,-1.55,-,-,-,-,-,19.37
15,EV/FCF Ratio,2.09,1.14,1.96,1.00,2.86,-,41.51,-262.93,-,-,12.05
16,Debt / Equity Ratio,0.40,0.40,0.46,0.50,0.60,0.54,0.41,0.45,0.44,0.41,0.29
17,Debt / FCF Ratio,1.18,1.18,1.38,1.75,3.26,-,25.42,-148.58,-,-,3.27
18,Return on Capital Employed (ROCE),32.50%,32.50%,32.23%,15.55%,-21.67%,-,-,-,-,-,4.28%
19,Earnings Yield,16.26%,23.64%,21.02%,-20.08%,-144.61%,-75.38%,-22.49%,-21.74%,-43.91%,-50.21%,-2.17%
20,FCF Yield,31.13%,45.27%,37.33%,55.99%,32.36%,0.46%,2.44%,-0.40%,-1.85%,10.21%,8.91%
21,Buyback Yield / Dilution,-0.00%,-,-0.00%,0.03%,0.03%,0.01%,0.35%,0.39%,0.03%,-0.15%,-0.22%
22,Total Shareholder Return,3.20%,-,-0.00%,0.03%,0.03%,0.01%,0.35%,0.39%,0.03%,-0.15%,-0.22%
