,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,415.96,516.94,416.13,356.36,280.1,346.72,285.84,296.09,216.69,386.88
1,Revenue Growth (YoY),-0.04%,45.06%,48.56%,2.78%,-2.01%,17.10%,31.91%,-23.47%,-36.73%,12.42%
2,Cost of Revenue,247.24,279.65,246.34,220.86,213.46,223.24,210.6,202.66,174.36,244.67
3,Gross Profit,168.72,237.29,169.8,135.5,66.65,123.49,75.25,93.43,42.33,142.21
4,"Selling, General & Admin",93.61,101.7,96.46,97.06,97.05,120.21,97.03,90.17,77.16,102.31
5,Research & Development,2.23,2.86,3.07,3.46,4.24,4.63,5.95,9.07,5.4,3.83
6,Other Operating Expenses,0.52,-7.67,5.72,-118.08,114.79,1.07,-4.73,4.28,-8.06,-0.97
7,Operating Expenses,96.36,105.75,105.25,109.08,216.08,132.46,99.28,109.73,74.5,105.16
8,Operating Income,72.36,131.54,64.55,26.42,-149.43,-8.97,-24.03,-16.3,-32.17,37.05
9,Interest Expense,-4.25,-5.36,-4.64,-6.86,-6.59,-5.19,-8.72,-8.59,-7.84,-8.39
10,Interest & Investment Income,2.78,-,3.72,-,5.46,1.23,1.83,-,3.93,1.43
11,Earnings From Equity Investments,1.28,-0.2,0.12,0.18,-0.21,-0.15,-0.56,0.05,-,-0.07
12,Currency Exchange Gain (Loss),-,1.15,-,7.64,-,-2.35,-,-7.54,-,2.24
13,Other Non Operating Income (Expenses),-,-0.46,-,-2.97,-,-0.4,-,-,-,-
14,EBT Excluding Unusual Items,72.17,126.67,63.76,24.42,-150.78,-15.82,-31.47,-32.37,-36.08,32.26
15,Impairment of Goodwill,-,-,-,-33.6,-,-,-,-234.49,-,-
16,Gain (Loss) on Sale of Investments,-,-,-,-7.86,-,-,-,-9.17,-,0.73
17,Gain (Loss) on Sale of Assets,-,-0.72,-,0.07,-,3.16,-,2.1,-,-7.76
18,Asset Writedown,-,-23.56,-,-39.26,-82.85,-8.63,-6.38,231.98,-251.46,-
19,Other Unusual Items,-,-,-,-,-,-,-,0.74,-,-
20,Pretax Income,72.17,102.39,63.76,-56.23,-233.63,-21.29,-37.86,-41.2,-287.55,25.22
21,Income Tax Expense,23.86,14.42,19.63,0.6,1.12,14.83,11.28,17.06,31.73,24.74
22,Earnings From Continuing Operations,48.31,87.96,44.13,-56.83,-234.74,-36.12,-49.14,-58.26,-319.27,0.49
23,Minority Interest in Earnings,-23.11,-26.9,-21.03,-7.25,1.09,-10.88,-5.32,-5.08,11.23,-17.65
24,Net Income,25.19,61.07,23.1,-64.09,-233.65,-47,-54.46,-63.35,-308.04,-17.16
25,Net Income to Common,25.19,61.07,23.1,-64.09,-233.65,-47,-54.46,-63.35,-308.04,-17.16
26,Net Income Growth,9.07%,-,-,-,-,-,-,-,-,-
27,Shares Outstanding (Basic),483,483,483,483,483,483,483,485,485,485
28,Shares Outstanding (Diluted),483,483,483,483,483,483,483,485,485,485
29,Shares Change (YoY),-,0.00%,-0.03%,-0.03%,-0.01%,-0.35%,-0.39%,-0.03%,0.15%,0.22%
30,EPS (Basic),0.05,0.13,0.05,-0.13,-0.48,-0.10,-0.11,-0.13,-0.63,-0.04
31,EPS (Diluted),0.05,0.13,0.05,-0.13,-0.48,-0.10,-0.11,-0.13,-0.63,-0.04
32,EPS Growth,9.07%,-,-,-,-,-,-,-,-,-
33,Free Cash Flow,56.65,108.51,40.92,73.33,-6.71,8.41,2.62,-4.8,-10.81,76.95
34,Free Cash Flow Per Share,0.12,0.22,0.08,0.15,-0.01,0.02,0.01,-0.01,-0.02,0.16
35,Operating Margin,17.40%,25.45%,15.51%,7.41%,-53.35%,-2.59%,-8.41%,-5.50%,-14.85%,9.58%
36,Profit Margin,6.06%,11.81%,5.55%,-17.98%,-83.41%,-13.56%,-19.05%,-21.39%,-142.15%,-4.44%
37,Free Cash Flow Margin,13.62%,20.99%,9.83%,20.58%,-2.39%,2.42%,0.92%,-1.62%,-4.99%,19.89%
38,EBITDA,85.77,88.65,135.39,42.54,-130.08,11.9,-1.67,6.17,-6.7,37.54
39,D&A For EBITDA,13.4,-42.89,70.84,16.13,19.36,20.87,22.35,22.47,25.47,0.49
40,EBIT,72.36,131.54,64.55,26.42,-149.43,-8.97,-24.03,-16.3,-32.17,37.05
