,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,492.95,518.98,464.09,461.25,355.53,458.53,415.13,-,246.06,-,Upgrade
1,Revenue Growth (YoY),6.22%,12.52%,30.53%,0.59%,-14.36%,-,68.71%,-,-37.04%,-,Upgrade
2,Cost of Revenue,273.82,322.94,241.1,286.21,187.26,245.03,166.71,-,112.56,-,Upgrade
3,Gross Profit,219.13,196.04,222.99,175.04,168.27,213.5,248.43,-,133.5,-,Upgrade
4,"Selling, General & Admin",62.95,71.61,67.55,46.05,68.7,85.28,89.93,-,74.79,-,Upgrade
5,Operating Expenses,62.95,71.61,67.55,46.05,68.7,85.28,89.93,-,74.79,-,Upgrade
6,Operating Income,156.19,124.43,155.43,128.99,99.57,128.22,158.5,-,58.71,-,Upgrade
7,Interest Expense,-10.46,-10.92,-11.06,-12.5,-20.85,-24.34,-30.27,-,-62.5,-,Upgrade
8,Interest & Investment Income,1.2,38.7,67.78,69.44,79.98,96.78,71,-,11.59,-,Upgrade
9,Earnings From Equity Investments,-0.18,0.64,-0.67,0.24,-,-,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),8.61,-11.93,9.85,15.18,-8.43,-7.2,-4.85,-,9.53,-,Upgrade
11,Other Non Operating Income (Expenses),-1010,-59.07,-15.08,-9.78,-18.26,68.31,-12.18,-,-33.14,-,Upgrade
12,EBT Excluding Unusual Items,-854.54,81.85,206.26,191.57,132.01,261.77,182.2,-,-15.82,-,Upgrade
13,Asset Writedown,-14.77,-6.68,-1.1,0.56,-25.11,-18.39,-34.66,-,3.35,-,Upgrade
14,Pretax Income,-869.31,75.17,205.16,192.13,106.9,243.38,147.55,-,-12.47,-,Upgrade
15,Income Tax Expense,26.28,49.26,40.03,37.61,28.44,111.38,28.28,-,11.41,-,Upgrade
16,Earnings From Continuing Operations,-895.59,25.92,165.13,154.52,78.46,131.99,119.27,-,-23.89,-,Upgrade
17,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-9.63,-,Upgrade
18,Net Income to Company,-895.59,25.92,165.13,154.52,78.46,131.99,119.27,-,-33.52,-,Upgrade
19,Minority Interest in Earnings,380.65,-0.81,-25.09,-25.02,-14.72,5.72,-23.91,-,-2.67,-,Upgrade
20,Net Income,-514.94,25.11,140.05,129.5,63.75,137.71,95.36,-,-36.19,-,Upgrade
21,Net Income to Common,-514.94,25.11,140.05,129.5,63.75,137.71,95.36,-,-36.19,-,Upgrade
22,Net Income Growth,-,-80.61%,119.70%,-5.97%,-33.15%,-,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),4697,4697,4697,4697,4697,4697,4697,-,4697,-,Upgrade
24,Shares Outstanding (Diluted),4697,4697,4697,4697,4697,4697,4697,-,4697,-,Upgrade
25,EPS (Basic),-0.11,0.01,0.03,0.03,0.01,0.03,0.02,-,-0.01,-,Upgrade
26,EPS (Diluted),-0.11,0.01,0.03,0.03,0.01,0.03,0.02,-,-0.01,-,Upgrade
27,EPS Growth,-,-80.62%,119.71%,-5.96%,-33.15%,-,-,-,-,-,Upgrade
28,Free Cash Flow,109.76,187.4,-104.23,228.84,-206.06,279.18,226.81,-,-583.36,-,Upgrade
29,Free Cash Flow Per Share,0.02,0.04,-0.02,0.05,-0.04,0.06,0.05,-,-0.12,-,Upgrade
30,Operating Margin,31.68%,23.98%,33.49%,27.96%,28.01%,27.96%,38.18%,-,23.86%,-,Upgrade
31,Profit Margin,-104.46%,4.84%,30.18%,28.08%,17.93%,30.03%,22.97%,-,-14.71%,-,Upgrade
32,Free Cash Flow Margin,22.26%,36.11%,-22.46%,49.61%,-57.96%,60.89%,54.64%,-,-237.08%,-,Upgrade
33,EBITDA,164.83,132.8,163.88,135.13,107.6,132.67,164.78,-,62.6,-,Upgrade
34,D&A For EBITDA,8.65,8.38,8.45,6.14,8.03,4.45,6.28,5.07,3.88,14.23,Upgrade
35,EBIT,156.19,124.43,155.43,128.99,99.57,128.22,158.5,-,58.71,-,Upgrade
