,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1691,977,1123,1221,1409,1433,1480,2278,1433,1268,1785,Upgrade
1,Market Cap Growth,-20.00%,-20.00%,-20.33%,-14.75%,-4.76%,-37.11%,3.28%,79.63%,-19.74%,-56.45%,-36.67%,Upgrade
2,Enterprise Value,1776,1498,1632,1118,1367,996,734,1737,4185,4042,5325,Upgrade
3,Last Close Price,0.36,0.21,0.24,0.26,0.30,0.30,0.32,0.48,0.30,0.27,0.38,Upgrade
4,PE Ratio,-,-,6.80,4.53,7.29,7.11,6.35,23.89,-,-,-,Upgrade
5,PS Ratio,1.67,0.97,1.14,1.32,1.73,1.76,1.69,5.49,-,5.15,-,Upgrade
6,PB Ratio,0.78,0.42,0.34,0.38,0.44,0.45,0.38,0.77,0.51,0.50,0.68,Upgrade
7,P/TBV Ratio,0.45,0.45,0.42,0.46,0.55,0.57,0.58,0.97,0.65,0.69,0.93,Upgrade
8,P/FCF Ratio,5.69,3.29,13.50,-,61.87,-,2.92,10.04,-,-,-,Upgrade
9,P/OCF Ratio,3.25,3.25,11.45,-,44.71,-,2.78,9.00,-,-,-,Upgrade
10,EV/Sales Ratio,1.75,1.48,1.66,1.21,1.67,1.22,0.84,4.18,-,16.43,-,Upgrade
11,EV/EBITDA Ratio,5.38,5.03,5.50,3.74,5.63,4.15,2.47,10.54,-,64.57,-,Upgrade
12,EV/EBIT Ratio,6.32,5.34,5.83,3.93,5.98,4.37,2.56,10.96,-,68.84,-,Upgrade
13,EV/FCF Ratio,5.98,5.04,19.63,-,60.02,-,1.45,7.66,-,-,-,Upgrade
14,Debt / Equity Ratio,0.15,0.15,0.11,0.11,0.13,0.14,0.34,0.45,0.47,1.71,1.70,Upgrade
15,Debt / FCF Ratio,1.17,1.17,4.32,-,17.54,-,2.56,5.82,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),9.52%,9.52%,7.18%,7.46%,6.04%,6.02%,6.32%,4.39%,-,1.94%,-,Upgrade
17,Earnings Yield,-28.97%,-50.13%,14.71%,22.07%,13.71%,14.06%,15.75%,4.19%,-,-2.85%,-,Upgrade
18,FCF Yield,17.57%,30.41%,7.41%,10.20%,1.62%,5.10%,34.20%,9.96%,-,-46.00%,-,Upgrade
