,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,273.4,270.29,47.07,53.77,80.39,82.88,83.06,103.39,95.09,95.22
1,Revenue Growth (YoY),480.89%,402.68%,-41.45%,-35.13%,-3.22%,-19.84%,-12.65%,8.58%,-12.14%,-
2,Cost of Revenue,245.24,245.01,48.5,61.89,76.08,70.74,56.01,61.28,63.34,64.8
3,Gross Profit,28.16,25.28,-1.43,-8.12,4.31,12.14,27.05,42.11,31.75,30.42
4,"Selling, General & Admin",32.36,26.42,7.53,8.67,7.39,7.06,5.69,6.78,4.27,11.97
5,Other Operating Expenses,-0.84,-0.24,0.04,4.18,-4.58,-1.12,-0.83,-0.28,0.01,0.72
6,Operating Expenses,31.52,26.15,7.56,13.63,2.81,7.92,4.86,6.93,4.28,12.7
7,Operating Income,-3.37,-0.87,-9,-21.75,1.5,4.23,22.19,35.18,27.47,17.72
8,Interest Expense,-1.45,-0.34,-,-,-,-,-0.11,-0.3,-0.3,-0.42
9,Interest & Investment Income,1.4,1.24,1.07,1.05,1.29,1.07,0.41,0.36,0.03,0.06
10,Currency Exchange Gain (Loss),2.79,0.01,2.38,1.71,2.47,-0.98,0.47,-1.52,0.56,0.06
11,Other Non Operating Income (Expenses),-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0,-0,-0,-0.01
12,EBT Excluding Unusual Items,-0.63,0.03,-5.56,-18.99,5.25,4.31,22.95,33.71,27.75,17.41
13,Gain (Loss) on Sale of Assets,-,-,-,-0,0,-3.17,-,-0.62,-,-0.1
14,Asset Writedown,-,-7.38,-,-,-,-,-,-,-,-
15,Other Unusual Items,-,4.25,-,4.97,-,-,-,-5.95,-2.3,-
16,Pretax Income,-0.63,-3.11,-5.56,-14.03,5.25,1.14,22.95,27.14,25.45,17.31
17,Income Tax Expense,0.32,1.43,-0,-0.19,0.36,-0.16,3.05,4.57,4.21,2.98
18,Net Income,-0.95,-4.54,-5.55,-13.83,4.9,1.29,19.89,22.58,21.25,14.34
19,Net Income to Common,-0.95,-4.54,-5.55,-13.83,4.9,1.29,19.89,22.58,21.25,14.34
20,Net Income Growth,-,-,-,-,-75.38%,-94.29%,-6.37%,57.48%,-22.79%,-
21,Shares Outstanding (Basic),1260,1260,1260,1260,1260,1260,1239,945,945,879
22,Shares Outstanding (Diluted),1260,1260,1260,1260,1260,1260,1239,945,945,879
23,Shares Change (YoY),-,-,-,-0.01%,1.69%,33.35%,31.12%,7.45%,11.11%,-
24,EPS (Basic),-0.00,-0.00,-0.00,-0.01,0.00,0.00,0.02,0.02,0.02,0.02
25,EPS (Diluted),-0.00,-0.00,-0.00,-0.01,0.00,0.00,0.02,0.02,0.02,0.02
26,EPS Growth,-,-,-,-,-75.79%,-95.72%,-28.59%,46.56%,-30.51%,-
27,Free Cash Flow,-54.36,43.24,1.68,-7.49,13.1,-4.48,-6.24,64.72,15.87,10.23
28,Free Cash Flow Per Share,-0.04,0.03,0.00,-0.01,0.01,-0.00,-0.01,0.07,0.02,0.01
29,Operating Margin,-1.23%,-0.32%,-19.11%,-40.44%,1.87%,5.10%,26.72%,34.03%,28.89%,18.61%
30,Profit Margin,-0.35%,-1.68%,-11.80%,-25.73%,6.09%,1.56%,23.95%,21.84%,22.34%,15.06%
31,Free Cash Flow Margin,-19.88%,16.00%,3.57%,-13.93%,16.29%,-5.40%,-7.51%,62.60%,16.69%,10.74%
32,EBITDA,2.66,6.05,-0.75,-12.95,10.04,12.42,30.04,42.78,35.21,25.46
33,D&A For EBITDA,6.02,6.93,8.25,8.8,8.54,8.19,7.85,7.6,7.74,7.74
34,EBIT,-3.37,-0.87,-9,-21.75,1.5,4.23,22.19,35.18,27.47,17.72
