,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",2977,2973,2977,2874,2745,4003,3845,3768,3673,3759,Upgrade
1,Cash & Equivalents,479.53,610.29,546.19,585.11,958.78,811.94,659.72,610.85,526.77,450.89,Upgrade
2,Accounts Receivable,52.29,56.85,63.73,85.99,54.09,121.02,57.66,77.07,59.14,44.65,Upgrade
3,Other Receivables,5.47,5.48,16.6,17.98,108.94,19.11,12.74,18.35,16.22,29.48,Upgrade
4,Investment In Debt and Equity Securities,-,-,210.12,223.22,287.93,435.49,647.85,185.31,551.46,162.96,Upgrade
5,Loans Receivable Current,0.81,1.08,158.36,1.6,1.6,1.83,1.92,2.08,4.04,5.7,Upgrade
6,Other Current Assets,1007,956.2,851.61,805.61,775.03,52.13,7.61,8.68,6.94,367.06,Upgrade
7,Other Long-Term Assets,376.55,508.05,514.16,764.4,451.69,506.67,537.97,831.34,466.82,503.51,Upgrade
8,Total Assets,4898,5111,5338,5358,5383,5951,5771,5501,5304,5323,Upgrade
9,Current Portion of Long-Term Debt,353.81,-,-,-,-,766.29,784.79,10.66,9.67,10.36,Upgrade
10,Current Portion of Leases,9.83,5.03,6.87,10.21,10.01,3.88,8.15,11.2,10.97,2.58,Upgrade
11,Long-Term Debt,-,367.06,615.47,645.67,645.84,441.28,451.99,1221,1107,761.58,Upgrade
12,Long-Term Leases,23.58,13.31,-,1.84,5.34,54.23,56.96,58.79,59.38,58.88,Upgrade
13,Accounts Payable,23.49,32.62,20.76,0.95,-,-,-,-,-,-,Upgrade
14,Accrued Expenses,75.58,114.9,114.94,134.49,97.64,133.47,109.53,90.85,80.54,39.44,Upgrade
15,Current Income Taxes Payable,26.86,16.53,19.68,12.92,31.75,32.36,16,13.23,29.98,22.92,Upgrade
16,Current Unearned Revenue,69.69,63.02,55.95,24.69,24.44,24.49,24.13,23.94,25.09,24.81,Upgrade
17,Other Current Liabilities,23.57,154.25,183.47,174.94,161.68,137.67,124.62,114.12,151.17,169.8,Upgrade
18,Long-Term Deferred Tax Liabilities,49.08,48.98,50.53,50.02,48.94,57.39,47.05,45.89,44.69,43.48,Upgrade
19,Total Liabilities,655.49,815.7,1068,1056,1026,1651,1623,1590,1518,1558,Upgrade
20,Common Stock,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,Upgrade
21,Additional Paid-In Capital,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,Upgrade
22,Retained Earnings,3204,3256,3231,3264,3318,3271,3117,2881,2750,2730,Upgrade
23,Comprehensive Income & Other,4.41,4.59,4.59,3.55,4.08,-5.4,-4.98,-4.22,1.01,-0.81,Upgrade
24,Total Common Equity,4243,4296,4270,4302,4357,4300,4147,3912,3786,3764,Upgrade
25,Minority Interest,-0,-0,-0,-0,0.07,0.34,0.27,0.25,0.26,0.27,Upgrade
26,Shareholders' Equity,4243,4296,4270,4302,4357,4300,4148,3912,3786,3765,Upgrade
27,Total Liabilities & Equity,4898,5111,5338,5358,5383,5951,5771,5501,5304,5323,Upgrade
28,Total Debt,387.22,385.39,622.34,657.72,661.19,1266,1302,1302,1187,1258,Upgrade
29,Net Cash / Debt,92.31,224.89,-76.15,-72.6,297.6,-453.74,-642.17,-690.84,-659.84,-807.11,Upgrade
30,Net Cash Per Share,0.24,0.58,-0.20,-0.19,0.76,-1.16,-1.65,-1.77,-1.69,-2.07,Upgrade
31,Filing Date Shares Outstanding,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,Upgrade
32,Total Common Shares Outstanding,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,389.53,Upgrade
33,Book Value Per Share,10.89,11.03,10.96,11.04,11.19,11.04,10.65,10.04,9.72,9.66,Upgrade
34,Tangible Book Value,4243,4296,4270,4302,4357,4300,4147,3912,3786,3764,Upgrade
35,Tangible Book Value Per Share,10.89,11.03,10.96,11.04,11.19,11.04,10.65,10.04,9.72,9.66,Upgrade
36,Construction In Progress,-,953.49,-,863.75,-,680.44,-,625.15,-,596.33,Upgrade
