,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,111,159,85,68,83,112,143,133,115,157,252,Upgrade
1,Market Cap Growth,133.70%,133.70%,2.07%,-39.21%,-41.72%,-15.93%,24.29%,-15.57%,-54.51%,-47.83%,11.59%,Upgrade
2,Enterprise Value,465,532,359,398,446,431,537,504,505,613,717,Upgrade
3,Last Close Price,0.09,0.13,0.07,0.14,0.16,0.22,0.28,0.39,0.33,0.46,0.74,Upgrade
4,PE Ratio,-,-2.66,-,-,-,-,-,-11.82,-,-,-,Upgrade
5,Forward PE,-,11.71,11.71,11.71,11.71,11.71,11.71,11.71,11.71,11.71,11.71,Upgrade
6,PS Ratio,0.19,0.27,0.15,0.11,0.11,0.14,0.15,0.14,0.13,0.33,-,Upgrade
7,PB Ratio,-3.88,-3.88,-2.30,-1.86,6.47,1.47,1.50,2.84,2.15,4.17,4.05,Upgrade
8,P/TBV Ratio,-,-,-,-,-,4.66,3.30,-,251.84,-,-,Upgrade
9,P/FCF Ratio,-,-0.86,-,0.51,233.64,-,-147.14,-,1.68,2.55,-,Upgrade
10,P/OCF Ratio,-,-0.93,-,0.50,12.96,-,22.41,-,1.53,2.26,-,Upgrade
11,EV/Sales Ratio,0.80,0.92,0.64,0.66,0.60,0.53,0.58,0.54,0.58,1.29,-,Upgrade
12,EV/FCF Ratio,-2.53,-2.89,-,3.01,1253.57,-,-553.72,-,7.36,9.95,-,Upgrade
13,Debt / Equity Ratio,-9.72,-9.72,-11.41,-11.54,28.83,5.34,4.11,9.78,7.87,12.29,7.46,Upgrade
14,Debt / FCF Ratio,-,-2.16,-,3.19,1040.60,-,-402.95,-,6.14,7.52,-,Upgrade
15,Earnings Yield,-53.97%,-37.66%,-149.08%,-156.38%,-93.23%,-40.89%,-17.82%,-8.46%,-10.97%,-0.79%,-,Upgrade
16,FCF Yield,-166.13%,-115.90%,-104.26%,194.40%,0.43%,-10.55%,-0.68%,-13.26%,59.70%,39.16%,-,Upgrade
17,Buyback Yield / Dilution,-149.38%,-150.00%,-148.77%,-,-3.11%,-50.00%,-43.28%,-0.54%,-,0.47%,-,Upgrade
18,Total Shareholder Return,-149.38%,-150.00%,-148.77%,-,-3.11%,-50.00%,-43.28%,-0.54%,-,0.47%,-,Upgrade
