,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,330,693,595,705,1048,1158,906,747,929,901,782,Upgrade
1,Market Cap Growth,-1.83%,-1.83%,-43.21%,-39.11%,15.71%,55.02%,-2.43%,-17.04%,18.82%,8.64%,-22.64%,Upgrade
2,Enterprise Value,3293,3516,3390,3522,3723,3926,3825,3498,3456,3283,3096,Upgrade
3,Last Close Price,0.51,1.07,0.92,1.09,1.62,1.79,1.40,1.69,2.10,2.20,2.05,Upgrade
4,PS Ratio,2.57,5.39,4.70,5.74,7.65,7.70,7.77,5.88,5.85,4.82,5.75,Upgrade
5,PB Ratio,-0.62,-0.62,-0.64,-1.21,-2.64,-16.62,4.76,16.45,4.91,2.00,1.97,Upgrade
6,P/TBV Ratio,-,-,-,-,-,-,4.78,18.11,5.03,2.01,1.97,Upgrade
7,P/FCF Ratio,-,-,-,-,-167.25,-,-,-,-,-,-16.00,Upgrade
8,P/OCF Ratio,-,-,-,-,-397.75,-,-,-,-,-,14.26,Upgrade
9,EV/Sales Ratio,25.62,27.35,26.75,28.67,27.15,26.08,32.79,27.54,21.77,17.56,22.79,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-146.00,Upgrade
11,EV/FCF Ratio,-65.37,-,-,-,-593.92,-,-,-,-,-,-63.39,Upgrade
12,Debt / Equity Ratio,-2.71,-2.71,-3.08,-4.88,-7.20,-39.01,14.80,65.54,15.46,6.13,9.84,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-456.53,-,-,-,-,-,-79.99,Upgrade
14,Earnings Yield,-173.03%,-82.47%,-92.68%,-70.45%,-46.06%,-27.51%,-41.03%,-77.98%,-56.19%,-27.60%,-25.96%,Upgrade
15,FCF Yield,-15.26%,-7.27%,-7.74%,0.02%,-0.60%,-5.24%,-10.75%,-18.15%,-12.43%,-3.12%,-6.25%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-2.04%,-46.36%,-57.02%,-3.54%,-5.96%,-12.03%,0.00%,Upgrade,
17,Total Shareholder Return,-,-,-,-2.04%,-46.36%,-57.02%,-3.54%,-5.96%,-12.03%,0.00%,Upgrade,
