,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2639344,2528447,2594985,2661523,2772420,2628254,2861137,2972034,3005303,2972034,3016393,2994213,3426724,2586123,2328842,1907432,1792099,1920740,1659022,1534817,1290844,Upgrade
1,Market Cap Growth,-3.80%,-3.80%,-9.30%,-10.45%,-7.75%,-11.57%,-5.15%,-0.74%,-12.30%,14.92%,29.52%,56.98%,91.21%,34.64%,40.37%,24.28%,38.83%,11.03%,11.31%,1.76%,-11.82%,Upgrade
2,Enterprise Value,3104376,2847086,2688577,2814328,2986901,2714350,2969035,2916072,2896009,2879438,2908034,2860226,3326015,2460366,2201323,1790357,1682338,1762846,1486544,1424000,1190027,Upgrade
3,PE Ratio,11.36,10.89,11.20,11.31,11.46,11.47,15.17,17.97,21.00,-,18.15,12.18,12.33,9.78,8.84,9.86,11.60,13.78,10.81,9.56,9.52,Upgrade
4,PS Ratio,0.74,0.71,0.73,0.75,0.81,0.78,0.87,0.94,0.95,0.95,0.96,0.95,1.09,0.83,0.75,0.61,0.58,0.64,0.57,0.53,0.47,Upgrade
5,PB Ratio,1.38,1.33,1.39,1.45,1.52,1.41,1.57,1.66,1.73,1.77,1.70,1.71,1.85,1.45,1.38,1.20,1.17,1.30,1.08,1.02,0.84,Upgrade
6,P/FCF Ratio,16.14,-,-,12.14,41.81,91.43,-,-,12.81,12.71,-,59.97,85.87,-,9.10,20.81,14.84,26.45,-,15.06,9.77,Upgrade
7,P/OCF Ratio,12.16,-,4.41,10.70,23.62,28.48,-,-,10.16,10.33,-,26.51,34.63,-,8.19,13.45,10.57,14.10,-,10.99,7.86,Upgrade
8,EV/Sales Ratio,0.87,0.80,0.76,0.79,0.87,0.81,0.91,0.92,0.92,0.92,0.92,0.91,1.06,0.79,0.71,0.57,0.54,0.59,0.51,0.49,0.43,Upgrade
