,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,5.97,12.2,15.05,13.91,18.43,23.98,-,27.86,-,240.44,Upgrade
1,Revenue Growth (YoY),-60.34%,-12.29%,-18.35%,-41.97%,-,-13.92%,-,-88.41%,-,-62.70%,Upgrade
2,Cost of Revenue,4.99,11.39,13.02,13.96,15.85,23.81,-,28.43,-,238.76,Upgrade
3,Gross Profit,0.98,0.82,2.03,-0.05,2.59,0.16,-,-0.57,-,1.68,Upgrade
4,"Selling, General & Admin",1.53,3.07,2.09,5.27,0.8,0.78,2.19,1.98,2.3,3.37,Upgrade
5,Operating Expenses,1.62,21.66,4.98,44.2,4.47,29.23,19.37,15.28,2.3,3.37,Upgrade
6,Operating Income,-0.63,-20.85,-2.95,-44.25,-1.88,-29.06,-19.37,-15.85,-2.3,-1.7,Upgrade
7,Interest Expense,-8.39,-7.89,-7.26,-7.61,-6.36,-1.27,-10.8,-7.76,-9.27,-13.6,Upgrade
8,Interest & Investment Income,-,-,-,-,0.64,0.64,0.63,0.64,0.64,0.76,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,0.02,-,0.05,-,0.04,-,0.15,Upgrade
10,Other Non Operating Income (Expenses),0.05,-0,-0.01,0.05,-0.05,-5.61,-0.11,-0.01,-0.02,-0.09,Upgrade
11,EBT Excluding Unusual Items,-8.98,-28.74,-10.21,-51.79,-7.65,-35.24,-29.64,-22.93,-10.94,-14.47,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,17.74,-17.74,-14.24,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,3.96,0.03,-31.64,Upgrade
14,Other Unusual Items,-,-,-,0,3.47,7.88,-,0.02,-,-,Upgrade
15,Pretax Income,-8.98,-28.74,-10.21,-51.79,-4.18,-27.36,-29.64,-1.21,-28.65,-60.34,Upgrade
16,Income Tax Expense,0.02,0.36,0.25,-0.22,-,-,-,-0.25,-,-0.39,Upgrade
17,Earnings From Continuing Operations,-9,-29.11,-10.46,-51.56,-4.18,-27.36,-29.64,-0.96,-28.65,-59.95,Upgrade
18,Minority Interest in Earnings,0.03,-,-,-,-,-,-,-,-,-0,Upgrade
19,Net Income,-8.97,-29.11,-10.46,-51.56,-4.18,-27.36,-29.64,-0.96,-28.65,-59.96,Upgrade
20,Net Income to Common,-8.97,-29.11,-10.46,-51.56,-4.18,-27.36,-29.64,-0.96,-28.65,-59.96,Upgrade
21,Shares Outstanding (Basic),1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,Upgrade
22,Shares Outstanding (Diluted),1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,Upgrade
23,EPS (Basic),-0.01,-0.02,-0.01,-0.03,-0.00,-0.02,-0.02,-0.00,-0.02,-0.04,Upgrade
24,EPS (Diluted),-0.01,-0.02,-0.01,-0.03,-0.00,-0.02,-0.02,-0.00,-0.02,-0.04,Upgrade
25,Free Cash Flow,-0.2,-0.57,0.52,-0.15,-0.86,1.09,0.01,-0.58,-0.64,-17.42,Upgrade
26,Free Cash Flow Per Share,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.01,Upgrade
27,Operating Margin,-10.59%,-170.81%,-19.59%,-318.03%,-10.19%,-121.21%,-,-56.91%,-,-0.70%,Upgrade
28,Profit Margin,-150.21%,-238.49%,-69.50%,-370.57%,-22.67%,-114.12%,-,-3.43%,-,-24.94%,Upgrade
29,Free Cash Flow Margin,-3.37%,-4.66%,3.43%,-1.09%,-4.65%,4.55%,-,-2.10%,-,-7.25%,Upgrade
30,EBITDA,-0.62,-20.81,-2.93,-44.2,-1.85,-28.72,-18.99,-15.46,-1.91,-1.22,Upgrade
31,D&A For EBITDA,0.01,0.04,0.02,0.05,0.03,0.35,0.38,0.4,0.38,0.48,Upgrade
32,EBIT,-0.63,-20.85,-2.95,-44.25,-1.88,-29.06,-19.37,-15.85,-2.3,-1.7,Upgrade
