,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,4848,3766,2989,2365,3152,4708,5566,7853,11301,13849,18335,19474,16508,25784,21384,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-20.00%,-20.00%,-46.29%,-69.88%,-72.10%,-66.01%,-69.64%,-59.68%,-31.54%,-46.29%,-14.26%,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,6784,5702,5255,4660,4665,6220,6724,8874,11265,13814,18074,19428,16147,25423,20774,-,-,-,-,-,-,Upgrade
3,Last Close Price,28.73,22.37,24.18,19.13,25.50,38.08,45.02,63.52,91.00,111.90,148.14,157.35,133.21,208.06,172.32,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-7.18,-,-,251.52,88.76,-,47.84,54.09,68.85,66.88,121.43,103.92,-,-,-,-,-,-,Upgrade
5,Forward PE,-,9.54,9.54,9.54,9.54,9.54,9.54,9.76,14.04,20.05,38.37,38.37,42.35,74.22,70.13,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.37,1.37,0.97,0.57,0.70,0.94,1.01,1.51,2.42,3.29,5.08,6.43,6.32,11.06,10.08,-,-,-,-,-,-,Upgrade
7,PB Ratio,1.83,1.90,1.51,1.04,1.40,1.94,2.13,3.06,4.43,5.32,7.77,8.83,7.83,12.91,11.05,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,2.11,2.11,1.68,1.15,1.55,2.12,2.29,3.30,4.79,5.67,8.32,9.43,8.38,13.31,11.39,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-19.67,-2.99,-,-,-,-,-,-75.26,-,-,-,-79.15,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-16.06,-3.39,-,-,-,-,-,63.31,-,318.05,-,2096.93,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,2.46,2.07,1.71,1.13,1.04,1.25,1.22,1.71,2.41,3.29,5.01,6.42,6.18,10.90,9.80,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,-,-,-,-22.87,-,-,46.62,68.87,-,-,45.02,59.00,52.07,94.80,79.57,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-14.92,-,-,134.21,203.73,-,-,53.02,71.89,62.27,115.23,94.63,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-34.58,-5.88,-,-,-,-,-,-75.07,-,-,-,-78.04,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,1.53,1.53,1.53,1.30,1.43,1.16,0.95,0.92,0.85,0.75,0.48,0.48,0.42,0.44,0.29,0.34,0.50,0.37,-,-,0.30,Upgrade
16,Debt / EBITDA Ratio,-,-,-,7.56,-,-,3.78,8.00,-,13.71,1.89,2.38,2.10,2.94,1.84,2.00,2.10,2.07,-,-,5.20,Upgrade
17,Debt / FCF Ratio,-,-,-19.99,-3.73,-,-,-,-,-,-10.63,-,-,-,-2.68,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,-,0.20,0.45,0.30,0.30,0.57,0.58,0.53,0.59,0.63,0.56,0.55,0.52,0.51,0.49,0.58,-,-,-,-,Upgrade,
19,Inventory Turnover,-,-,0.63,1.06,0.80,0.97,1.26,1.30,1.17,1.28,1.15,1.15,1.16,1.06,1.16,0.99,1.22,-,-,-,-,Upgrade
20,Quick Ratio,-,-,0.64,0.65,0.62,0.66,0.68,0.67,0.67,0.70,0.63,0.67,0.71,0.76,0.83,0.91,0.66,0.70,-,-,-,Upgrade
21,Current Ratio,-,-,1.13,1.21,1.22,1.25,1.24,1.28,1.32,1.34,1.29,1.26,1.28,1.30,1.43,1.41,1.15,1.17,-,-,-,Upgrade
22,Return on Equity (ROE),-97.61%,-65.32%,2.44%,-32.36%,-32.24%,7.26%,5.52%,-10.37%,0.97%,19.98%,16.70%,15.48%,11.28%,12.05%,14.41%,16.78%,-,-,-,-,Upgrade,
23,Return on Assets (ROA),-,-6.72%,1.10%,-4.72%,-7.49%,3.38%,0.25%,-1.65%,-1.11%,4.47%,2.65%,3.95%,1.97%,3.39%,3.52%,3.76%,-,-,-,-,Upgrade,
24,Return on Capital (ROIC),-35.73%,-12.19%,1.99%,-8.86%,-14.85%,7.07%,0.52%,-3.42%,-2.39%,10.03%,5.71%,7.93%,3.77%,6.42%,7.25%,8.86%,-,-,-,-,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-7.56%,-,-,1.10%,0.96%,-,-,10.88%,9.87%,10.64%,9.74%,10.45%,13.07%,16.52%,13.52%,-,-,-,Upgrade
26,Earnings Yield,-20.75%,-26.71%,-24.22%,-13.92%,-9.80%,-3.99%,0.40%,1.13%,1.27%,2.09%,1.85%,1.45%,1.50%,0.82%,0.96%,-,-,-,-,-,-,Upgrade
27,FCF Yield,-,-5.08%,-33.49%,-34.08%,-32.62%,-20.13%,-11.90%,-6.69%,-1.33%,-1.81%,-1.76%,-3.02%,-1.26%,-2.21%,-,-,-,-,-,-,Upgrade,
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,0.26%,-,-,-,0.20%,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,205.75%,-,-,25.01%,120.39%,-,233.58%,8.73%,32.97%,7.62%,59.02%,14.05%,3.69%,14.97%,10.58%,4.57%,733.06%,39.94%,Upgrade
30,Buyback Yield / Dilution,-18.75%,-65.27%,-25.32%,-3.75%,0.31%,42.43%,-3.77%,2.02%,0.34%,1.31%,-0.65%,-30.61%,-33.55%,-33.50%,-36.16%,0.73%,-7.56%,-,-,-,-,Upgrade
31,Total Shareholder Return,-18.75%,-65.27%,-25.32%,-3.75%,0.31%,42.43%,-3.77%,2.02%,0.34%,1.57%,-0.65%,-30.61%,-33.55%,-33.30%,-36.16%,0.73%,-7.56%,-,-,-,-,Upgrade
