,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2816,2853,2718,3185,3447,3493,3632,3074,3132,2852,2906,3399,3921,3782,3674,2788,2854,2859,2720,2869,3231,Upgrade
1,Market Cap Growth,-18.31%,-18.31%,-25.17%,3.60%,10.08%,22.45%,24.96%,-9.54%,-20.13%,-24.58%,-20.88%,21.89%,37.38%,32.26%,35.08%,-2.82%,-11.65%,-8.86%,-22.47%,-19.70%,3.75%,Upgrade
2,Enterprise Value,2042,2038,1855,2273,2545,2665,2718,2243,2300,2082,2171,2775,3297,3166,2801,2041,2107,2221,2028,2287,2648,Upgrade
3,Last Close Price,6.87,6.96,6.63,7.37,7.98,8.08,8.41,6.71,6.83,6.59,6.72,7.85,9.06,8.74,8.49,5.84,5.97,5.98,5.69,5.69,6.41,Upgrade
4,PE Ratio,30.53,-,19.54,18.36,-,19.08,21.88,20.16,-,15.97,14.56,13.48,14.20,12.60,11.15,9.18,13.54,21.02,29.00,33.77,-,Upgrade
5,Forward PE,-,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,Upgrade
6,PS Ratio,0.97,0.97,0.91,1.08,1.18,1.26,1.35,1.21,1.28,1.10,1.12,1.25,1.43,1.39,1.35,1.06,1.20,1.21,1.16,1.22,1.25,Upgrade
7,PB Ratio,1.43,1.36,1.29,1.42,1.61,1.61,1.70,1.35,1.45,1.30,1.35,1.62,1.97,1.91,1.88,1.27,1.38,1.42,1.40,1.46,1.68,Upgrade
8,P/TBV Ratio,1.51,1.51,1.43,1.58,1.79,1.79,1.89,1.50,1.61,1.45,1.50,1.81,2.19,2.14,2.13,1.40,1.52,1.55,1.54,1.61,1.85,Upgrade
9,P/FCF Ratio,15.49,-,9.39,-,9.02,9.82,11.40,13.78,11.91,9.96,10.96,8.25,9.66,9.08,7.41,6.68,8.10,7.28,7.79,9.99,15.78,Upgrade
10,P/OCF Ratio,13.73,-,8.52,9.86,8.29,8.36,9.69,10.80,9.61,8.92,9.61,7.78,9.24,8.34,6.81,6.04,7.06,6.61,6.97,8.41,12.18,Upgrade
11,EV/Sales Ratio,0.69,0.69,0.62,0.77,0.87,0.96,1.01,0.88,0.94,0.80,0.83,1.02,1.21,1.17,1.03,0.78,0.89,0.94,0.86,0.97,1.02,Upgrade
