,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,255.81,228.12,234.59,285.69,291.66,285.86,268.66,288.81,352.84,293.1,386.3,423.04,418.99,452.79,389.71,406.23,401.63,388.99,278.74,367.88,Upgrade
1,Other Revenue,-2.45,2.45,-,6.5,-2.93,2.93,-,5.54,-7.5,7.5,-,6.16,-2.9,2.9,-,6,-2.49,2.49,-,5.8,Upgrade
2,Revenue,253.36,230.57,234.59,292.19,288.72,288.8,268.66,294.35,345.34,300.59,386.3,429.19,416.09,455.69,389.71,412.23,399.13,391.48,278.74,373.68,Upgrade
3,Revenue Growth (YoY),-12.25%,-20.16%,-12.68%,-0.73%,-16.39%,-3.93%,-30.45%,-31.42%,-17.00%,-34.03%,-0.87%,4.12%,4.25%,16.40%,39.81%,10.32%,17.74%,23.25%,-6.31%,-0.67%,Upgrade
4,Cost of Revenue,188.5,198.76,193.14,226.84,208.06,232.1,195.7,339.24,207.21,219.67,233.43,288.79,265.28,328.66,275.73,231.4,242.97,233.61,210.59,232.68,Upgrade
5,Gross Profit,64.86,31.81,41.46,65.34,80.67,56.7,72.96,-44.89,138.13,80.92,152.87,140.4,150.81,127.03,113.98,180.83,156.17,157.87,68.16,141,Upgrade
6,"Selling, General & Admin",37.61,48.56,50.2,80.29,60.73,45.56,70.19,39.85,84.1,96.25,86.03,93.57,92.9,72.23,72.53,68.16,73.7,74.45,62.97,88.54,Upgrade
7,Research & Development,13.11,15.27,16.9,18.62,21.53,16.37,20.95,12,22.81,29.07,28.4,33.67,32.46,33.72,24.81,26.08,23.95,12.83,8.82,-26.59,Upgrade
8,Other Operating Expenses,0.94,2.17,0.54,2.57,-0.7,0.83,-1.63,7.32,-0.94,1.66,-0.56,12.14,-5.78,-0.39,-0.28,7.37,-1.17,0.09,-1.15,7.76,Upgrade
9,Operating Expenses,53.71,78.97,67.37,104.78,79.42,65.82,89.96,72.61,103.42,126.45,120.11,145.91,115.24,106.09,99.68,102.12,91.86,94.26,73.16,79.53,Upgrade
10,Operating Income,11.15,-47.15,-25.92,-39.44,1.24,-9.12,-17,-117.5,34.71,-45.53,32.76,-5.51,35.57,20.94,14.3,78.7,64.31,63.61,-5.01,61.47,Upgrade
11,Interest Expense,-0.77,-1.08,-1.06,-33.89,-0.91,-0.77,-2.61,-41.18,-4.66,-9.01,-11.63,-40.81,-12.19,-13.33,-12.41,-13.32,-12.92,-13.66,-12.27,-18.34,Upgrade
12,Interest & Investment Income,7.3,3.16,4.01,-,4.78,6.54,10.35,37.07,8.78,1356,0.7,7.26,1.32,0.99,5.14,81.61,7.69,6.74,1.78,-,Upgrade
13,Currency Exchange Gain (Loss),-7.71,7.71,-,3.52,-8.46,8.46,-,44.05,-14.4,14.4,-,-6.12,2.19,-2.19,-,-8.59,-3.85,3.85,-,1.91,Upgrade
14,Other Non Operating Income (Expenses),-0.42,-8.47,-3.47,10.15,1.64,6.98,-20.92,-41.46,51.65,-5,-8.69,25.84,-12.51,-3.26,-8.96,-1.88,-0.75,-0.71,0.18,-3.82,Upgrade
15,EBT Excluding Unusual Items,9.55,-45.83,-26.44,-59.66,-1.71,12.09,-30.19,-119.03,76.08,1311,13.14,-19.33,14.39,3.15,-1.92,136.53,54.47,59.83,-15.31,41.22,Upgrade
16,Impairment of Goodwill,-,-,-,-694.83,-,-,-,-232.4,-,-,-,-367.6,-,-,-,-42,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,0,-,-,-0.56,-0.12,-0.25,-,-,-,-,-0.04,0.06,-,-,-,-,-,-,-,-6.64,Upgrade
18,Gain (Loss) on Sale of Assets,3.57,0.05,-,1.55,-1.53,-0.01,-,0.17,-0.12,-0.18,-0.03,-0.01,-,-0.01,-,-0.03,-,-,0,0.05,Upgrade
19,Asset Writedown,-13.29,1.6,-1.94,-147.48,-2.84,1.52,-1.52,-310.97,-1.62,1.32,-1.62,-2.63,-2.44,1.19,-1.79,2.46,-3.04,1.49,-1.49,3.9,Upgrade
20,Other Unusual Items,3.19,1.56,0.94,4.46,-,-,-,8.85,-,-,-,15.91,-,-,-,0.6,-,-,-,17.19,Upgrade
21,Pretax Income,3.02,-42.62,-27.44,-896.52,-6.2,13.35,-31.71,-653.38,74.34,1312,11.45,-373.61,11.95,4.33,-3.71,97.55,51.44,61.32,-16.8,55.73,Upgrade
22,Income Tax Expense,1.82,-5.14,-1.94,-29.74,3.42,6.6,-3.11,-8.53,7.65,365.19,2.04,43.19,2.25,0.93,-5.3,26.36,9.06,6.6,-2.55,-0.59,Upgrade
23,Earnings From Continuing Operations,1.2,-37.48,-25.5,-866.78,-9.62,6.75,-28.6,-644.85,66.69,947.12,9.42,-416.79,9.7,3.4,1.59,71.19,42.37,54.72,-14.25,56.32,Upgrade
