,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Cash & Equivalents,345.44,334.7,270.78,200.8,253.09,151.24,303.93,245.92,337.55,31.12
1,Short-Term Investments,6.05,-,7.2,-,3.79,-,12.63,-,29.25,-
2,Trading Asset Securities,-,-,-,-,-,8.26,-,-,-,-
3,Cash & Short-Term Investments,351.49,334.7,277.98,200.8,256.88,159.5,316.56,245.92,366.81,31.12
4,Cash Growth,26.44%,66.68%,8.21%,25.89%,-18.85%,-35.14%,-13.70%,690.11%,157.34%,-
5,Accounts Receivable,0.57,-,-,-,-,-,-,-,-,-
6,Other Receivables,5.67,-,2.86,-,18.07,-,0.21,-,0.06,-
7,Receivables,6.24,-,2.86,-,18.07,-,0.21,-,0.06,-
8,Other Current Assets,6.06,39.11,11.61,20.34,8.45,18.28,5.05,14.08,5.58,10.27
9,Total Current Assets,363.79,373.8,292.44,221.14,283.4,177.78,321.82,259.99,372.45,41.39
10,"Property, Plant & Equipment",2138,1850,1841,1808,1744,1723,1590,1563,1467,1431
11,Long-Term Investments,2.67,3.37,3.38,-,-,-,-,-,-,-
12,Other Intangible Assets,3.11,3.69,3.29,3.14,3.04,3.24,2.6,3.26,3.04,3.06
13,Other Long-Term Assets,35.46,66.54,55.34,49.83,34.96,38.62,83.35,83.03,28.28,19.54
14,Total Assets,2544,2297,2196,2082,2065,1943,1998,1909,1871,1495
15,Accrued Expenses,16.05,15.08,13.18,11.64,10.23,7.99,8.99,6.07,8.49,6.2
16,Short-Term Debt,102.2,-,105.45,-,-,-,-,-,-,-
17,Current Portion of Long-Term Debt,65.72,199.68,19.32,63.76,47.33,47.58,74.01,86.75,56.64,44.62
18,Current Portion of Leases,284.69,309.92,235.58,185.47,179.67,180.89,123.76,87.05,38.72,49.89
19,Current Income Taxes Payable,0.16,0.03,0,-,0.03,0.02,0.02,0.02,0.02,0
20,Current Unearned Revenue,321.95,128.44,292.33,133.78,220.35,106.87,169.63,98.74,102.13,73.86
21,Other Current Liabilities,49.5,74.98,51.76,48.04,64.62,62.63,72.36,97.78,59.64,59.5
22,Total Current Liabilities,840.27,728.13,717.62,442.68,522.23,405.98,448.77,376.4,265.64,234.07
23,Long-Term Debt,463.45,292.95,405.02,540.77,498.12,492.94,493.64,487.57,532.95,574.77
24,Long-Term Leases,302.53,331.38,161.47,138.67,130.44,156.66,186.14,200.09,192.51,112.24
25,Long-Term Unearned Revenue,9.28,2.58,2.81,2.97,1.81,1.93,2.05,2.18,-,-
26,Long-Term Deferred Tax Liabilities,0.12,-,-,-,-,-,-,-,-,-
27,Other Long-Term Liabilities,-,-,-,-,-,-,18.4,18.4,79.45,76.26
28,Total Liabilities,1616,1355,1287,1125,1153,1058,1149,1085,1071,997.34
29,Common Stock,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,46.29,-
30,Additional Paid-In Capital,221.78,221.78,221.78,286.01,286.01,286.01,286.01,286.01,286.01,-
31,Retained Earnings,656.52,665.13,636.56,620.02,578.96,559.28,522.93,501.45,470.92,457.59
32,Comprehensive Income & Other,3.32,8.77,4.3,4.84,1.5,-5.95,-6.55,-9.15,-2.65,40
33,Total Common Equity,927.92,941.97,908.94,957.16,912.75,885.63,848.68,824.6,800.57,497.59
34,Minority Interest,-0.02,-0.02,-0.02,-,-,-,-,-,-,-
35,Shareholders' Equity,927.9,941.95,908.92,957.16,912.75,885.63,848.68,824.6,800.57,497.59
36,Total Liabilities & Equity,2544,2297,2196,2082,2065,1943,1998,1909,1871,1495
37,Total Debt,1219,1134,926.84,928.67,855.57,878.07,877.55,861.46,820.82,781.52
38,Net Cash (Debt),-867.1,-799.23,-648.86,-727.87,-598.69,-718.57,-560.98,-615.55,-454.01,-750.4
39,Net Cash Per Share,-1.30,-1.20,-0.97,-1.09,-0.90,-1.08,-0.84,-0.92,-0.87,-1.50
40,Filing Date Shares Outstanding,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,-
41,Total Common Shares Outstanding,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,666.67,-
42,Working Capital,-476.47,-354.33,-425.18,-221.54,-238.83,-228.2,-126.95,-116.41,106.8,-192.68
43,Book Value Per Share,1.39,1.41,1.36,1.44,1.37,1.33,1.27,1.24,1.20,-
44,Tangible Book Value,924.8,938.29,905.65,954.02,909.72,882.39,846.08,821.35,797.53,494.53
45,Tangible Book Value Per Share,1.39,1.41,1.36,1.43,1.36,1.32,1.27,1.23,1.20,-
46,Buildings,1914,-,1811,-,1345,-,1225,-,1032,1031
47,Machinery,170.76,-,156.63,-,140.02,-,126.04,-,99.65,94.37
48,Construction In Progress,158.72,-,91.73,-,431.71,-,425.76,-,486.83,443.8
