,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,777.52,597.5,548.54,590.33,577.2,584.68,496.78,503.69,589.72,695.83,531.71,502.84,628.67,478.92,413.64,413.48,436.21,342.54,371.77,448.97,Upgrade
1,Other Revenue,-22.61,22.61,-,32.36,-26.2,26.2,-,32.62,-26.58,26.58,-,27.61,-18.33,18.33,-,18.46,-13.82,13.82,-,19.51,Upgrade
2,Revenue,754.91,620.11,548.54,622.69,551,610.88,496.78,536.31,563.15,722.41,531.71,530.45,610.34,497.25,413.64,431.94,422.39,356.36,371.77,468.48,Upgrade
3,Revenue Growth (YoY),37.01%,1.51%,10.42%,16.11%,-2.16%,-15.44%,-6.57%,1.11%,-7.73%,45.28%,28.54%,22.81%,44.50%,39.54%,11.26%,-7.80%,-12.90%,-15.91%,-7.79%,8.16%,Upgrade
4,Cost of Revenue,539.62,443.61,387.59,465.99,393.31,448.17,385.58,444.48,408.74,523.57,382.56,404.15,441.92,354.47,303.63,354.79,344.02,293.16,280.81,335.96,Upgrade
5,Gross Profit,215.29,176.5,160.95,156.7,157.69,162.71,111.2,91.83,154.41,198.85,149.15,126.3,168.42,142.78,110.02,77.14,78.37,63.2,90.95,132.51,Upgrade
6,"Selling, General & Admin",71.83,67.39,60.61,71.31,61.65,56.17,65.09,62.4,64.51,65.39,56.2,103.38,59.82,48.32,44.39,79.38,42.01,47.09,36.18,83.54,Upgrade
7,Research & Development,11.52,11.39,10.89,13.32,11.7,13.27,12.19,16.98,15.18,18.01,14.71,16.8,15.67,14.01,12.34,13.29,11.8,9.28,11.62,12.95,Upgrade
8,Other Operating Expenses,2.75,1.19,-4.7,-3.65,1.24,-2.96,-5.32,27.09,1.56,-3.76,-17.1,8.67,0.66,1.02,-1.43,27.13,-0.46,-4.14,-12.85,40.03,Upgrade
9,Operating Expenses,90.44,85.4,63.19,85.18,71.8,70.92,69.37,109.8,71,90.46,50.23,127.38,78.9,69.65,54.52,122.9,49.9,57.84,29.93,139.27,Upgrade
10,Operating Income,124.85,91.1,97.75,71.52,85.9,91.79,41.82,-17.97,83.41,108.38,98.92,-1.09,89.52,73.13,55.5,-45.76,28.46,5.36,61.02,-6.75,Upgrade
