,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3531,3926,3648,3986,3538,3228,3117,3173,3085,3500,4574,4482,4572,3949,3415,3631,3339,3666,3461,3433,4316,Upgrade
1,Market Cap Growth,21.64%,21.64%,17.04%,25.61%,14.71%,-7.78%,-31.87%,-29.20%,-32.53%,-11.37%,33.97%,23.46%,36.91%,7.73%,-1.33%,5.76%,-22.63%,10.27%,-3.90%,-20.26%,-4.46%,Upgrade
2,Enterprise Value,4213,4533,4036,4430,3870,3714,3528,3643,3573,4065,5099,5024,5113,4439,3700,3710,3419,3848,3493,3489,4310,Upgrade
3,Last Close Price,9.84,10.71,9.73,10.33,9.26,8.23,7.69,7.45,7.30,8.28,10.83,10.11,10.32,8.80,7.61,7.64,7.02,7.99,7.55,7.19,9.04,Upgrade
4,PE Ratio,10.67,11.79,11.68,12.70,13.08,16.67,15.80,14.56,-,13.74,18.50,22.15,-,-9.75,-7.19,-6.78,-,35.24,18.76,13.24,15.79,Upgrade
5,Forward PE,11.03,12.22,11.35,12.86,12.92,12.31,11.32,12.37,8.55,10.05,14.40,15.92,16.55,15.17,13.90,14.90,17.06,16.58,13.01,11.40,14.48,Upgrade
6,PS Ratio,1.40,1.54,1.56,1.71,1.55,1.47,1.41,1.37,1.31,1.49,1.91,2.07,2.23,2.02,1.93,2.24,2.11,2.26,2.06,1.96,2.42,Upgrade
7,PB Ratio,1.44,1.60,1.50,1.62,1.45,1.31,1.28,1.27,1.24,1.38,1.89,1.92,1.98,1.71,1.51,1.59,1.40,1.22,1.17,1.11,1.42,Upgrade
8,P/TBV Ratio,1.85,1.85,1.74,1.87,1.69,1.53,1.50,1.48,1.45,1.61,2.22,2.26,2.35,2.02,1.79,1.89,1.65,1.74,1.67,1.55,2.00,Upgrade
9,P/FCF Ratio,-,-93.44,-,11.41,-,7.33,9.38,20.64,49.25,27.82,-,-,-105.28,-,-,-,22.54,179.61,-484.23,146.41,-,Upgrade
10,P/OCF Ratio,21.76,21.76,-,8.82,-,6.26,8.10,9.80,9.94,7.83,11.14,14.33,16.89,41.71,-,16.66,12.87,13.84,9.33,8.48,12.30,Upgrade
11,EV/Sales Ratio,1.65,1.78,1.72,1.90,1.70,1.69,1.60,1.57,1.52,1.73,2.13,2.32,2.49,2.27,2.10,2.28,2.16,2.38,2.08,1.99,2.42,Upgrade
12,EV/EBITDA Ratio,7.66,8.08,7.76,8.50,8.35,9.99,9.71,9.66,8.34,9.26,11.48,12.42,14.19,14.11,14.87,20.93,-,18.11,12.54,9.93,11.87,Upgrade
13,EV/EBIT Ratio,11.49,11.77,11.66,12.77,13.30,18.43,17.72,16.89,-,14.04,17.24,19.29,-,25.75,33.23,85.18,-,43.68,22.17,15.00,-,Upgrade
