,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+10 Quarters
0,Market Capitalization,5454,4031,3142,2785,2970,4028,5904,5550,6810,6962,8786,9240,7966,7012,5508,7102,6466,7270,7176,6283,4426,Upgrade
1,Market Cap Growth,0.06%,0.06%,-46.79%,-49.82%,-56.39%,-42.14%,-32.81%,-39.94%,-14.51%,-0.70%,59.52%,30.11%,23.20%,-3.55%,-23.24%,13.03%,46.10%,48.48%,-,-,-,Upgrade
2,Enterprise Value,5205,3781,3014,2826,2885,3944,5061,5422,5563,6279,8329,8864,7509,6390,4926,6355,5656,5819,5829,4972,4308,Upgrade
3,Last Close Price,45.45,33.59,26.18,23.21,24.49,33.21,48.68,45.76,54.41,55.63,70.20,73.82,62.43,54.95,43.17,55.66,49.87,56.07,55.35,48.46,33.46,Upgrade
4,PE Ratio,34.69,25.59,-,99.22,81.51,-,33.81,16.40,16.11,15.41,15.29,18.35,20.56,20.34,22.12,35.19,24.47,30.01,30.48,23.88,21.03,Upgrade
5,Forward PE,18.61,17.31,18.97,15.11,6.22,9.49,11.55,9.71,10.27,10.97,15.15,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.51,1.12,0.97,0.96,1.07,1.43,1.81,1.42,1.60,1.60,1.86,2.19,2.18,2.27,2.32,3.78,3.81,4.55,4.86,4.10,3.40,Upgrade
7,PB Ratio,2.00,1.47,1.15,1.01,1.10,1.50,2.15,2.02,2.39,2.50,3.18,3.56,3.10,2.84,2.37,3.18,2.83,3.27,3.30,2.95,2.10,Upgrade
8,P/TBV Ratio,1.53,1.53,1.19,1.05,1.14,1.56,2.23,2.10,2.47,2.60,3.24,3.63,3.16,2.90,2.42,3.26,2.90,3.35,3.38,3.02,2.15,Upgrade
