,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,377518,199679,146639,187199,212159,124799,140399,155999,143519,137279,193439,159119,287038,296398,240239,209039,193439,162239,180959,212159,199679,Upgrade
1,Market Cap Growth,60.00%,60.00%,4.44%,20.00%,47.83%,-9.09%,-27.42%,-1.96%,-50.00%,-53.68%,-19.48%,-23.88%,48.39%,82.69%,32.76%,-1.47%,-3.13%,-45.26%,-28.40%,-21.84%,-29.67%,Upgrade
2,Enterprise Value,713327,565985,532609,664132,668892,690955,772811,884800,811194,704293,421591,558235,435042,516625,525621,489584,544412,560900,553590,599003,762808,Upgrade
3,Last Close Price,12100.00,6400.00,4700.00,5875.00,6658.33,3916.67,4406.25,4602.08,4233.92,4049.83,5706.58,4694.13,8467.83,8743.96,7087.21,6166.79,5706.58,4786.17,5052.43,5923.54,5575.10,Upgrade
4,PE Ratio,-,-28.57,-,-,-,23.57,-18.64,-42.57,23.45,-,9.13,9.06,33.92,42.14,-951.32,-303.12,256.21,-,-147.69,51.16,24.82,Upgrade
5,PS Ratio,0.28,0.15,0.10,0.11,0.09,0.04,0.04,0.04,0.03,0.03,0.05,0.05,0.12,0.15,0.15,0.14,0.13,0.11,0.12,0.13,0.11,Upgrade
6,PB Ratio,0.95,0.50,0.37,0.47,0.52,0.30,0.34,0.38,0.34,0.32,0.45,0.38,0.69,0.72,0.59,0.52,0.48,0.40,0.44,0.52,0.48,Upgrade
7,P/TBV Ratio,0.50,0.50,0.37,0.47,0.52,0.30,0.34,0.38,0.34,0.32,0.46,0.38,0.69,0.72,0.59,0.52,0.48,0.40,0.44,0.52,0.48,Upgrade
8,P/FCF Ratio,1.61,1.61,0.70,0.73,-,0.57,-4.14,-0.39,-,-,-,2.95,-,1.38,1.35,2.16,1.82,0.76,-,0.40,0.35,Upgrade
9,P/OCF Ratio,1.61,1.61,0.70,0.73,-,0.57,-4.13,-0.39,-,-,-,2.94,-,1.38,1.35,2.16,1.82,0.76,-,0.38,0.33,Upgrade
10,EV/Sales Ratio,0.52,0.42,0.36,0.39,0.30,0.24,0.22,0.20,0.18,0.16,0.10,0.18,0.18,0.26,0.33,0.32,0.36,0.37,0.37,0.36,0.41,Upgrade
11,EV/EBITDA Ratio,31.74,25.19,19.59,17.78,11.13,9.63,10.97,12.69,13.32,13.08,7.28,10.99,10.12,12.36,14.45,12.23,12.37,12.15,12.87,11.03,11.16,Upgrade
12,EV/EBIT Ratio,62.45,49.55,33.27,-,13.76,11.49,13.15,15.26,16.50,16.73,9.14,14.36,14.05,17.41,21.67,17.56,17.10,16.52,17.87,14.13,13.50,Upgrade
13,EV/FCF Ratio,4.57,4.57,2.55,2.60,-,3.14,-22.81,-2.19,-,-,-,10.34,-,2.40,2.95,5.06,5.12,2.64,-,1.13,1.33,Upgrade
14,Debt / Equity Ratio,0.86,0.86,0.94,1.11,1.19,1.21,1.44,1.61,1.77,1.59,1.48,0.70,0.97,0.60,0.61,0.72,0.70,0.89,1.02,1.01,1.05,Upgrade
