,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,367335,345506,369953,277730,493574,582461,885188,887896,1109092,1445043,1146043,749592,780583,455849,425470,356265,370102,358534,434746,337825,Upgrade
1,Revenue Growth (YoY),-25.58%,-40.68%,-58.21%,-68.72%,-55.50%,-59.69%,-22.76%,18.45%,42.09%,217.00%,169.36%,110.40%,110.91%,27.14%,-2.13%,5.46%,3.56%,-30.54%,-33.70%,-47.25%,Upgrade
2,Cost of Revenue,340830,309750,345654,251259,455724,528927,780366,804215,1008656,1325785,1022631,677543,697292,410405,383290,319040,327743,323785,390605,300460,Upgrade
3,Gross Profit,26505,35756,24299,26471,37850,53534,104822,83680,100436,119258,123412,72048,83291,45444,42179,37225,42359,34749,44140,37365,Upgrade
4,"Selling, General & Admin",20093,33606,24706,23204,26854,41367,82639,68898,90800,107878,110046,64331,69634,41305,36737,30788,34126,26973,34756,28812,Upgrade
5,Operating Expenses,20093,33606,24706,23204,26854,41367,82639,68898,90800,107878,110046,64331,69634,41305,36737,30788,34126,26973,34756,28812,Upgrade
6,Operating Income,6412,2150,-406.93,3267,10996,12167,22184,14782,9635,11380,13366,7718,13657,4139,5442,6436,8233,7775,9384,8552,Upgrade
7,Interest Expense,-3803,-4464,-5378,-5685,-7007,-9446,-16431,-14476,-10516,-6191,-5510,-4992,-3669,-3472,-3936,-4622,-8339,-6310,-7395,-7285,Upgrade
8,Interest & Investment Income,6.02,4.86,1821,7.27,10.94,13.84,14.15,12.43,19.6,10.27,5.73,6.04,-,2.25,2.38,2.42,-,4.8,18.96,12.98,Upgrade
9,Other Non Operating Income (Expenses),173.83,-51.92,301.54,-78.42,184.73,287.26,-204.13,30,-2836,1780,5399,1420,1120,1403,1005,164.86,1887,-247.89,1881,-44.84,Upgrade
10,EBT Excluding Unusual Items,2789,-2361,-3662,-2489,4185,3022,5562,348.47,-3697,6980,13260,4152,11108,2073,2514,1982,1781,1222,3889,1236,Upgrade
11,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,5623,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Unusual Items,-,-,-292.21,292.21,-,-,-161.67,161.67,-,-,-,627.74,-13.84,-,-,540.26,-,304.05,-343.07,343.07,Upgrade
13,Pretax Income,2789,-2361,-3955,-2197,4185,3022,5401,510.14,1926,6980,13260,4780,11094,2073,2514,2522,1781,1526,3546,1579,Upgrade
14,Income Tax Expense,768.53,125.89,28.71,342.88,1413,1594,4713,102.03,1815,1686,2787,1334,2113,414.53,1137,504.47,5063,305.25,724.37,315.72,Upgrade
15,Net Income,2020,-2487,-3983,-2540,2772,1427,688.01,408.11,110.87,5293,10474,3446,8981,1658,1377,2018,-3282,1221,2822,1263,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,10165,-,-,-,7000,-,-,-,2024,-,-,-,Upgrade
17,Net Income to Common,2020,-2487,-3983,-2540,2772,1427,688.01,408.11,-10054,5293,10474,3446,1981,1658,1377,2018,-5306,1221,2822,1263,Upgrade
18,Net Income Growth,-27.14%,-,-,-,2400.72%,-73.04%,-93.43%,-88.16%,-98.77%,219.25%,660.40%,70.80%,-,35.80%,-51.19%,59.78%,-,-81.48%,-58.01%,-66.39%,Upgrade
19,Shares Outstanding (Basic),31,31,31,31,31,31,31,31,28,31,31,31,31,31,31,31,31,31,31,32,Upgrade
20,Shares Outstanding (Diluted),31,31,31,31,31,31,31,31,28,31,31,31,31,31,31,31,31,31,31,32,Upgrade
21,Shares Change (YoY),-0.23%,0.18%,0.37%,-0.12%,12.39%,-0.35%,-0.53%,0.20%,-11.12%,-0.47%,-0.42%,0.92%,0.06%,-0.07%,-0.16%,-1.67%,-0.02%,0.20%,0.30%,0.84%,Upgrade
22,EPS (Basic),65.00,-80.00,-128.00,-81.00,89.00,46.00,22.19,13.00,-362.75,170.00,336.00,110.00,63.52,53.00,44.00,65.00,-170.24,39.00,90.00,40.00,Upgrade
