,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,294.39,459.5,326.61,-,343.61,-,332.84,-,303.04,468.78,Upgrade
1,Revenue Growth (YoY),-9.87%,-,-4.95%,-,3.24%,-,9.83%,-,-18.66%,29.54%,Upgrade
2,Cost of Revenue,161.61,253.23,187.01,-,227.56,-,234.86,-,208.26,313.31,Upgrade
3,Gross Profit,132.78,206.27,139.6,-,116.05,-,97.98,-,94.78,155.47,Upgrade
4,"Selling, General & Admin",144.88,210.32,142.55,-,110.22,-,108.22,-,147.73,184.6,Upgrade
5,Operating Expenses,145.14,211.43,142.98,-,107.57,-,110.72,-,148.57,184.66,Upgrade
6,Operating Income,-12.35,-5.16,-3.38,-,8.48,-,-12.74,-,-53.79,-29.19,Upgrade
7,Interest Expense,-0.63,-0.75,-0.72,-,-0.86,-,-2.66,-,-13.53,-15.37,Upgrade
8,Interest & Investment Income,17.88,19.87,11.21,-,12.83,-,2.58,-,3.63,6.78,Upgrade
9,Currency Exchange Gain (Loss),0.81,-8.63,12.5,-,13.42,-,-2.59,-,2.79,5.47,Upgrade
10,Other Non Operating Income (Expenses),7.42,13.38,6.96,-,3.71,-,3.88,-,2.86,8.39,Upgrade
11,EBT Excluding Unusual Items,13.13,18.71,26.57,-,37.57,-,-11.53,-,-58.04,-23.91,Upgrade
12,Impairment of Goodwill,-,-,-,-,-,-,-,-,-21.74,-,Upgrade
13,Gain (Loss) on Sale of Investments,0.48,2.53,0.19,-,0.93,-,0.77,-,-1.23,-43.34,Upgrade
14,Gain (Loss) on Sale of Assets,0.14,0.24,-0.36,-,-,-,-0.71,-,9.66,0.16,Upgrade
15,Asset Writedown,-1.98,-1.38,-0.11,-,-0.5,-,-1.54,-,-27.54,60.02,Upgrade
16,Other Unusual Items,3.02,-2.07,-2.93,-,-,-,-,-,0.79,0.02,Upgrade
17,Pretax Income,14.79,18.02,23.36,-,38,-,-13.01,-,-98.1,-7.04,Upgrade
18,Income Tax Expense,3.03,5.95,7.76,-,5.12,-,7.68,-,-5.25,26.81,Upgrade
19,Earnings From Continuing Operations,11.76,12.07,15.6,-,32.88,-,-20.69,-,-92.86,-33.86,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-14.55,-,-148.7,-,-,-,Upgrade
21,Net Income to Company,11.76,12.07,15.6,-,18.33,-,-169.39,-,-92.86,-33.86,Upgrade
22,Minority Interest in Earnings,-0.15,-0.43,-0.42,-,-0.48,-,-0.37,-,-0.08,-0.86,Upgrade
23,Net Income,11.61,11.64,15.18,-,17.85,-,-169.76,-,-92.93,-34.72,Upgrade
24,Net Income to Common,11.61,11.64,15.18,-,17.85,-,-169.76,-,-92.93,-34.72,Upgrade
25,Net Income Growth,-23.52%,-,-14.96%,-,-,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),2094,2094,2094,-,2094,-,2094,-,2094,2094,Upgrade
27,Shares Outstanding (Diluted),2094,2094,2094,-,2094,-,2094,-,2094,2094,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,-,-,-0.00%,0.14%,Upgrade
29,EPS (Basic),0.01,0.01,0.01,-,0.01,-,-0.08,-,-0.04,-0.02,Upgrade
30,EPS (Diluted),0.01,0.01,0.01,-,0.01,-,-0.08,-,-0.04,-0.02,Upgrade
31,EPS Growth,-23.52%,-,-14.96%,-,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,5.72,92.65,8.81,-,-55.93,-,270.24,-,70.07,99.61,Upgrade
33,Free Cash Flow Per Share,0.00,0.04,0.00,-,-0.03,-,0.13,-,0.03,0.05,Upgrade
34,Operating Margin,-4.20%,-1.12%,-1.03%,-,2.47%,-,-3.83%,-,-17.75%,-6.23%,Upgrade
35,Profit Margin,3.94%,2.53%,4.65%,-,5.20%,-,-51.00%,-,-30.67%,-7.41%,Upgrade
36,Free Cash Flow Margin,1.94%,20.16%,2.70%,-,-16.28%,-,81.19%,-,23.12%,21.25%,Upgrade
37,EBITDA,-7.54,-0.67,3.01,-,14.54,-,-4.13,-,-44.13,-23.69,Upgrade
38,D&A For EBITDA,4.82,4.49,6.38,5.16,6.06,8.86,8.61,4.98,9.66,5.5,Upgrade
39,EBIT,-12.35,-5.16,-3.38,-,8.48,-,-12.74,-,-53.79,-29.19,Upgrade
