,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,796,859,880,890,922,984,1005,1005,1089,1089,1236,Upgrade
1,Market Cap Growth,-3.53%,-3.53%,-4.55%,-9.57%,-8.33%,-2.08%,-7.69%,-7.69%,-11.86%,-14.76%,-9.23%,Upgrade
2,Enterprise Value,279,350,497,50,241,216,287,911,1179,1198,1468,Upgrade
3,Last Close Price,0.38,0.41,0.42,0.42,0.44,0.47,0.48,0.48,0.52,0.52,0.59,Upgrade
4,PE Ratio,31.86,34.37,29.77,54.26,-,47.07,-,-,-,-,-,Upgrade
5,PS Ratio,0.98,1.06,1.02,2.52,-,2.45,-,2.51,-,1.29,1.31,Upgrade
6,PB Ratio,0.47,0.51,0.51,0.53,0.55,0.59,0.60,0.56,0.55,0.60,0.64,Upgrade
7,P/TBV Ratio,0.55,0.55,0.55,0.58,0.59,0.64,0.64,0.61,0.63,0.70,0.74,Upgrade
8,P/FCF Ratio,8.12,8.12,7.87,93.53,-,-,-,3.09,-,5.85,22.48,Upgrade
9,P/OCF Ratio,7.76,7.76,7.43,72.22,-,-,-,3.04,-,5.43,19.42,Upgrade
10,EV/Sales Ratio,0.34,0.43,0.57,0.14,-,0.54,-,2.27,-,1.41,1.56,Upgrade
11,EV/EBITDA Ratio,111.97,-,-,15.52,-,12.69,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,21.77,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,2.64,3.31,4.45,5.30,-,-,-,2.80,-,6.43,26.71,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.03,0.03,0.03,0.08,0.06,0.07,0.22,0.33,0.29,Upgrade
15,Debt / FCF Ratio,0.39,0.39,0.42,5.42,-,-,-,0.40,-,3.27,10.29,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,0.58%,-,-,-,-,-,Upgrade
17,Earnings Yield,3.14%,2.91%,3.36%,1.84%,-,2.12%,-,-20.31%,-,-12.86%,-2.07%,Upgrade
18,FCF Yield,13.28%,12.31%,12.71%,1.07%,-,-6.65%,-,32.33%,-,17.09%,4.45%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.00%,-0.14%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,0.00%,-0.14%,Upgrade,
