,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,27971,29835,24221,26835,26503,31583,34079,39711,35736,33439,35274,26823,34804,29529,29921,29493,22297,21159,17892,19661,29492,Upgrade
1,Market Cap Growth,-5.54%,-5.54%,-28.93%,-32.42%,-25.83%,-5.55%,-3.39%,48.05%,2.68%,13.24%,17.89%,-9.05%,56.09%,39.56%,67.23%,50.01%,-24.40%,-21.27%,-24.00%,-25.92%,30.98%,Upgrade
2,Enterprise Value,59493,62045,56404,56525,56194,62922,65528,69737,65762,65189,65892,53688,61669,55520,55472,45519,38322,38326,34678,29565,39395,Upgrade
3,Last Close Price,12.78,13.62,10.90,11.98,11.83,14.10,15.21,17.73,15.95,14.93,17.74,13.49,17.50,14.85,15.04,14.74,11.14,10.58,8.92,9.69,14.54,Upgrade
4,PE Ratio,32.22,33.57,20.51,27.45,-,-850.42,-,-11.53,-,-,-,-,-,-,98.49,-,-47.06,-29.83,-,-,-,Upgrade
5,Forward PE,15.15,15.40,11.52,18.69,12.90,18.57,21.13,-,73.55,-,-,36.97,47.97,57.92,38.37,136.73,103.36,179.83,32.59,21.74,18.63,Upgrade
6,PS Ratio,1.29,1.37,1.12,1.26,1.32,1.79,2.41,3.91,4.35,3.66,3.86,2.27,2.96,2.45,2.50,2.90,2.21,1.94,1.39,1.31,1.76,Upgrade
7,PB Ratio,3.01,3.22,2.87,3.24,3.16,3.31,3.91,4.23,3.73,3.34,4.16,2.97,3.40,2.96,2.83,2.72,2.05,1.91,1.79,1.90,2.27,Upgrade
8,P/TBV Ratio,3.27,3.27,2.92,3.30,3.22,3.38,3.99,4.31,4.05,3.66,4.64,3.30,3.73,3.26,3.09,2.96,2.23,2.08,1.97,2.09,2.31,Upgrade
