,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,49,49,54,141,199,172,142,135,91,182,218,182,231,251,228,329,221,146,91,64,83,Upgrade
1,Market Cap Growth,-71.37%,-71.37%,-61.63%,4.29%,119.50%,-5.45%,-34.85%,-25.45%,-60.71%,-27.63%,-4.35%,-44.71%,4.52%,71.49%,150.22%,414.00%,166.77%,8.40%,-44.28%,-60.90%,-55.70%,Upgrade
2,Enterprise Value,122,121,72,213,271,244,214,211,167,259,294,289,339,357,334,517,410,327,272,283,302,Upgrade
3,Last Close Price,0.15,0.15,0.16,0.42,0.60,0.52,0.43,0.41,0.28,0.55,0.66,0.55,0.70,0.76,0.69,1.01,0.68,0.45,0.28,0.23,0.35,Upgrade
4,PE Ratio,-,-,-,-,-7.31,-3.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.99,1.00,0.90,1.86,2.05,1.64,0.96,0.83,0.54,0.88,0.91,0.56,0.53,0.51,0.44,0.65,0.51,0.34,0.20,0.14,0.18,Upgrade
6,PB Ratio,-13.82,-13.82,-15.31,-80.01,49.67,-45.63,40.88,38.98,1.66,3.32,2.87,2.39,-,2.17,2.00,2.89,-,1.12,0.74,0.52,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,2.77,5.55,5.00,4.17,-,3.39,3.02,4.36,-,1.73,1.15,0.81,-,Upgrade
8,EV/Sales Ratio,2.47,2.46,1.19,2.79,2.78,2.33,1.45,1.30,0.98,1.26,1.23,0.89,0.78,0.73,0.64,1.02,0.94,0.77,0.59,0.64,0.65,Upgrade
9,EV/EBITDA Ratio,-,-,-,87.21,-15.56,-7.26,-,-,-,-,-,-,-,-19.64,-17.99,-,-45.92,-17.78,-12.56,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,89.97,-15.49,-7.17,-,-,-,-,-,-,-,-,-15.76,-,-36.49,-,-11.37,-,-,Upgrade
11,Debt / Equity Ratio,-16.46,-16.46,-16.46,-32.51,14.59,-15.33,16.89,16.91,1.05,1.05,0.83,0.83,-,0.60,0.51,0.51,-,1.16,0.57,0.57,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,28.20,5.58,82.42,-,-,-,-,-,-,-,43.58,3.45,-,-,1941.36,3.27,-,-,Upgrade
13,Asset Turnover,0.21,0.21,0.08,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,0.48,0.46,0.47,0.17,0.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.05,0.05,0.05,0.06,0.33,0.09,-,0.11,-,0.29,-,0.29,-,0.38,-,0.40,-,0.53,-,0.54,-,Upgrade
16,Current Ratio,0.65,0.65,0.65,0.67,0.69,0.66,-,0.71,-,0.92,-,0.98,-,1.15,-,1.12,-,1.71,-,1.74,-,Upgrade
17,Return on Equity (ROE),-,-,-4081.10%,11996.80%,-,-291.08%,-589.76%,-97.98%,-33.58%,-27.14%,-,-,-19.92%,3.12%,-,-,-14.79%,-7.53%,-,-,Upgrade,
18,Return on Assets (ROA),-3.01%,-3.02%,0.57%,2.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-11.36%,-11.30%,2.08%,11.16%,0.68%,-3.58%,-55.44%,-30.90%,-4.61%,-11.70%,-,-,-0.06%,5.08%,-,-,-0.55%,6.16%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,16.29%,-70.23%,-199.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-19.14%,-19.01%,-13.65%,-6.49%,-13.68%,-27.37%,-39.79%,-42.95%,-63.66%,-25.36%,-18.95%,-22.62%,-11.52%,-8.95%,-9.97%,-6.73%,-13.97%,-22.08%,-37.00%,-49.66%,-27.31%,Upgrade
22,FCF Yield,-2.44%,-6.47%,-2.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-0.66%,-0.91%,-0.91%,-0.60%,-,0.13%,-,-0.00%,-,-0.13%,-0.69%,-1.56%,-1.54%,-1.54%,-7.74%,-35.93%,-37.31%,-37.31%,-28.52%,-0.99%,-,Upgrade
24,Total Shareholder Return,-0.66%,-0.91%,-0.91%,-0.60%,-,0.13%,-,-0.00%,-,-0.13%,-0.69%,-1.56%,-1.54%,-1.54%,-7.74%,-35.93%,-37.31%,-37.31%,-28.52%,-0.99%,-,Upgrade
