,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,10.86,10.86,4.13,23.36,22.39,26.19,25.49,30.67,65.54,40.84,32.61,66.36,99.22,125.45,142.31,125.8,130,107.6,71,116.42,Upgrade
1,Revenue Growth (YoY),-51.49%,-58.53%,-83.82%,-23.82%,-65.84%,-35.87%,-21.83%,-53.79%,-33.95%,-67.45%,-77.09%,-47.25%,-23.68%,16.59%,100.44%,8.06%,-23.07%,26.02%,-24.69%,38.57%,Upgrade
2,Cost of Revenue,7.34,7.34,2.77,15.13,15.62,21.69,22.91,27.91,60.48,37.78,41.42,60.27,77.71,108.74,135.5,105.46,125.24,97.02,76.55,106.83,Upgrade
3,Gross Profit,3.52,3.52,1.35,8.24,6.77,4.5,2.58,2.76,5.06,3.05,-8.81,6.09,21.51,16.71,6.81,20.34,4.76,10.58,-5.55,9.59,Upgrade
4,"Selling, General & Admin",6.02,6.02,3.79,5.64,6.61,5.39,14.96,16.65,7.37,9.56,7.12,16.81,21.55,13.21,27.03,14.68,5.29,5.83,14.15,13.35,Upgrade
5,Operating Expenses,6.02,6.02,0.86,5.64,6.61,5.39,21.94,16.65,7.37,9.56,27.14,16.81,21.55,13.21,36.66,14.68,5.29,5.83,15.58,13.35,Upgrade
6,Operating Income,-2.5,-2.5,0.49,2.6,0.16,-0.89,-19.36,-13.89,-2.32,-6.51,-35.95,-10.73,-0.04,3.5,-29.84,5.66,-0.53,4.75,-21.13,-3.76,Upgrade
7,Interest Expense,-0.08,-0.08,-0.08,-0.09,-0.08,-0.05,-0.06,-0.06,-0.06,-0.07,-,-0.44,-0.36,-0.03,-0.13,-0.23,-0.21,-0.55,-1.13,-0.64,Upgrade
8,Interest & Investment Income,0,0,0.03,-,0.01,0.01,0.01,-,0.01,0.01,0.15,0.01,0.07,0,0,0.01,0.01,0,0.01,0,Upgrade
9,Other Non Operating Income (Expenses),0.03,0.03,4.41,1.22,-,-2.18,-6.69,-0.47,1.02,-0.43,-1.35,1.05,1.06,-2.18,9.15,-0.3,-3.45,-5.41,0.37,-0.32,Upgrade
10,EBT Excluding Unusual Items,-2.55,-2.55,4.84,3.73,0.09,-3.11,-26.1,-14.43,-1.36,-7,-37.16,-10.11,0.73,1.29,-20.83,5.15,-4.18,-1.2,-21.88,-4.72,Upgrade
