,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,21251,3762,1379518,36783,746604,47404,48843,71172,68338,115148,119961,87830,260128,157107,109484,50005,336105,173708,101476,41564,Upgrade
1,Revenue Growth (YoY),-97.15%,-92.06%,2724.42%,-48.32%,992.52%,-58.83%,-59.28%,-18.97%,-73.73%,-26.71%,9.57%,75.64%,-22.61%,-9.56%,7.89%,20.31%,42.05%,20.04%,-68.09%,-81.68%,Upgrade
2,Cost of Revenue,8654,2713,533987,15398,258606,37246,41373,63376,59241,91088,42765,35009,117667,61499,39618,28564,118344,55748,36842,20675,Upgrade
3,Gross Profit,12597,1049,845531,21386,487998,10158,7470,7796,9097,24061,77196,52822,142461,95608,69865,21441,217760,117960,64634,20889,Upgrade
4,"Selling, General & Admin",15235,12206,16331,7586,10031,6765,6615,6897,9021,9329,8901,7532,12253,6926,8233,6087,18540,15613,14366,7300,Upgrade
5,Operating Expenses,15235,12206,16331,7586,10031,6765,6615,6897,9021,9329,8901,7532,12253,6926,8233,6087,20540,15613,14366,7300,Upgrade
6,Operating Income,-2639,-11157,829200,13800,477967,3393,854.99,899.01,75.52,14732,68295,45289,130208,88682,61632,15355,197220,102347,50267,13590,Upgrade
7,Interest Expense,-,-128.28,-,-1637,-5985,-2229,-798.07,-,-,-,-,-,-,-,-845.75,-,-2202,-500.55,-74.79,-,Upgrade
8,Interest & Investment Income,20107,15339,8167,3826,1705,585.14,12.56,12.99,2395,17.66,3564,223.76,3267,919.22,2629,949.68,-,1556,1770,82.85,Upgrade
9,Other Non Operating Income (Expenses),-25217,-137.05,-162.13,-9348,-22102,-561.78,636.75,2220,-643.8,-103.4,165.09,-330.96,-12104,-66.45,4803,-554.87,-3409,127.38,2099,1455,Upgrade
10,EBT Excluding Unusual Items,-7749,3917,837205,6641,451584,1188,706.24,3132,1827,14646,72024,45182,121370,89535,68217,15750,191609,103529,54062,15128,Upgrade
11,Gain (Loss) on Sale of Investments,-,-,-,-,1218,-,-,-,-292.05,1787,-2014,-,4251,2921,-3930,1009,5583,843.7,-843.7,-,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,-,-,318.18,-,-,-,-,-,-,-,509.09,-,-,-,312.02,-,-,-,Upgrade
13,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1742,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,2666,-,-,-,428.07,-,-,-,971.18,-,-,-,1752,-,-,-,Upgrade
15,Pretax Income,-7749,3917,837205,6641,455787,1188,706.24,3132,1963,16433,70010,45182,127102,92456,64287,16759,197514,104373,53218,15128,Upgrade
16,Income Tax Expense,40210,340.98,190543,1364,95385,160.4,332.41,744.39,623.48,3258,14085,9121,27802,18379,13028,3438,40109,20801,10861,3058,Upgrade
17,Earnings From Continuing Operations,-47959,3576,646662,5277,360401,1028,373.83,2388,1339,13175,55925,36061,99300,74076,51259,13321,157406,83572,42357,12070,Upgrade
18,Net Income,-47959,3576,646662,5277,360401,1028,373.83,2388,1339,13175,55925,36061,99300,74076,51259,13321,157406,83572,42357,12070,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,25493,-,-,-,7455,-,-,-,16657,-,-,-,20678,-,-,-,Upgrade
20,Net Income to Common,-47959,3576,646662,5277,334908,1028,373.83,2388,-6116,13175,55925,36061,82643,74076,51259,13321,136728,83572,42357,12070,Upgrade
21,Net Income Growth,-,247.88%,172883.40%,121.03%,26807.44%,-92.20%,-99.33%,-93.38%,-98.65%,-82.21%,9.10%,170.70%,-36.91%,-11.36%,21.02%,10.37%,74.35%,264.79%,-49.90%,-79.99%,Upgrade
22,Shares Outstanding (Basic),122,121,123,121,121,121,119,122,122,122,122,122,122,122,122,122,122,122,122,122,Upgrade
23,Shares Outstanding (Diluted),122,121,123,121,121,121,119,122,122,122,122,122,122,122,122,122,122,122,122,122,Upgrade
24,Shares Change (YoY),0.67%,0.24%,3.36%,-0.92%,-0.98%,-0.88%,-2.11%,0.33%,0.38%,0.05%,0.09%,-0.15%,-0.00%,-0.05%,-0.08%,0.24%,0.02%,0.12%,-0.03%,-0.03%,Upgrade
25,EPS (Basic),-393.00,29.50,5239.69,43.50,2762.76,8.50,3.13,19.50,-49.95,108.00,458.50,295.50,677.62,607.50,420.64,109.00,1121.07,685.00,347.29,99.00,Upgrade
26,EPS (Diluted),-393.00,29.50,5239.69,43.50,2762.59,8.50,3.13,19.50,-49.95,108.00,458.50,295.50,677.39,607.50,420.64,109.00,1120.84,685.00,347.29,99.00,Upgrade
27,EPS Growth,-,247.06%,167258.47%,123.08%,-,-92.13%,-99.32%,-93.40%,-,-82.22%,9.00%,171.10%,-39.56%,-11.31%,21.12%,10.10%,84.93%,264.36%,-49.89%,-79.98%,Upgrade
28,Free Cash Flow,321373,-911265,1285860,-169073,835925,-61612,-72784,-4873,19995,-105727,12144,-67951,195377,-24177,180927,-25463,232057,71775,25534,6160,Upgrade
29,Free Cash Flow Per Share,2633.50,-7518.28,10418.90,-1393.68,6895.80,-509.52,-609.57,-39.80,163.33,-866.67,99.56,-556.82,1601.97,-198.28,1484.71,-208.35,1902.70,588.31,209.36,50.52,Upgrade
30,Dividend Per Share,-,1200.000,-,-,1250.000,-,-,-,1250.000,-,-,-,500.000,750.000,-,-,500.000,750.000,-,-,Upgrade
31,Dividend Growth,-,-,-,-,0%,-,-,-,150.00%,-,-,-,0%,0%,-,-,-60.00%,-,-,-,Upgrade
32,Gross Margin,59.28%,27.89%,61.29%,58.14%,65.36%,21.43%,15.29%,10.95%,13.31%,20.90%,64.35%,60.14%,54.77%,60.86%,63.81%,42.88%,64.79%,67.91%,63.69%,50.26%,Upgrade
33,Operating Margin,-12.42%,-296.58%,60.11%,37.52%,64.02%,7.16%,1.75%,1.26%,0.11%,12.79%,56.93%,51.56%,50.06%,56.45%,56.29%,30.71%,58.68%,58.92%,49.54%,32.70%,Upgrade
34,Profit Margin,-225.68%,95.05%,46.88%,14.35%,44.86%,2.17%,0.77%,3.35%,-8.95%,11.44%,46.62%,41.06%,31.77%,47.15%,46.82%,26.64%,40.68%,48.11%,41.74%,29.04%,Upgrade
35,Free Cash Flow Margin,1512.29%,-24223.27%,93.21%,-459.65%,111.96%,-129.97%,-149.02%,-6.85%,29.26%,-91.82%,10.12%,-77.37%,75.11%,-15.39%,165.25%,-50.92%,69.04%,41.32%,25.16%,14.82%,Upgrade
36,EBITDA,-1411,-9930,830330,14878,478919,4352,2287,1322,3120,14882,68322,45583,130974,89453,62403,16079,197941,103039,51084,14260,Upgrade
37,EBITDA Margin,-6.64%,-263.96%,60.19%,40.45%,64.15%,9.18%,4.68%,1.86%,4.57%,12.92%,56.95%,51.90%,50.35%,56.94%,57.00%,32.15%,58.89%,59.32%,50.34%,34.31%,Upgrade
38,D&A For EBITDA,1227,1227,1130,1078,951.82,958.08,1432,422.85,3044,150.02,27.4,293.2,766.49,770.73,770.73,723.8,720.21,692.71,816.73,669.63,Upgrade
39,EBIT,-2639,-11157,829200,13800,477967,3393,854.99,899.01,75.52,14732,68295,45289,130208,88682,61632,15355,197220,102347,50267,13590,Upgrade
40,EBIT Margin,-12.42%,-296.58%,60.11%,37.52%,64.02%,7.16%,1.75%,1.26%,0.11%,12.79%,56.93%,51.56%,50.06%,56.45%,56.29%,30.71%,58.68%,58.92%,49.54%,32.70%,Upgrade
41,Effective Tax Rate,-,8.71%,22.76%,20.53%,20.93%,13.50%,47.07%,23.77%,31.76%,19.83%,20.12%,20.19%,21.87%,19.88%,20.27%,20.51%,20.31%,19.93%,20.41%,20.21%,Upgrade
42,Revenue as Reported,21251,3762,1379518,36783,746604,47404,48843,71172,68338,115148,119961,87830,260128,157107,109484,50005,336105,173708,101476,41564,Upgrade
