,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,577048,387344,453762,160581,479336,37560,94380,21642,26184,120520,80153,213100,371121,208208,229237,175230,288289,255344,73278,-,Upgrade
1,Short-Term Investments,803005,1150000,1150000,300000,300000,-,-,-,56600,-,136900,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,131921,150301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1511974,1687645,1603762,460581,779336,37560,94380,21642,82784,120520,217053,213100,371121,208208,229237,175230,288289,255344,73278,143063,Upgrade
4,Cash Growth,94.01%,4393.20%,1599.25%,2028.18%,841.41%,-68.83%,-56.52%,-89.84%,-77.69%,-42.12%,-5.31%,21.61%,28.73%,-18.46%,212.83%,22.48%,101.51%,-,-,-33.44%,Upgrade
5,Accounts Receivable,29611,29611,237374,1187,1187,3311,3811,3832,3308,3584,6091,8118,12243,24385,21050,27301,43474,35029,40893,-,Upgrade
6,Other Receivables,6057,22198,8948,121643,151957,7953,11857,14743,207112,22218,33566,31753,29169,23491,28860,23020,14752,17109,22105,-,Upgrade
7,Receivables,35668,51808,246322,122831,153145,11265,15668,18575,210420,25802,39656,39871,41412,47876,49911,50321,58226,52138,62998,-,Upgrade
8,Inventory,500381,507652,499560,982605,1010073,1241244,1167418,1198606,1255770,1234446,1255536,1241047,1154740,1207997,1237491,1229410,1158304,1191383,1159997,-,Upgrade
9,Prepaid Expenses,-,100.92,208.26,282.55,386.29,142.23,170.17,177.13,85.16,259.21,663.65,1643,1495,946.4,470.9,3.41,28.54,54.24,65.47,-,Upgrade
10,Other Current Assets,69825,49949,50854,60944,19713,262303,253837,250533,57597,249686,243194,251397,259064,240601,213819,216183,220220,230989,264860,-,Upgrade
