,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Dec '16 Dec 31, 2016","Sep '16 Sep 30, 2016","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015",+3 Quarters
0,Market Capitalization,5829,2599,3126,2943,3283,3867,3795,5365,3316,2552,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-32.79%,-32.79%,-17.65%,-45.14%,-0.98%,51.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,5662,2432,2544,2425,2800,3384,3068,4934,3032,2269,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,57.42,25.60,30.79,28.99,31.85,37.51,36.81,52.03,32.06,24.68,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,682.31,304.20,-,74.65,-,124.31,-,-,-,50.24,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,17.21,7.29,7.85,7.15,8.23,9.77,10.06,15.55,9.96,7.72,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,5.91,2.64,3.17,2.94,3.22,3.62,3.73,5.29,3.20,2.42,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,2.80,2.80,3.36,3.13,3.40,3.82,3.87,5.48,3.31,2.51,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-76.44,-,-,-,-52.66,-,-,-,-,-,-,-,-,-,-,-,Upgrade
