,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,6858,6336,5198,4775,4436,4612,5096,5475,5441,5570,4801,5752,4764,4547,4075,3931,3582,3557,3562,3313,Upgrade
1,Other Revenue,-124.73,124.73,-,204.84,-91.57,91.57,-,173.14,-92.4,92.4,-,157.64,-50.4,51.4,0.84,167.57,-68.85,71.39,2.03,84.82,Upgrade
2,Revenue,6733,6461,5198,4980,4345,4704,5096,5648,5348,5663,4801,5909,4713,4598,4076,4098,3513,3629,3564,3398,Upgrade
3,Revenue Growth (YoY),54.97%,37.35%,1.99%,-11.83%,-18.77%,-16.93%,6.16%,-4.43%,13.47%,23.15%,17.78%,44.19%,34.16%,26.72%,14.37%,20.62%,77.02%,83.68%,45.65%,56.63%,Upgrade
4,Operations & Maintenance,-1.6,1.6,-,2.83,-0.8,0.8,-,6.06,-92.55,92.55,-,216.86,-70.76,70.76,-,225.96,-59.73,59.73,-,308.05,Upgrade
5,"Selling, General & Admin",340.6,343.34,338.26,514.15,356.56,407.46,291.67,265.41,426.04,216.07,243.3,213.72,370.55,211.81,233.86,-92.27,465.42,321.34,306.08,98.02,Upgrade
6,Provision for Bad Debts,1.04,7.81,-6.73,-3.53,-0.15,0.9,0.13,9.53,1.59,2.21,0.66,0.79,4.25,3.89,-2.44,-5.89,12.01,-5.85,7.57,-14.91,Upgrade
7,Other Operating Expenses,5572,5129,4094,4019,3234,3616,3864,4563,4097,4032,3439,3941,3183,2951,2657,3003,2259,2489,2494,2181,Upgrade
8,Total Operating Expenses,6052,5609,4495,4610,3723,4105,4226,4919,4529,4422,3742,4456,3578,3276,2918,3265,2769,2910,2833,2721,Upgrade
9,Operating Income,680.3,851.7,702.54,369.14,621.56,598.83,870.11,728.37,819.09,1241,1058,1453,1135,1323,1158,833.15,744.55,718.62,730.99,676.42,Upgrade
10,Interest Expense,-50.4,-49.84,-36.44,-44.82,-59.39,-41.04,-41.73,-42.22,-64.78,-50.84,-51.12,-38.74,-65.52,-89.38,-59.35,-116.2,-88.27,-73.88,-79.13,-102.57,Upgrade
11,Interest Income,279.42,127.05,197.6,85.09,102.36,123.99,101.49,1000,99.09,118.65,67.78,147.41,82.47,136.89,131.97,2777,137.44,182.87,161.35,176.32,Upgrade
