,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2693,3964,3989,2704,4289,6740,3345,1165,1120,596,1049,Upgrade
1,Market Cap Growth,46.62%,46.62%,-7.00%,-59.89%,28.24%,478.33%,198.66%,95.57%,6.74%,-61.65%,-4.96%,Upgrade
2,Enterprise Value,1783,2287,1887,1913,2783,5171,3870,1434,1555,2783,2107,Upgrade
3,Last Close Price,1.00,1.39,1.30,0.88,1.18,1.53,0.76,0.23,0.22,0.12,0.21,Upgrade
4,PE Ratio,1.29,1.92,1.88,1.50,2.57,1.99,0.97,1.18,2.42,1.81,3.36,Upgrade
5,PS Ratio,0.06,0.09,0.10,0.07,0.12,0.15,0.08,0.05,0.05,0.02,0.03,Upgrade
6,PB Ratio,0.30,0.42,0.45,0.36,0.60,0.95,0.45,0.25,0.29,0.18,0.33,Upgrade
7,P/TBV Ratio,0.46,0.46,0.48,0.38,0.63,1.00,0.47,0.25,0.29,0.18,0.33,Upgrade
8,P/FCF Ratio,-,-,-,1.09,2.79,2.18,1.58,-,0.45,0.24,0.95,Upgrade
9,P/OCF Ratio,5.76,5.76,1.97,0.84,1.97,1.74,1.21,-,0.38,0.22,0.76,Upgrade
10,EV/Sales Ratio,0.04,0.05,0.05,0.05,0.08,0.11,0.09,0.07,0.07,0.10,0.07,Upgrade
11,EV/EBITDA Ratio,0.58,0.86,0.67,0.80,1.23,1.14,0.85,1.03,1.93,4.31,3.70,Upgrade
12,EV/EBIT Ratio,0.66,0.94,0.73,0.87,1.33,1.18,0.88,1.11,2.13,4.83,4.17,Upgrade
13,EV/FCF Ratio,-9.04,-,-,0.77,1.81,1.67,1.83,-,0.62,1.14,1.91,Upgrade
14,Debt / Equity Ratio,0.26,0.26,0.30,0.17,0.26,0.36,0.31,0.61,0.53,0.71,1.25,Upgrade
15,Debt / FCF Ratio,-,-,-,0.53,1.23,0.82,1.11,-,0.81,0.97,3.55,Upgrade
16,Return on Capital Employed (ROCE),24.85%,24.85%,27.38%,26.90%,27.53%,60.19%,56.99%,25.95%,17.36%,16.24%,14.93%,Upgrade
17,Earnings Yield,76.52%,51.99%,53.21%,66.84%,38.84%,50.27%,103.51%,84.51%,41.28%,55.33%,29.78%,Upgrade
18,FCF Yield,-7.32%,-4.98%,28.67%,92.02%,35.89%,45.85%,63.12%,-37.62%,223.07%,408.71%,105.33%,Upgrade
19,Dividend Yield,19.10%,13.76%,15.13%,18.46%,12.32%,23.79%,39.75%,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,2.09%,0.90%,3.26%,5.90%,14.66%,5.57%,-5.94%,0.24%,11.62%,13.05%,0.69%,Upgrade
21,Total Shareholder Return,21.19%,14.66%,18.40%,24.37%,26.98%,29.35%,33.81%,0.24%,11.62%,13.05%,0.69%,Upgrade
