,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,324.72,262.84,356.84,298.47,364.33,298.28,299.4,188.57,540.9,297.57,559,460.55,553.64,799.63,571.47,1235,507.96,441.62,360.45,341.33,Upgrade
1,Other Revenue,-32.98,32.98,-,103.17,-58.97,58.97,-,151.61,-66.09,-,-,94.59,-37.03,37.03,-,78.17,-30.75,30.75,-,81.65,Upgrade
2,Revenue,291.74,295.82,356.84,401.64,305.36,357.25,299.4,340.18,474.81,297.57,559,555.14,516.61,836.67,571.47,1313,477.21,472.38,360.45,422.99,Upgrade
3,Revenue Growth (YoY),-4.46%,-17.20%,19.18%,18.07%,-35.69%,20.06%,-46.44%,-38.72%,-8.09%,-64.43%,-2.18%,-57.72%,8.26%,77.12%,58.54%,210.39%,-45.92%,-7.74%,-42.74%,-37.27%,Upgrade
4,Cost of Revenue,299.94,283.93,349.48,473.66,278.14,365.93,287.27,369.7,450.1,252.54,475.27,631.03,513.66,791.32,564.57,1444,434.95,418.78,322.57,474.25,Upgrade
5,Gross Profit,-8.2,11.89,7.36,-72.02,27.21,-8.68,12.13,-29.52,24.72,45.04,83.73,-75.89,2.95,45.34,6.9,-131.49,42.26,53.59,37.88,-51.27,Upgrade
6,"Selling, General & Admin",51.22,51.07,42.88,40.91,87.45,47.09,59.4,55.01,87.43,83.63,91.25,22.04,81.53,76.75,75.67,-12.91,85.87,81.95,71.89,21.56,Upgrade
7,Research & Development,21.37,19.66,14.79,23.82,18,20.83,10.71,31.96,16.72,16.47,19.48,36.45,16.29,15.82,11.27,23.57,22.06,16.34,14.42,26.13,Upgrade
8,Other Operating Expenses,2.71,5.34,4.93,-4.84,6.02,1.79,8.34,10.5,6.44,7.94,6.45,11.24,6.56,9.04,8.39,2.54,8.75,8.66,8.37,9.64,Upgrade
9,Operating Expenses,83.55,64.92,72.06,53.19,123.48,65.65,85.06,85.34,133.21,113.95,121.12,81.98,78.52,116.45,74.96,35.4,110.14,107.45,44.12,73.58,Upgrade
10,Operating Income,-91.75,-53.03,-64.7,-125.21,-96.26,-74.33,-72.93,-114.86,-108.5,-68.91,-37.39,-157.86,-75.57,-71.11,-68.06,-166.89,-67.89,-53.85,-6.24,-124.84,Upgrade
11,Interest Expense,-10.69,-7.16,-7.75,-19.94,-,-7.71,-2.45,-7.67,-4.31,-0.59,-3.42,-9.32,-4.35,-19.89,-2.98,-12.41,-3.54,-12.38,-8.76,-13.17,Upgrade
12,Interest & Investment Income,1.68,4.65,2.31,4.17,1.66,1.97,1.89,1.51,0.51,3.42,0.59,51.68,0.46,-,18.04,41.84,0.82,3.75,1.36,4.19,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-30.62,31.64,1.09,-2.1,1.57,Upgrade
14,Currency Exchange Gain (Loss),-0.69,0.69,-,2.11,-2.12,2.12,-,-0.32,-0.11,-,-,1.28,-1.2,1.2,-,-3.41,0.06,-0.06,-,0.41,Upgrade
15,Other Non Operating Income (Expenses),10.34,-10.67,2.12,-60.44,4.87,-10.68,1.17,-40.16,33.05,-2.54,3.64,-34.68,-6.6,34.27,12.94,-29.93,-0.83,21.03,0.57,-25.5,Upgrade
16,EBT Excluding Unusual Items,-91.1,-65.52,-68.01,-199.32,-91.86,-88.64,-72.33,-161.49,-79.35,-68.62,-36.57,-148.9,-87.25,-55.54,-40.06,-201.43,-39.74,-40.42,-15.17,-157.34,Upgrade
17,Gain (Loss) on Sale of Investments,-0,-3.82,-,-0.35,-,-,-,-0.27,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
