,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3556,3003,2212,3464,3697,1933,1523,1279,1501,1933,1734,2239,2103,1955,2332,2295,2590,3043,3748,2817,3038,Upgrade
1,Market Cap Growth,55.36%,55.36%,45.24%,170.83%,146.41%,0.01%,-12.13%,-42.89%,-28.65%,-1.16%,-25.67%,-2.43%,-18.81%,-35.75%,-37.78%,-18.51%,-14.74%,-2.05%,11.43%,-29.11%,10.64%,Upgrade
2,Enterprise Value,4030,3405,2574,4027,4261,2608,2727,2393,2614,2965,2376,2700,2563,2365,2622,2804,3098,3513,4436,3567,3789,Upgrade
3,Last Close Price,2.70,2.28,1.68,2.63,2.81,3.40,2.68,2.25,2.64,3.40,3.05,3.94,3.70,3.44,4.43,4.33,4.89,5.74,7.04,5.29,5.71,Upgrade
4,PE Ratio,67.28,-,39.61,-,38.97,-,-2.96,-,-,-,-,-,-,-13.53,-,16.79,19.43,19.76,20.05,15.54,14.56,Upgrade
5,Forward PE,-,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,10.32,12.30,12.36,14.99,6.52,7.47,Upgrade
6,PS Ratio,4.24,3.58,2.35,3.62,3.56,1.38,0.96,0.71,0.75,0.90,0.62,0.62,0.52,0.41,0.42,0.40,0.48,0.56,0.67,0.44,0.44,Upgrade
7,PB Ratio,3.57,2.82,2.02,3.23,3.37,-99.95,-22.36,-9.58,-16.72,2.70,2.23,1.54,1.45,0.76,0.96,0.85,0.97,1.16,1.44,1.12,1.23,Upgrade
8,P/TBV Ratio,3.58,3.58,2.55,4.09,4.25,-,-,-,-,22.00,11.67,2.79,2.62,1.04,1.34,1.17,1.34,1.60,1.98,1.58,1.72,Upgrade
9,P/FCF Ratio,-,-,-,-,-,21.34,37.04,-,60.37,-164.89,-10.11,-,-,-,41.34,-,10.00,6.46,10.34,-,26.57,Upgrade
10,P/OCF Ratio,-,-,-,-,-,19.44,29.01,-,29.92,241.95,-14.49,-,-,-,24.73,-,8.71,5.91,8.42,-,12.60,Upgrade
11,EV/Sales Ratio,4.80,4.06,2.74,4.21,4.10,1.86,1.72,1.33,1.30,1.38,0.85,0.74,0.63,0.50,0.48,0.49,0.57,0.64,0.79,0.56,0.55,Upgrade
12,EV/EBITDA Ratio,-,-,-8.97,-,-,-,-3.06,-,-,-,-,-,-,-,-,8.60,9.59,8.65,10.44,8.18,8.33,Upgrade
13,EV/EBIT Ratio,-,-,-8.00,-,-,-,-2.95,-,-,-,-,-,-,-,-,9.73,10.83,9.49,11.37,8.85,8.96,Upgrade
14,EV/FCF Ratio,-15.11,-,-,-,-,28.80,66.31,-,105.18,-252.97,-13.85,-,-,-,46.48,-,11.96,7.45,12.23,-,33.14,Upgrade
15,Debt / Equity Ratio,0.51,0.51,0.51,0.53,0.59,-33.90,-10.70,-9.76,-14.72,1.64,1.53,0.86,0.86,0.47,0.52,0.50,0.46,0.52,0.54,0.54,0.52,Upgrade
16,Debt / EBITDA Ratio,-,-,3.93,-,-,-,5.09,-,-,-,-,-,-,-,-,5.51,6.26,3.73,2.80,5.85,2.46,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,7.24,17.72,-,53.13,-100.56,-6.95,-,-,-,22.16,-,4.69,2.87,3.91,-,11.30,Upgrade
18,Asset Turnover,0.25,0.38,0.29,0.38,0.38,0.24,0.19,0.37,0.23,-,-,0.31,0.41,0.51,0.35,0.56,0.75,0.66,0.25,0.60,Upgrade,
19,Inventory Turnover,3.68,3.38,3.65,3.78,5.57,2.79,1.68,1.41,3.36,1.40,-,-,4.77,3.70,7.46,7.89,11.75,13.93,9.64,3.65,8.30,Upgrade
20,Quick Ratio,1.43,1.43,1.40,1.29,1.32,0.62,0.60,0.65,0.69,0.73,0.75,-,0.90,0.98,1.02,1.18,1.20,1.19,1.21,1.12,1.11,Upgrade
21,Current Ratio,1.72,1.72,1.72,1.59,1.52,0.81,0.85,0.84,0.85,0.93,0.93,-,1.03,1.14,1.16,1.26,1.26,1.27,1.29,1.22,1.19,Upgrade
22,Return on Equity (ROE),-10.69%,7.74%,-9.79%,42.23%,-,-,-,-619.23%,-31.36%,-228.77%,-3.51%,-221.52%,1.46%,-33.79%,4.87%,6.47%,5.49%,10.68%,5.09%,11.23%,Upgrade,
23,Return on Assets (ROA),-3.10%,2.41%,-2.00%,-23.50%,-6.84%,1.60%,-2.33%,-19.00%,-13.22%,-,-,-16.93%,-1.67%,-2.50%,1.25%,0.93%,2.06%,3.17%,1.32%,3.06%,Upgrade,
24,Return on Capital (ROIC),-4.54%,3.67%,-3.19%,-52.92%,-27.56%,7.40%,-11.46%,-80.95%,-50.34%,-34.07%,-1.62%,-52.04%,-4.71%,-6.59%,3.22%,2.47%,5.11%,7.41%,3.21%,8.11%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-21.21%,-,-,-,-150.00%,-,-,-,-,-,-,-,-,8.99%,8.98%,11.66%,12.46%,15.73%,16.97%,Upgrade
26,Earnings Yield,1.49%,1.76%,2.52%,3.22%,2.57%,-24.81%,-33.82%,-95.96%,-79.80%,-94.71%,-102.12%,-59.50%,-61.48%,-7.39%,-4.99%,5.96%,5.15%,5.06%,4.99%,6.44%,6.87%,Upgrade
