,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,6.19,8.32,10.73,7.02,20.13,20.36,20.57,20.64,21,10.27
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,9.26
2,Trading Asset Securities,-,-,-,5,-,-,-,-,-,-
3,Cash & Short-Term Investments,6.19,8.32,10.73,12.02,20.13,20.36,20.57,20.64,21,19.54
4,Cash Growth,-42.32%,-30.78%,-46.69%,-40.99%,-2.14%,-1.33%,-2.08%,5.65%,12.72%,18.60%
5,Accounts Receivable,0.21,0.47,0.5,0.14,0.36,0.2,1.71,1.34,0.88,3.2
6,Other Receivables,0.2,0.17,0.11,0.21,0.09,0.72,0.04,0.05,0.01,0.04
7,Receivables,0.41,0.64,0.61,0.35,0.45,0.93,1.75,1.39,0.88,3.24
8,Inventory,0.28,0.28,0.36,0.63,0.45,0.44,0.42,0.67,0.7,0.79
9,Prepaid Expenses,-,0,-,0.06,0.11,0.16,0,0.06,0.01,0.01
10,Other Current Assets,0.14,0.27,0.27,0.82,0.58,0.48,0.73,0.01,0.03,0.02
11,Total Current Assets,7.02,9.51,11.96,13.89,21.72,22.37,23.47,22.76,22.63,23.59
12,"Property, Plant & Equipment",0.84,0.93,1.01,1.1,1.19,0.87,0.96,1.05,1.04,1.16
13,Long-Term Investments,-,-,-,6.42,-,-,-,-,-,-
14,Other Intangible Assets,0.45,0.46,0.09,0.1,0.1,0.1,-,-,-,-
15,Long-Term Deferred Tax Assets,-,-,0.17,0.17,-,-,-,-,0,0
16,Other Long-Term Assets,3.74,3.74,3.3,3.3,3,3,3,3,3.15,3.15
17,Total Assets,12.06,14.64,16.54,24.98,26.01,26.34,27.43,26.81,26.81,27.9
18,Accounts Payable,0.08,0.16,0.14,0.02,0.05,0.06,0.11,0.25,0.03,0.29
19,Accrued Expenses,0.08,0.88,0.23,0.17,0.3,0.32,0.19,0.31,0.41,0.93
20,Current Portion of Leases,0.03,0.04,0.04,0.04,0.04,0.01,0.03,0.04,0.04,0.04
21,Current Income Taxes Payable,0,0,0,0,0,0.01,0.15,0.32,0.85,0.85
22,Current Unearned Revenue,0.12,0.24,0.24,0.81,0.47,0.18,-,-,-,-
23,Other Current Liabilities,0.06,0.06,0.04,0.06,0.05,0.05,1.11,0.29,0.15,0.33
24,Total Current Liabilities,0.36,1.38,0.7,1.1,0.92,0.63,1.59,1.22,1.47,2.44
25,Long-Term Leases,-,0.01,0.03,0.05,0.07,-,-,0.01,0.03,0.05
26,Long-Term Deferred Tax Liabilities,-,-,-,-,0.01,0.01,0.01,0.01,-,-
27,Total Liabilities,0.36,1.39,0.73,1.15,0.99,0.64,1.59,1.23,1.5,2.49
28,Common Stock,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
29,Additional Paid-In Capital,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4
30,Retained Earnings,-1.7,-0.14,2.42,10.44,11.62,12.31,12.45,12.19,11.92,12.02
31,Comprehensive Income & Other,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
32,Shareholders' Equity,11.7,13.25,15.81,23.83,25.01,25.7,25.84,25.58,25.31,25.41
33,Total Liabilities & Equity,12.06,14.64,16.54,24.98,26.01,26.34,27.43,26.81,26.81,27.9
34,Total Debt,0.03,0.05,0.07,0.08,0.1,0.01,0.03,0.05,0.07,0.09
35,Net Cash (Debt),6.16,8.27,10.66,11.93,20.02,20.36,20.54,20.59,20.94,19.45
36,Net Cash Growth,-42.22%,-30.68%,-46.75%,-41.39%,-2.51%,-1.14%,-1.90%,5.87%,12.99%,18.08%
37,Net Cash Per Share,0.01,0.02,0.02,0.03,0.04,0.05,0.05,0.05,0.05,0.04
38,Filing Date Shares Outstanding,450,450,450,450,450,450,450,450,450,450
39,Total Common Shares Outstanding,450,450,450,450,450,450,450,450,450,450
40,Working Capital,6.66,8.13,11.26,12.79,20.8,21.75,21.88,21.55,21.15,21.15
41,Book Value Per Share,0.03,0.03,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06
42,Tangible Book Value,11.25,12.79,15.72,23.74,24.92,25.6,25.84,25.58,25.31,25.41
43,Tangible Book Value Per Share,0.02,0.03,0.03,0.05,0.06,0.06,0.06,0.06,0.06,0.06
44,Machinery,1.59,1.59,1.4,1.59,1.59,1.44,1.44,1.44,1.4,1.39
