,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Mar '25 Mar 4, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Market Capitalization,51300,54720,50160,45600,36480,39900,37620,39900,31920,43320,51300,46740,91200,83220,58140,46740,50160,46740,45600,77520,46740,Upgrade
1,Market Cap Growth,37.14%,37.14%,33.33%,14.29%,14.29%,-7.89%,-26.67%,-14.63%,-65.00%,-47.95%,-11.76%,0%,81.82%,78.05%,27.50%,-39.71%,7.32%,-50.60%,-23.08%,-8.11%,0%,Upgrade
2,Enterprise Value,51008,54210,49650,32022,22902,-8490,-10020,-6537,-12102,-2036,12291,8338,63587,55607,-8351,-20135,11946,1174,42375,76060,-3433,Upgrade
3,Last Close Price,4500.00,4800.00,4400.00,4000.00,3200.00,3500.00,3300.00,3500.00,2800.00,3800.00,4500.00,4100.00,8000.00,7300.00,5100.00,4100.00,4400.00,4100.00,4000.00,6800.00,4100.00,Upgrade
4,PE Ratio,1040.67,380.04,-41.92,-,-,-,5.22,4.08,6.28,-,29.88,-,-17.48,-,62.78,-,11.84,-,-109.94,-,3.48,Upgrade
5,PS Ratio,-,-,-,-,-,-,5.37,12.18,29.24,-,-,-,-,-,-,-,9.42,-,-,-,-,Upgrade
6,PB Ratio,0.54,0.57,0.52,0.47,0.38,0.41,0.38,0.41,0.34,0.46,0.54,0.51,0.99,0.91,0.62,0.50,0.51,0.40,0.39,0.67,0.39,Upgrade
7,P/TBV Ratio,0.57,0.57,0.52,0.47,0.38,0.41,0.38,0.41,0.34,0.46,0.54,0.51,0.99,0.91,0.62,0.50,0.51,0.40,0.39,0.67,0.39,Upgrade
8,P/FCF Ratio,-,-,-,2.01,1.89,-,2.87,19.63,52.32,-,2.26,-,4.81,4.55,-,-,-,0.92,-0.91,-4.79,-,Upgrade
9,P/OCF Ratio,-,-,-,2.01,1.89,-,2.87,19.63,52.32,-,2.26,-,4.81,4.55,-,-,-,0.92,-0.91,-4.79,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.24,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.39,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-102.43,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,1.41,1.18,-,-,-,-,-,0.54,-,3.35,3.04,-,-,-,0.02,-0.85,-4.70,-,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.01,0.01,-,-,-,-,0.11,-,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,2.13,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,-,-,-,-,-,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Quick Ratio,0.68,0.68,0.68,6.94,6.94,7.17,18.66,11.83,-,13.27,20.64,21.31,19.75,18.92,3.82,26.90,26.61,23.18,21.86,26.75,22.77,Upgrade
18,Current Ratio,6.80,6.80,6.80,6.98,6.98,7.19,18.68,11.85,-,13.29,20.67,21.35,19.76,18.92,3.82,26.90,26.61,23.20,21.91,26.77,22.79,Upgrade
19,Return on Equity (ROE),0.87%,0.48%,-0.37%,-0.37%,-4.63%,3.51%,19.07%,10.96%,-3.53%,14.73%,-0.52%,-,-8.32%,2.76%,-17.80%,-,-0.24%,0.79%,-1.80%,2.09%,Upgrade,
20,Return on Assets (ROA),-0.31%,-0.48%,-0.39%,-0.39%,-0.27%,-0.15%,-,-,-0.40%,-0.40%,-0.47%,-,-0.47%,-0.63%,-0.65%,-,-0.98%,-0.96%,-1.18%,-1.39%,Upgrade,
21,Return on Capital (ROIC),-0.34%,-0.52%,-0.42%,-0.42%,-0.30%,-0.17%,-0.55%,-0.48%,-0.43%,-0.44%,-0.51%,-,-0.51%,-0.68%,-0.70%,-,-1.00%,-0.98%,-1.20%,-1.42%,Upgrade,
22,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.11%,-,-,-,-,Upgrade
23,Earnings Yield,0.10%,0.26%,-2.39%,-0.99%,11.60%,17.32%,19.15%,24.54%,15.91%,6.49%,3.35%,-2.32%,-5.72%,-1.13%,1.59%,1.09%,8.45%,0.54%,-0.91%,9.03%,28.73%,Upgrade
24,FCF Yield,-0.34%,-0.34%,7.93%,49.74%,52.98%,-,34.85%,5.09%,1.91%,0.70%,44.27%,40.58%,20.81%,21.97%,70.66%,102.83%,100.69%,108.65%,-109.88%,-20.89%,-,Upgrade
25,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.83%,-,-,Upgrade
26,Buyback Yield / Dilution,-8.20%,-1.99%,-17.70%,0.85%,0.97%,0.47%,0.33%,5.06%,0.28%,-0.38%,-0.42%,-5.27%,-0.42%,1.24%,1.99%,0.22%,0.18%,-2.14%,-1.51%,-0.25%,-0.10%,Upgrade
27,Total Shareholder Return,-8.20%,-1.99%,-17.70%,0.85%,0.97%,0.47%,0.33%,5.06%,0.28%,-0.38%,-0.42%,-5.27%,-0.42%,1.24%,1.99%,0.22%,0.18%,-2.14%,-1.51%,-0.25%,-0.10%,Upgrade
