,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Revenue,30934,22244,16001,17077,23856,12032,5274,9747,21399,8558,8979,10551,13929,7971,8580,10396,40797,10078,7934,13747,Upgrade
1,Revenue Growth (YoY),29.67%,84.87%,203.41%,75.21%,11.48%,40.60%,-41.27%,-7.62%,53.63%,7.36%,4.66%,1.49%,-65.86%,-20.91%,8.14%,-24.38%,-91.02%,-1.20%,-47.04%,60.48%,Upgrade
2,Cost of Revenue,27682,19836,13793,14391,25110,11069,4581,8473,19574,7162,7565,8330,15377,7423,7988,11437,41324,8868,6701,11894,Upgrade
3,Gross Profit,3252,2408,2208,2686,-1254,963.14,692.93,1273,1825,1396,1414,2221,-1448,547.52,592.01,-1041,-527.04,1210,1233,1852,Upgrade
4,"Selling, General & Admin",1150,1060,900.15,1034,1249,685.87,910.99,881.73,894.26,663.66,941.38,748.74,934.44,846.91,908.33,931.47,1121,674.22,1137,981.53,Upgrade
5,Operating Expenses,1150,1060,900.15,1034,1249,685.87,910.99,881.73,894.26,663.66,941.38,748.74,934.44,846.91,908.33,931.47,1121,674.22,1137,981.53,Upgrade
6,Operating Income,2101,1348,1308,1652,-2504,277.27,-218.06,391.65,930.87,732.06,473.02,1472,-2382,-299.39,-316.32,-1973,-1648,535.86,96.07,870.68,Upgrade
7,Interest Expense,-868.37,-878.25,-1022,-1012,-998.69,-890.75,-975.98,-966.84,-1285,-1016,-888.94,-454.27,-828.45,-855.32,-799.73,-873.25,-978.34,-912.18,-938.15,-824.8,Upgrade
8,Interest & Investment Income,730.11,380.35,1526,922.67,80.71,1140,1109,130.34,2502,80.54,2794,4239,3880,2927,1446,2018,601.12,2207,1422,328.39,Upgrade
9,Other Non Operating Income (Expenses),-2187,-2417,425.04,172.46,1766,-77.31,3487,-31.12,-2849,-37.02,-8825,-34.85,924.96,-604.79,226.42,1340,2683,-9.93,-2821,-200.36,Upgrade
10,Pretax Income,-224.03,-1567,2238,1736,-1656,449.23,3402,-475.98,-701.13,-240.29,-6447,5221,1595,1167,556.83,511.48,657.63,1820,-2241,173.91,Upgrade
11,Income Tax Expense,-147.19,-151.64,226.33,280.75,-,68.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Net Income,-76.84,-1415,2011,1455,-1656,381.03,3402,-475.98,-701.13,-240.29,-6447,5221,1595,1167,556.83,511.48,657.63,1820,-2241,173.91,Upgrade
13,Net Income to Common,-76.84,-1415,2011,1455,-1656,381.03,3402,-475.98,-701.13,-240.29,-6447,5221,1595,1167,556.83,511.48,657.63,1820,-2241,173.91,Upgrade
14,Net Income Growth,-,-,-40.88%,-,-,-,-,-,-,-,-,920.83%,142.48%,-35.87%,-,194.11%,-94.26%,-,-,-47.97%,Upgrade
15,Shares Outstanding (Basic),3,3,5,5,5,5,5,-,-,5,4,5,5,5,5,5,4,5,5,5,Upgrade
16,Shares Outstanding (Diluted),3,3,5,5,5,5,5,-,-,5,4,5,5,5,5,5,4,5,5,5,Upgrade
17,Shares Change (YoY),-40.53%,-40.20%,0.01%,-,-,0.05%,2.43%,-,-,-0.51%,-3.24%,-0.15%,2.83%,-0.11%,-2.06%,-0.21%,-18.93%,-,3.00%,-0.04%,Upgrade
18,EPS (Basic),-28.33,-521.65,441.00,319.00,-363.00,84.00,746.00,-,-,-53.00,-1448.00,1145.00,349.00,256.16,121.00,112.00,148.00,399.00,-477.00,38.00,Upgrade
19,EPS (Diluted),-28.33,-521.65,441.00,319.00,-363.00,84.00,746.00,-,-,-53.00,-1448.00,1145.00,349.00,256.16,121.00,112.00,148.00,399.00,-477.00,38.00,Upgrade
20,EPS Growth,-,-,-40.88%,-,-,-,-,-,-,-,-,922.32%,135.81%,-35.80%,-,194.74%,-92.92%,-,-,-47.95%,Upgrade
