,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Feb '25 Feb 27, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Market Capitalization,33752,25542,30103,41506,27822,26910,29647,22805,30559,24630,32840,38769,57469,63399,32383,26910,30103,26454,22805,24630,47435,Upgrade
1,Market Cap Growth,-5.08%,-5.08%,1.54%,82.00%,-8.96%,9.26%,-9.72%,-41.18%,-46.83%,-61.15%,1.41%,44.07%,90.91%,139.66%,42.00%,9.26%,-36.54%,-38.95%,-44.44%,45.95%,131.11%,Upgrade
2,Enterprise Value,101452,81518,86079,89576,75893,76625,80259,75832,99005,104387,94682,65288,95161,97518,66503,68191,71383,77803,53825,46881,36593,Upgrade
3,Last Close Price,7400.00,5600.00,6600.00,9100.00,6100.00,5900.00,6500.00,5000.00,6700.00,5400.00,7200.00,8500.00,12600.00,13900.00,7100.00,5900.00,6600.00,5800.00,5000.00,5400.00,10400.00,Upgrade
4,PE Ratio,421.87,-,-,18.94,7.77,-,11.38,11.49,-,-,-,-,6.73,16.55,11.19,7.59,40.24,64.45,2.03,-,5.03,Upgrade
5,PS Ratio,0.34,0.30,0.38,0.60,0.48,0.53,0.61,0.51,0.63,0.50,0.78,0.94,1.40,1.55,0.48,0.39,0.43,0.36,0.05,0.05,0.10,Upgrade
6,PB Ratio,0.33,0.42,0.50,0.65,0.45,0.43,0.47,0.36,0.51,0.41,-,0.64,-,1.03,0.52,0.45,0.52,0.45,0.40,0.44,0.82,Upgrade
7,P/TBV Ratio,0.42,0.42,0.50,0.65,0.45,0.43,0.47,0.36,0.51,0.41,-,0.64,-,1.03,0.52,0.45,0.52,0.45,0.40,0.44,0.82,Upgrade
8,P/FCF Ratio,-,-2.88,-2.53,-,-,-,-,-0.88,-0.89,-,-,-,3.79,7.14,3.99,-3.79,-1.59,-,-,-,-,Upgrade
