,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,538.98,641.24,769.7,1183,979.47,1262,7179,7677,7536,7833,Upgrade
1,Revenue Growth (YoY),-29.98%,-45.79%,-21.42%,-6.23%,-86.36%,-83.57%,-4.75%,-1.99%,1.95%,19.85%,Upgrade
2,Cost of Revenue,463.47,597.27,700.68,1136,913.21,1250,6792,7348,7092,7224,Upgrade
3,Gross Profit,75.5,43.97,69.02,46.55,66.25,11.37,387.09,328.9,444.16,608.52,Upgrade
4,"Selling, General & Admin",65.71,110.84,66.38,58.8,62.34,198.9,637.5,1131,594.94,1118,Upgrade
5,Other Operating Expenses,0.22,89.38,-1.56,-7.85,-2.77,7.14,-62.64,-107.12,-44.97,-54.46,Upgrade
6,Operating Expenses,65.93,200.21,64.82,50.95,59.57,206.05,574.87,1024,549.97,1064,Upgrade
7,Operating Income,9.58,-156.25,4.2,-4.4,6.68,-194.68,-187.78,-694.67,-105.81,-455.07,Upgrade
8,Interest Expense,-24.87,-19.98,-18.25,-18.02,-20.4,-27.24,-21.49,-192.93,-236.88,-223.72,Upgrade
9,Interest & Investment Income,0.15,-,0.28,0.08,0.27,-,1.63,2.31,1.08,0.53,Upgrade
10,Currency Exchange Gain (Loss),-0.06,-0.37,0.08,0.42,0.04,6.74,6.15,75.41,-15.15,-5.84,Upgrade
11,Other Non Operating Income (Expenses),-0.06,-0.02,-0.03,-0.04,-0.05,-0.23,-0.21,-0.42,-0.26,-0.14,Upgrade
12,EBT Excluding Unusual Items,-15.27,-176.61,-13.73,-21.95,-13.47,-215.42,-201.69,-810.3,-357.02,-684.24,Upgrade
13,Gain (Loss) on Sale of Assets,2.03,-18.05,0.51,-0.18,1.92,4.79,3499,-8.74,-1.93,-12.51,Upgrade
14,Asset Writedown,-,32.42,-32.42,-,-,-,-,-805.61,-,-2726,Upgrade
15,Legal Settlements,-,0.23,-0.23,1.68,-,-42.27,-3,30.76,-34.91,-47.51,Upgrade
16,Other Unusual Items,-,-,-,12.71,-,-,-,-3.24,3.24,-16.59,Upgrade
17,Pretax Income,-13.24,-162.01,-45.87,-7.74,-11.54,-252.89,3294,-1597,-390.62,-3487,Upgrade
18,Income Tax Expense,-0.05,0.14,-6.72,1.46,4.59,3.28,7.56,9.83,14.12,2.66,Upgrade
19,Earnings From Continuing Operations,-13.19,-162.14,-39.15,-9.19,-16.14,-256.17,3287,-1607,-404.74,-3489,Upgrade
20,Minority Interest in Earnings,3.12,34.7,18.95,4.81,5.49,28.58,1.42,-4.38,-3.18,-2.96,Upgrade
21,Net Income,-10.07,-127.44,-20.2,-4.39,-10.65,-227.6,3288,-1611,-407.92,-3492,Upgrade
22,Net Income to Common,-10.07,-127.44,-20.2,-4.39,-10.65,-227.6,3288,-1611,-407.92,-3492,Upgrade
23,Shares Outstanding (Basic),1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,Upgrade
24,Shares Outstanding (Diluted),1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,Upgrade
25,EPS (Basic),-0.01,-0.07,-0.01,-0.00,-0.01,-0.12,1.80,-0.88,-0.22,-1.92,Upgrade
26,EPS (Diluted),-0.01,-0.07,-0.01,-0.00,-0.01,-0.13,1.80,-0.88,-0.22,-1.92,Upgrade
27,Free Cash Flow,-6.68,19.74,-13.21,-20.27,4.11,-96.47,-114.56,-116.65,43.49,9.54,Upgrade
28,Free Cash Flow Per Share,-0.00,0.01,-0.01,-0.01,0.00,-0.05,-0.06,-0.06,0.02,0.01,Upgrade
29,Operating Margin,1.78%,-24.37%,0.55%,-0.37%,0.68%,-15.43%,-2.62%,-9.05%,-1.40%,-5.81%,Upgrade
30,Profit Margin,-1.87%,-19.87%,-2.62%,-0.37%,-1.09%,-18.04%,45.80%,-20.99%,-5.41%,-44.59%,Upgrade
31,Free Cash Flow Margin,-1.24%,3.08%,-1.72%,-1.71%,0.42%,-7.65%,-1.60%,-1.52%,0.58%,0.12%,Upgrade
32,EBITDA,23.78,-145.65,20.57,5.21,26.83,-141.8,-130.45,-559.09,-10.07,-318.67,Upgrade
33,D&A For EBITDA,14.21,10.6,16.37,9.61,20.14,52.88,57.33,135.59,95.74,136.4,Upgrade
34,EBIT,9.58,-156.25,4.2,-4.4,6.68,-194.68,-187.78,-694.67,-105.81,-455.07,Upgrade
