,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,31.67,39.3,26.32,33.21,59.91,79.75,95.18,307.55,392.89,217.4,Upgrade
1,Short-Term Investments,169.89,180.92,155.86,169.13,59.51,64.54,134.61,547.96,286.81,234.27,Upgrade
2,Cash & Short-Term Investments,201.55,220.22,182.18,202.34,119.42,144.29,229.79,855.51,679.7,451.68,Upgrade
3,Cash Growth,10.64%,8.84%,52.55%,40.23%,-48.03%,-83.13%,-66.19%,89.41%,72.54%,9.45%,Upgrade
4,Accounts Receivable,159.48,108.68,92.34,70.59,49.04,25.94,19.95,321.26,419.9,384.02,Upgrade
5,Other Receivables,116,163.22,128.49,150.98,233.88,224.36,129.67,1558,1320,1233,Upgrade
6,Receivables,275.48,271.9,220.83,221.58,282.91,250.3,149.62,1879,1739,1617,Upgrade
7,Inventory,116.79,146.01,163.73,117.27,88.58,120.66,121.96,610.59,759.95,1037,Upgrade
8,Other Current Assets,-,-,-,-,-,-,-,13.32,12.94,39.31,Upgrade
9,Total Current Assets,593.83,638.13,566.73,541.18,490.92,515.24,501.36,3358,3192,3146,Upgrade
10,"Property, Plant & Equipment",359.23,372.07,479.82,539.74,581.27,621.77,670.48,5022,5381,5690,Upgrade
11,Other Intangible Assets,3.1,-,0.19,0.66,1.18,1.74,2.45,0.06,-,-,Upgrade
12,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,7.88,Upgrade
13,Other Long-Term Assets,1.75,1.76,92.29,95.34,95.27,167.75,168.29,776.48,698.57,837.89,Upgrade
14,Total Assets,957.91,1012,1139,1177,1169,1307,1343,9156,9271,9681,Upgrade
15,Accounts Payable,97.19,171.62,244.86,191.63,102.43,117.99,376.78,593.3,522.11,613.46,Upgrade
16,Accrued Expenses,359.26,341.68,317.33,309.21,316.58,307.59,293.31,1931,1575,1350,Upgrade
17,Short-Term Debt,-,-,-,-,-,-,-,1024,-,962.49,Upgrade
18,Current Portion of Long-Term Debt,443.02,446.2,439.28,453.4,508.54,544.29,535.03,5973,6476,4937,Upgrade
19,Current Portion of Leases,0.89,0.87,1.49,0.69,1.63,1.87,2.13,2.06,2.91,2.89,Upgrade
20,Current Income Taxes Payable,0.03,0.03,0.03,2.13,4.39,2.55,2.59,12.4,6.21,5.33,Upgrade
21,Current Unearned Revenue,28.59,28.91,23.91,24.58,28.46,31.22,16.88,376.12,219.56,327.14,Upgrade
22,Other Current Liabilities,683.51,628.06,522.19,597.15,633.84,702.52,280.96,2392,2187,2026,Upgrade
