,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,111291,44533,45941,69339,62418,67298,93199,149296,202154,97848,124231,164890,46659,70611,256541,188153,-,79384,43564,68949,Upgrade
1,Short-Term Investments,-,72.9,72.9,5121,72.9,72.9,72.9,72.9,72.9,72.9,72.9,50073,72.9,61.6,61.6,57.4,-,54.6,54.6,48.72,Upgrade
2,Trading Asset Securities,72.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,111364,44606,46014,74460,62491,67371,93272,149368,202226,97921,124304,214963,46732,70672,256603,188211,-,79439,43619,68998,Upgrade
4,Cash Growth,78.21%,-33.79%,-50.67%,-50.15%,-69.10%,-31.20%,-24.96%,-30.51%,332.73%,38.56%,-51.56%,14.21%,-,-11.04%,488.28%,172.78%,-,-,-73.04%,-47.33%,Upgrade
5,Accounts Receivable,730746,460194,345498,279744,678160,372175,525409,458704,469415,412441,526243,461183,371873,330549,367756,542533,-,547635,611837,613722,Upgrade
6,Other Receivables,61949,55603,55523,62730,60285,56134,58110,58068,52974,54142,52456,49787,38630,37255,34030,35371,-,128175,126733,123211,Upgrade
7,Receivables,792695,515798,401022,342474,738445,428309,583519,516772,522389,466583,578700,510971,410503,367804,401786,577904,-,675810,738570,736932,Upgrade
8,Inventory,414694,443895,373964,377660,347366,447381,375030,405108,330349,354316,314090,272840,251134,280794,228031,186890,-,207535,217618,234853,Upgrade
