,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,61.33,67.94,65.76,68.09,68.26,66.49,62.32,60,52.36,51.79,Upgrade
1,Revenue Growth (YoY),-6.73%,-0.23%,-3.68%,2.41%,9.54%,10.81%,19.01%,15.85%,-51.94%,-67.97%,Upgrade
2,Cost of Revenue,27.15,29.96,28.06,30.56,33.2,33.12,26.39,27.38,31.82,45.83,Upgrade
3,Gross Profit,34.18,37.98,37.69,37.53,35.06,33.37,35.93,32.62,20.54,5.97,Upgrade
4,"Selling, General & Admin",10.81,9.71,11.2,10.25,11.88,9.17,11.37,9.72,15.75,15.75,Upgrade
5,Other Operating Expenses,32.04,27.82,34.84,30.33,34.53,28.45,33.22,28.59,34.13,29.94,Upgrade
6,Operating Expenses,42.85,37.53,46.04,40.58,46.41,37.62,44.59,38.31,49.88,45.69,Upgrade
7,Operating Income,-8.67,0.45,-8.35,-3.05,-11.35,-4.26,-8.65,-5.69,-29.33,-39.72,Upgrade
8,Interest Expense,-0.02,-0.01,-0.06,-0.03,-0.05,-0.01,-0.01,-0.01,-0.02,-0.04,Upgrade
9,Interest & Investment Income,32.93,30.05,25.99,19.82,10.26,2.2,1.95,2.9,5.75,10.75,Upgrade
10,Earnings From Equity Investments,20.19,21.3,36.97,25.86,-17.45,-28.14,-36.67,-44.85,-39.4,-54.61,Upgrade
11,Currency Exchange Gain (Loss),9.23,-2.51,1.66,-0.93,-0.81,-7.94,-2.45,-2.78,12.8,-3.54,Upgrade
12,Other Non Operating Income (Expenses),-0.78,0.38,-0.38,-,-,-0.03,0.03,0.01,-0.01,0.88,Upgrade
13,EBT Excluding Unusual Items,52.88,49.66,55.83,41.67,-19.39,-38.18,-45.79,-50.41,-50.21,-86.28,Upgrade
14,Gain (Loss) on Sale of Investments,-9.16,-14,-26.88,-9.52,-33.04,-1.65,-9.52,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,0.32,-0.01,0,-0,0,0.11,0,-0.02,-,0.01,Upgrade
16,Other Unusual Items,-,-,-,-0,1.09,2.89,-,0.9,1.08,1.75,Upgrade
17,Pretax Income,44.04,35.65,28.95,32.14,-51.34,-36.83,-55.31,-49.53,-49.13,-84.52,Upgrade
18,Income Tax Expense,0.56,0.15,0.15,0.16,0.13,0.09,0.19,0.32,-3.64,-1.69,Upgrade
19,Net Income,43.48,35.5,28.8,31.98,-51.47,-36.92,-55.5,-49.85,-45.48,-82.83,Upgrade
20,Net Income to Common,43.48,35.5,28.8,31.98,-51.47,-36.92,-55.5,-49.85,-45.48,-82.83,Upgrade
21,Net Income Growth,50.96%,11.00%,-,-,-,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),1155,1147,1143,1143,1143,1143,1143,1143,1143,1140,Upgrade
23,Shares Outstanding (Diluted),1155,1147,1143,1143,1143,1143,1143,1143,1143,1140,Upgrade
24,Shares Change (YoY),1.09%,0.38%,-,-,-,-,-,0.23%,1.78%,2.63%,Upgrade
25,EPS (Basic),0.04,0.03,0.03,0.03,-0.05,-0.03,-0.05,-0.04,-0.04,-0.07,Upgrade
26,EPS (Diluted),0.04,0.03,0.03,0.03,-0.05,-0.03,-0.05,-0.04,-0.04,-0.07,Upgrade
27,EPS Growth,49.33%,10.58%,-,-,-,-,-,-,-,-,Upgrade
28,Free Cash Flow,-,0.84,16.45,12.64,21.45,14.79,9.72,29,-19.19,-67.5,Upgrade
29,Free Cash Flow Per Share,-,0.00,0.01,0.01,0.02,0.01,0.01,0.03,-0.02,-0.06,Upgrade
30,Dividend Per Share,0.015,0.015,0.015,-,-,-,-,-,-,-,Upgrade
31,Operating Margin,-14.13%,0.67%,-12.70%,-4.48%,-16.62%,-6.40%,-13.89%,-9.48%,-56.02%,-76.69%,Upgrade
32,Profit Margin,70.90%,52.26%,43.80%,46.97%,-75.40%,-55.52%,-89.06%,-83.08%,-86.86%,-159.92%,Upgrade
33,Free Cash Flow Margin,-,1.23%,25.02%,18.56%,31.42%,22.25%,15.60%,48.33%,-36.66%,-130.34%,Upgrade
34,EBITDA,0.9,9.94,1.29,6.87,-1.44,6.19,1.92,5.37,-17.43,-27.21,Upgrade
35,D&A For EBITDA,9.56,9.49,9.64,9.92,9.91,10.45,10.58,11.06,11.9,12.51,Upgrade
36,EBIT,-8.67,0.45,-8.35,-3.05,-11.35,-4.26,-8.65,-5.69,-29.33,-39.72,Upgrade
