,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,138892,125789,144133,172960,159857,170339,178201,196545,144133,165098,280404,359022,1001069,733768,319713,128409,107445,131030,131030,78618,55033,Upgrade
1,Market Cap Growth,-26.15%,-26.15%,-19.12%,-12.00%,10.91%,3.17%,-36.45%,-45.26%,-85.60%,-77.50%,-12.30%,179.59%,831.71%,460.00%,144.00%,63.33%,95.24%,51.52%,66.67%,7.14%,-34.38%,Upgrade
2,Enterprise Value,146405,133365,151469,157100,167672,179080,186347,205226,149285,163922,278927,357346,1019221,751920,314985,147171,125937,149522,151162,98449,75324,Upgrade
3,Last Close Price,5300.00,4800.00,5500.00,6600.00,6100.00,6500.00,6800.00,7500.00,5500.00,6300.00,10700.00,13700.00,38200.00,28000.00,12200.00,4900.00,4100.00,5000.00,5000.00,3000.00,2100.00,Upgrade
4,PE Ratio,3046.47,11.47,11.29,14.70,-,24.37,-,-321.34,-,75.47,-,17.43,42.73,29.80,73.39,40.17,-62.58,-,-,-1.38,-0.89,Upgrade
5,PS Ratio,3.36,2.74,3.27,3.69,3.48,3.81,2.75,3.34,2.22,2.68,5.11,6.70,23.17,15.74,10.01,4.04,4.18,4.76,4.76,2.52,1.48,Upgrade
6,PB Ratio,0.74,0.67,0.80,0.91,0.86,0.76,-,0.91,0.67,0.76,1.29,-,3.79,2.78,1.65,0.67,0.55,0.54,0.67,0.40,0.28,Upgrade
7,P/TBV Ratio,0.67,0.67,0.80,0.91,0.86,0.76,-,0.91,0.67,0.76,1.29,-,3.79,2.78,1.65,0.67,0.55,0.54,0.67,0.40,0.28,Upgrade
8,P/FCF Ratio,14.42,14.42,-,-18.09,-14.57,-,-,-,-,-,-,-,-,-,-,7.77,115.36,-,72.05,-,233.41,Upgrade
9,P/OCF Ratio,14.42,14.42,-,-18.09,-14.57,-,-,-,-,-,-,-,-,-,-,7.77,115.36,-,72.05,-,233.41,Upgrade
10,EV/Sales Ratio,3.54,2.90,3.44,3.35,3.65,4.01,2.87,3.48,2.29,2.66,5.08,6.67,23.59,16.12,9.86,4.63,4.90,5.43,5.49,3.15,2.02,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-67.40,-,79.15,Upgrade
12,EV/EBIT Ratio,-,-,-,550.15,-,-,-,-,-,-,-,120.11,134.06,85.43,51.07,29.32,-27.97,-,-,-,-7.74,Upgrade
13,EV/FCF Ratio,15.29,15.29,-,-16.43,-15.28,-,-,-,-,-,-,-,-,-,-,8.90,135.21,-,83.12,-,319.47,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.07,0.07,0.08,0.06,-,0.07,0.07,0.05,0.02,-,0.02,0.01,0.13,0.01,0.13,0.01,0.13,0.13,0.14,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.27,-,7.32,Upgrade
16,Debt / FCF Ratio,1.53,1.53,-,-1.40,-1.29,-,-,-,-,-,-,-,-,-,-,0.11,27.82,-,14.09,-,118.18,Upgrade
17,Asset Turnover,0.19,0.17,0.25,0.10,-,-,0.20,0.08,0.41,-,-,0.03,0.27,0.07,0.12,-,0.10,0.07,0.06,0.08,Upgrade,
18,Inventory Turnover,855.11,31.25,12.39,14.00,16.83,-,-,11.46,6.52,64.52,-,-,106.45,50.51,4.62,8.93,-,10.83,3.29,2.82,3.16,Upgrade
19,Quick Ratio,1.57,0.73,1.49,1.67,1.59,1.51,-,0.93,1.11,1.02,1.13,-,1.03,1.02,1.70,1.80,1.35,1.13,1.32,1.31,1.32,Upgrade
20,Current Ratio,1.62,1.62,1.61,1.78,1.69,1.62,-,1.14,1.25,1.12,1.19,-,1.08,1.07,1.80,1.91,1.49,1.19,1.45,1.45,1.45,Upgrade
21,Return on Equity (ROE),13.63%,0.77%,9.73%,-0.44%,-,-,0.97%,-1.73%,0.88%,-,-,0.24%,30.19%,1.92%,10.46%,-,-5.45%,-0.48%,0.30%,13.27%,Upgrade,
22,Return on Assets (ROA),-2.19%,-0.39%,4.03%,-0.61%,-,-,-0.28%,-0.85%,-0.14%,-,-,0.12%,0.71%,0.64%,3.77%,-,-1.14%,-0.15%,-2.79%,0.30%,Upgrade,
23,Return on Capital (ROIC),-2.79%,-0.50%,5.17%,-0.77%,-,-,-0.37%,-1.15%,-0.18%,-,-,0.16%,1.04%,1.14%,6.61%,-,-1.75%,-0.24%,-4.50%,0.48%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,0.14%,-,-,-,-,-,-,-,-,2.59%,3.00%,2.02%,1.62%,-1.52%,-,-,-,-3.26%,Upgrade
25,Earnings Yield,0.03%,8.72%,8.86%,6.80%,4.82%,4.10%,-0.33%,-0.31%,0.76%,1.33%,6.77%,5.74%,2.34%,3.36%,1.36%,2.49%,-1.60%,2.57%,-41.90%,-72.68%,-112.21%,Upgrade
26,FCF Yield,6.93%,6.93%,0.34%,-5.53%,-6.86%,-,-10.26%,-3.82%,-6.74%,-5.46%,-,-7.99%,-0.98%,-1.02%,0.04%,12.88%,0.87%,0.17%,1.39%,-0.08%,0.43%,Upgrade
27,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,0.40%,-,-,-,-,-,-,-,Upgrade,
28,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,0.40%,-,-,-,-,-,-,-,Upgrade,
