,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,268.55,215.21,406.63,24402,635.14,-,945.64,291.77,168.73,527.19,-,538.91,526.43,1895,885.76,1545,245.25,1530,470.37,2432,Upgrade
1,Short-Term Investments,5600,5600,5600,5600,5600,-,5600,5600,5600,5600,-,5600,5600,5600,5600,5600,5600,5600,5600,5600,Upgrade
2,Cash & Short-Term Investments,5869,5815,6007,30002,6235,-,6546,5892,5769,6127,-,6139,6126,7495,6486,7145,5845,7130,6070,8032,Upgrade
3,Cash Growth,-5.88%,-,-8.23%,409.22%,8.09%,-,-,-4.03%,-5.84%,-18.25%,-,-14.09%,4.81%,5.13%,6.84%,-11.04%,-8.45%,-28.60%,-36.50%,-,Upgrade
4,Accounts Receivable,18654,19045,29687,35297,26086,-,4318,11057,12807,3990,-,6261,6305,9406,8011,13072,13192,13788,13885,14755,Upgrade
5,Other Receivables,13041,47885,46759,23784,45571,-,45578,57680,45835,34920,-,40041,38561,90761,90030,64302,21804,63981,63290,62247,Upgrade
6,Receivables,74590,66930,76446,59081,71657,-,49896,68738,58642,38910,-,46302,44865,100167,98041,77373,34996,77769,77175,77001,Upgrade
7,Inventory,47.9,3226,3226,3226,47.9,-,6701,3426,3427,89.83,-,89.83,89.83,3742,3746,6263,118.13,6285,6285,6285,Upgrade
8,Prepaid Expenses,9.53,1.41,4.85,8.9,12.94,-,94.52,324.6,385.07,13.48,-,429,489.32,14.02,136.01,40.91,54.67,46.43,91.78,39.37,Upgrade
9,Other Current Assets,2925,2677,2648,2379,5548,-,6023,5909,2472,2112,-,1967,1961,2308,2176,2065,1996,2083,2151,2163,Upgrade
10,Total Current Assets,83440,78649,88331,94696,83501,-,69260,84289,70695,47252,-,54927,53532,113725,110585,92888,43010,93313,91773,93521,Upgrade
11,"Property, Plant & Equipment",19199,90472,88735,93409,93609,-,99167,99021,99391,97199,-,102451,102815,148919,151771,159422,104001,161728,161300,165182,Upgrade
12,Long-Term Investments,132163,56261,56261,56261,99139,-,117205,117205,129194,129194,-,178384,178384,97181,97289,97289,197141,97365,97585,97585,Upgrade
13,Other Long-Term Assets,20705,20822,22822,18435,18522,-,19803,10045,9366,12373,-,8134,8316,8119,8133,9895,9787,8805,9845,6464,Upgrade
14,Total Assets,255508,246205,256150,262802,294771,-,305435,310559,308646,286019,-,343896,343048,367945,367777,359493,353939,361212,360504,362753,Upgrade
15,Accounts Payable,15325,11459,10760,16634,11737,-,20284,27060,26189,8761,-,20271,20266,13713,12798,8670,8698,8699,8879,8791,Upgrade
16,Accrued Expenses,985.15,1196,1413,1375,1320,-,841.16,914.63,1171,1823,-,2983,3271,3370,2374,5635,2601,8178,7545,6313,Upgrade
17,Short-Term Debt,13382,13392,13343,14143,14051,-,14692,14572,10921,4951,-,4463,1448,5121,1758,5328,1698,5043,5624,7284,Upgrade
18,Current Income Taxes Payable,-,-,-,-,18.21,-,88.19,-,-,134.93,-,30.42,353.72,29.65,29.11,62.72,57.93,-,-,-,Upgrade
19,Current Unearned Revenue,1420,881.29,2376,2370,2238,-,2488,2020,2138,1651,-,1092,1134,1294,1124,926.53,991.52,2254,1754,1900,Upgrade
20,Other Current Liabilities,20412,21814,21620,21648,22059,-,22449,22653,22812,22512,-,21964,23473,39745,39830,41847,22248,40200,39583,40176,Upgrade
21,Total Current Liabilities,51524,48742,49512,56169,51423,-,60842,67220,63230,39835,-,50802,49946,63272,57912,62469,36294,64374,63384,64464,Upgrade
22,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,20526,-,20579,-,20579,20579,20579,Upgrade
23,Long-Term Unearned Revenue,11591,11336,9933,14525,14714,-,13276,12542,12165,13411,-,12973,13140,11332,11605,11765,11847,11475,11300,11006,Upgrade
