,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,12091,10497,16214,7123,10183,13352,15293,5849,30360,7431,21421,2364,23704,6099,11040,5790,9017,5926,4982,7617,Upgrade
1,Revenue Growth (YoY),18.74%,-21.38%,6.02%,21.80%,-66.46%,79.68%,-28.61%,147.39%,28.08%,21.84%,94.04%,-59.17%,162.88%,2.92%,121.58%,-23.98%,0.29%,-38.52%,-54.80%,-14.09%,Upgrade
2,Cost of Revenue,12786,9993,11286,6888,10591,13227,14511,5586,28361,6944,19149,2391,24192,4320,11178,3153,8672,5174,4429,4972,Upgrade
3,Gross Profit,-694.63,503.55,4928,235.03,-408.16,125.15,781.72,263.01,1999,486.73,2272,-26.64,-488.36,1778,-137.94,2637,345.42,751.74,553.34,2645,Upgrade
4,"Selling, General & Admin",1502,900.32,746.77,911.54,2047,889.61,1123,1313,2161,1037,1414,-196.87,-1497,840.6,-5624,1268,1970,961.89,4590,2220,Upgrade
5,Operating Expenses,1502,900.32,746.77,911.54,2047,889.61,1123,1313,2161,1037,1414,-196.87,-1497,840.6,-5624,1268,1970,961.89,4590,2220,Upgrade
6,Operating Income,-2197,-396.77,4181,-676.51,-2455,-764.46,-341.66,-1050,-161.93,-550.63,858.66,170.23,1009,937.76,5486,1369,-1625,-210.14,-4037,425.51,Upgrade
7,Interest Expense,-216.09,-,-264.51,-248.27,-306.59,-292.17,-392.19,-193.37,-158.97,-26.89,-78.5,-10.57,-24.77,-14.32,-18.35,-15.23,-18.36,-25.83,-40.58,-39.29,Upgrade
8,Interest & Investment Income,724.81,705.17,677.18,694.48,10521,415.55,1262,303.34,815.44,88.44,1446,0.42,5053,0.2,189.9,0.13,175.51,0.17,212.75,2185,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,106.93,-,-,-,220.48,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),7936,49.23,-4.28,3.88,289.05,-2.41,-8.17,4.73,-16.47,-185.55,-1.59,-0.82,11123,-,-596.52,-,-178.38,-,2412,3868,Upgrade
