,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1169,1749,1138,1614,2200,2987,1738,2530,1556,2741,Upgrade
1,Revenue Growth (YoY),2.69%,8.39%,-48.27%,-45.96%,26.56%,18.05%,11.69%,-7.70%,-6.78%,-0.58%,Upgrade
2,Cost of Revenue,1016,1395,1013,1346,1896,2641,1549,2161,1394,2280,Upgrade
3,Gross Profit,152.08,354.5,124.86,267.62,303.64,345.94,189.48,368.7,162.21,461.57,Upgrade
4,"Selling, General & Admin",171.61,213.32,178.47,146.72,230.55,280.93,253.47,234.32,220.11,327.67,Upgrade
5,Other Operating Expenses,-64.46,-13.89,-24.78,-20.23,-21.69,-55.73,-40.66,-31.07,-16.87,-5.77,Upgrade
6,Operating Expenses,107.16,199.43,153.69,126.49,208.86,225.21,212.81,203.25,203.24,321.91,Upgrade
7,Operating Income,44.92,155.07,-28.83,141.13,94.78,120.74,-23.33,165.45,-41.03,139.67,Upgrade
8,Interest Expense,-124.37,-128.48,-138.27,-116.61,-88.64,-86.95,-82.68,-90.6,-102.35,-107.03,Upgrade
9,Interest & Investment Income,-,2.57,-,3.47,-,1.78,-,2.88,-,5.4,Upgrade
10,Earnings From Equity Investments,-,-0.11,-0.15,0.04,-0.2,-0.32,-0,-0.48,-0.16,-0.01,Upgrade
11,EBT Excluding Unusual Items,-79.46,29.06,-167.25,28.03,5.93,35.25,-106.01,77.25,-143.53,38.03,Upgrade
12,Impairment of Goodwill,-,-,-,-,-,-,-,-12.34,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,2.87,Upgrade
14,Gain (Loss) on Sale of Assets,-,30.65,78.2,61.79,32.68,21.93,-,23.85,-,56.79,Upgrade
15,Asset Writedown,-0.08,-41.24,5.35,-53.25,-1.86,126.7,-0.45,147.8,1.87,703.64,Upgrade
16,Other Unusual Items,-,30.04,-,13.61,-,8.88,-,20.1,-,-,Upgrade
17,Pretax Income,-79.53,48.51,-83.7,50.19,36.75,192.76,-106.47,256.65,-141.66,801.33,Upgrade
18,Income Tax Expense,1.34,6.64,0.61,22.27,-0.98,50.47,2.75,44.72,4.89,271.68,Upgrade
19,Earnings From Continuing Operations,-80.88,41.88,-84.32,27.91,37.73,142.29,-109.22,211.93,-146.55,529.65,Upgrade
20,Minority Interest in Earnings,1.73,5.56,5.03,0.13,8.96,-3.16,0.94,3,1.39,27.73,Upgrade
21,Net Income,-79.14,47.44,-79.28,28.04,46.69,139.13,-108.28,214.93,-145.16,557.38,Upgrade
22,Net Income to Common,-79.14,47.44,-79.28,28.04,46.69,139.13,-108.28,214.93,-145.16,557.38,Upgrade
23,Net Income Growth,-,69.16%,-,-79.85%,-,-35.27%,-,-61.44%,-,329.56%,Upgrade
24,Shares Outstanding (Basic),12983,12983,12983,12983,12983,12983,12983,12983,12983,12983,Upgrade
25,Shares Outstanding (Diluted),12983,12983,12983,13409,13409,13855,12983,14593,12983,13961,Upgrade
26,Shares Change (YoY),-,-3.18%,-3.18%,-3.22%,3.28%,-5.06%,-,4.53%,-7.07%,-0.12%,Upgrade
27,EPS (Basic),-0.01,0.00,-0.01,0.00,0.00,0.01,-0.01,0.02,-0.01,0.04,Upgrade
28,EPS (Diluted),-0.01,0.00,-0.01,0.00,0.00,0.01,-0.01,0.01,-0.01,0.04,Upgrade
29,EPS Growth,-,82.65%,-,-78.80%,-,-34.99%,-,-63.74%,-,344.13%,Upgrade
30,Free Cash Flow,-82.31,364.59,-259.04,613.55,26.38,219.01,-262.86,220.46,-167.62,536.85,Upgrade
31,Free Cash Flow Per Share,-0.01,0.03,-0.02,0.05,0.00,0.02,-0.02,0.02,-0.01,0.04,Upgrade
32,Operating Margin,3.84%,8.86%,-2.53%,8.74%,4.31%,4.04%,-1.34%,6.54%,-2.64%,5.10%,Upgrade
33,Profit Margin,-6.77%,2.71%,-6.97%,1.74%,2.12%,4.66%,-6.23%,8.49%,-9.33%,20.33%,Upgrade
34,Free Cash Flow Margin,-7.04%,20.84%,-22.77%,38.01%,1.20%,7.33%,-15.12%,8.71%,-10.77%,19.58%,Upgrade
35,EBITDA,61.77,172.62,-9.15,158.27,120.87,139.33,2.82,195.19,-16.14,164.89,Upgrade
36,D&A For EBITDA,16.86,17.55,19.69,17.14,26.09,18.59,26.15,29.75,24.88,25.22,Upgrade
37,EBIT,44.92,155.07,-28.83,141.13,94.78,120.74,-23.33,165.45,-41.03,139.67,Upgrade
