,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,"Selling, General & Admin",10.01,14.2,11.15,19.67,8.37,24.5,10.36,20.65,14.69,18.87,Upgrade
1,Other Operating Expenses,-,1.33,-,1.28,-,1.37,-,1.23,-,1.37,Upgrade
2,Operating Expenses,10.01,15.52,11.15,29.32,8.37,47.51,10.36,21.88,14.69,20.24,Upgrade
3,Operating Income,-10.01,-15.52,-11.15,-29.32,-8.37,-47.51,-10.36,-21.88,-14.69,-20.24,Upgrade
4,Interest Expense,-0.03,-0.05,-0.03,-0.01,-0.03,-0.04,-0.03,-0.01,-0.03,-0.07,Upgrade
5,Interest & Investment Income,1.02,0.63,1.34,1.19,0.63,0.39,0.35,0.61,1.25,0.88,Upgrade
6,Earnings From Equity Investments,-0.01,0.01,-0.01,0.79,-0.01,-,-0.01,-,-0.01,-0.11,Upgrade
7,Currency Exchange Gain (Loss),0.35,-0.41,-0.47,-0.16,-0.34,3.1,-0.89,4.34,1.21,-6.69,Upgrade
8,Other Non Operating Income (Expenses),0.14,0.07,0.25,0.09,0.17,-3.06,0.08,-10.04,0,-6.43,Upgrade
9,EBT Excluding Unusual Items,-8.54,-15.27,-10.08,-27.41,-7.94,-47.11,-10.86,-26.98,-12.27,-32.65,Upgrade
10,Gain (Loss) on Sale of Investments,-,4.43,-,-17.45,-,-,-,-,-,-,Upgrade
11,Gain (Loss) on Sale of Assets,-,-,0.17,-,-,-,-,0.01,-,-,Upgrade
12,Asset Writedown,-,-,-,-,-,125.15,-,-626.13,-,-,Upgrade
13,Pretax Income,-8.54,-10.85,-9.9,-44.86,-7.94,78.04,-10.86,-653.1,-12.27,-32.65,Upgrade
14,Earnings From Continuing Operations,-8.54,-10.85,-9.9,-44.86,-7.94,78.04,-10.86,-653.1,-12.27,-32.65,Upgrade
15,Minority Interest in Earnings,1.14,0.55,1.03,3.26,3.56,-23.17,1.13,137.78,1.35,4.71,Upgrade
16,Net Income,-7.4,-10.3,-8.88,-41.61,-4.38,54.87,-9.73,-515.32,-10.91,-27.95,Upgrade
17,Net Income to Common,-7.4,-10.3,-8.88,-41.61,-4.38,54.87,-9.73,-515.32,-10.91,-27.95,Upgrade
18,Shares Outstanding (Basic),18035,18035,18035,18035,18035,18035,18035,18035,18035,17919,Upgrade
19,Shares Outstanding (Diluted),18035,18035,18035,18035,18035,18035,18035,18035,18035,17919,Upgrade
20,Shares Change (YoY),-,-,-,-,-,-,-,0.65%,-0.64%,-1.28%,Upgrade
21,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.03,-0.00,-0.00,Upgrade
22,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.03,-0.00,-0.00,Upgrade
23,Free Cash Flow,-21.49,-17.38,-11.3,-8.79,-18.13,-13.72,-15.21,-23.46,-13.93,-20.99,Upgrade
24,Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,Upgrade
25,EBITDA,-9.95,-15.39,-11.04,-29.2,-8.19,-47.33,-10.18,-21.82,-14.4,-19.96,Upgrade
26,D&A For EBITDA,0.06,0.13,0.12,0.12,0.18,0.18,0.18,0.07,0.29,0.28,Upgrade
27,EBIT,-10.01,-15.52,-11.15,-29.32,-8.37,-47.51,-10.36,-21.88,-14.69,-20.24,Upgrade
