,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,84.18,108.87,121.39,136.71,150.3,163.17,176.7,163.14,183.18,199.59,Upgrade
1,Short-Term Investments,-,-,-,1.74,-,2.44,-,2.99,-,2.12,Upgrade
2,Cash & Short-Term Investments,84.18,108.87,121.39,138.45,150.3,165.61,176.7,166.13,183.18,201.71,Upgrade
3,Cash Growth,-30.65%,-21.37%,-19.24%,-16.40%,-14.94%,-0.31%,-3.54%,-17.64%,-11.12%,-15.62%,Upgrade
4,Other Receivables,11.52,3.32,5.04,3.6,13.22,11.73,5.52,3.98,6.87,3.6,Upgrade
5,Receivables,11.52,3.32,5.04,3.6,13.22,11.73,5.52,3.98,6.87,3.6,Upgrade
6,Other Current Assets,-,1.66,-,-,-,-,-,-,-,-,Upgrade
7,Total Current Assets,95.7,113.84,126.43,142.05,163.52,177.34,182.23,170.11,190.05,205.31,Upgrade
8,"Property, Plant & Equipment",2710,2532,2490,2655,2605,3209,2971,3026,3216,3020,Upgrade
9,Long-Term Investments,33.19,31.12,26.26,28,43.08,53.03,54.46,55.47,58.94,55.18,Upgrade
10,Other Long-Term Assets,0.68,1.1,0.59,0.64,1.05,1.19,31.15,60.75,60.65,61.03,Upgrade
11,Total Assets,2840,2678,2644,2826,2813,3441,3239,3312,3525,3342,Upgrade
12,Accrued Expenses,-,8.39,-,7.71,-,6.17,-,9.78,-,9.4,Upgrade
13,Current Portion of Leases,1.09,1.42,1.39,0.28,0.94,1.19,1.16,0.28,0.96,1.33,Upgrade
14,Other Current Liabilities,6.37,5.03,6.3,0.33,4.22,0.48,4.53,0.54,9.01,0.29,Upgrade
15,Total Current Liabilities,7.46,14.84,7.69,8.33,5.16,7.84,5.7,10.6,9.96,11.02,Upgrade
16,Long-Term Leases,-,0.37,1.09,-,-,0.28,0.94,-,-,0.28,Upgrade
17,Other Long-Term Liabilities,12.91,12.07,12.3,13.15,9.37,11.55,11.81,12.03,9.33,8.77,Upgrade
18,Total Liabilities,20.37,27.28,21.07,21.47,14.53,19.68,18.45,22.63,19.3,20.07,Upgrade
19,Common Stock,181.52,181.52,181.52,181.52,181.52,181.52,181.52,181.52,181.52,181.52,Upgrade
20,Additional Paid-In Capital,5455,5455,5455,5455,5455,5455,5455,5455,5455,5455,Upgrade
21,Retained Earnings,-1891,-1884,-1873,-1864,-1823,-1818,-1873,-1864,-1348,-1349,Upgrade
22,Comprehensive Income & Other,-1485,-1626,-1658,-1524,-1565,-1079,-1175,-1129,-1473,-1616,Upgrade
23,Total Common Equity,2261,2128,2106,2249,2249,2740,2588,2644,2815,2672,Upgrade
24,Minority Interest,558.53,523.29,516.66,555.7,549.11,681.15,631.94,645.32,690.97,649.48,Upgrade
25,Shareholders' Equity,2819,2651,2622,2804,2798,3421,3220,3289,3506,3321,Upgrade
26,Total Liabilities & Equity,2840,2678,2644,2826,2813,3441,3239,3312,3525,3342,Upgrade
27,Total Debt,1.09,1.79,2.47,0.28,0.94,1.47,2.1,0.28,0.96,1.61,Upgrade
28,Net Cash (Debt),83.09,107.08,118.91,138.17,149.36,164.14,174.6,165.85,182.22,200.1,Upgrade
29,Net Cash Growth,-30.12%,-22.50%,-20.39%,-15.82%,-14.45%,-1.03%,-4.18%,-17.12%,-10.31%,-16.30%,Upgrade
30,Net Cash Per Share,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
31,Filing Date Shares Outstanding,18151,18151,18151,18151,18151,18151,18151,18151,18151,18151,Upgrade
32,Total Common Shares Outstanding,18151,18151,18151,18151,18151,18151,18151,18151,18151,18151,Upgrade
33,Working Capital,88.24,99,118.74,133.73,158.37,169.5,176.53,159.51,180.09,194.29,Upgrade
34,Book Value Per Share,0.12,0.12,0.12,0.12,0.12,0.15,0.14,0.15,0.16,0.15,Upgrade
35,Tangible Book Value,2261,2128,2106,2249,2249,2740,2588,2644,2815,2672,Upgrade
36,Tangible Book Value Per Share,0.12,0.12,0.12,0.12,0.12,0.15,0.14,0.15,0.16,0.15,Upgrade
37,Machinery,-,10.2,-,10.37,-,11.05,-,10.87,-,10.17,Upgrade
