,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1144,526,526,526,399,436,472,508,599,508,563,Upgrade
1,Market Cap Growth,0%,0%,31.82%,20.83%,-15.38%,-14.29%,-21.21%,0%,6.45%,-31.71%,-27.91%,Upgrade
2,Enterprise Value,1619,943,948,948,799,953,929,988,1108,960,1173,Upgrade
3,Last Close Price,0.06,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,Upgrade
4,PE Ratio,-,-,-,-,-,-,10.45,-,-,-,-,Upgrade
5,PB Ratio,0.51,0.19,0.20,0.20,0.14,0.16,0.14,0.16,0.18,0.14,0.17,Upgrade
6,P/TBV Ratio,0.23,0.23,0.25,0.25,0.18,0.19,0.17,0.20,0.23,0.18,0.21,Upgrade
7,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
8,Earnings Yield,-1.55%,-3.36%,-3.64%,-9.59%,-11.52%,11.59%,9.57%,-103.31%,-87.85%,-7.65%,-7.35%,Upgrade
9,FCF Yield,-3.40%,-7.38%,-5.45%,-3.82%,-6.74%,-7.31%,-6.13%,-7.61%,-6.24%,-6.87%,-8.79%,Upgrade
10,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.65%,0.64%,1.28%,Upgrade,
11,Total Shareholder Return,-,-,-,-,-,-,-,-0.65%,0.64%,1.28%,Upgrade,
