,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,13.76,34.49,40.15,128.1,35.05,60.2,76.54,142.44,117.81,40.46,Upgrade
1,Short-Term Investments,-,7.53,-,6.2,-,5.91,-,7.85,-,6.45,Upgrade
2,Trading Asset Securities,-,1.54,6.2,16.16,25.89,33.76,39.61,111.96,192.54,158.83,Upgrade
3,Cash & Short-Term Investments,13.76,43.56,46.35,150.45,60.94,99.87,116.15,262.24,310.35,205.73,Upgrade
4,Cash Growth,-70.32%,-71.04%,-23.95%,50.65%,-47.54%,-61.92%,-62.57%,27.47%,99.77%,61.39%,Upgrade
5,Accounts Receivable,31.85,27.14,31.27,41.45,86.11,66.29,211.87,58.69,45.22,54.76,Upgrade
6,Other Receivables,-,27.28,-,26.49,-,26.13,-,10.35,-,2.05,Upgrade
7,Receivables,87.72,96.97,66.34,131.96,154.73,132.46,316.24,170.66,65.39,128.06,Upgrade
8,Inventory,15.29,15.25,33.51,35.61,40.91,32.77,28,33.74,21.16,29.57,Upgrade
9,Prepaid Expenses,40.88,2.87,35.33,3.99,37.53,3.12,30.47,1.87,10.76,1.4,Upgrade
10,Other Current Assets,-,3.83,-,-,-,-,49.17,-,-,-,Upgrade
11,Total Current Assets,157.65,162.48,181.52,322.01,294.11,268.22,540.03,468.51,407.65,364.76,Upgrade
12,"Property, Plant & Equipment",289.96,310.63,379.46,381.28,421.82,435.95,261.48,172.2,71.7,52.69,Upgrade
13,Long-Term Investments,124.03,134.03,191.84,184.13,268.17,318.94,326,320.69,381.06,458.21,Upgrade
14,Goodwill,-,-,-,-,-,-,0.51,0.51,-,-,Upgrade
