,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,502,505,645,1431,1207,1964,3704,2804,2080,1061,551,Upgrade
1,Market Cap Growth,-64.71%,-64.71%,-46.51%,-27.14%,-67.42%,-29.94%,78.05%,164.34%,277.47%,59.20%,-58.33%,Upgrade
2,Enterprise Value,900,981,1090,1802,1623,2293,4137,2931,2030,1119,650,Upgrade
3,Last Close Price,0.18,0.18,0.23,0.51,0.43,0.70,1.32,1.00,0.75,0.39,0.23,Upgrade
4,PS Ratio,2.96,2.98,3.25,5.66,3.82,6.27,13.06,11.12,10.06,4.20,1.61,Upgrade
5,PB Ratio,-19.75,-19.75,30.63,7.02,4.26,4.89,7.60,4.53,3.74,1.85,1.01,Upgrade
6,P/TBV Ratio,-,-,-,7.71,4.58,5.12,7.89,6.17,4.34,1.98,1.02,Upgrade
7,P/FCF Ratio,-,-,-,38.97,-30.70,-,-17.04,-,-,-9.83,-,Upgrade
8,P/OCF Ratio,-,-,-,29.25,-45.75,-,-68.83,-,-,-12.15,-,Upgrade
9,EV/Sales Ratio,5.31,5.79,5.49,7.12,5.14,7.32,14.59,11.62,9.82,4.43,1.90,Upgrade
10,EV/FCF Ratio,-14.41,-,-,49.07,-41.29,-,-19.04,-,-,-10.37,-,Upgrade
11,Debt / Equity Ratio,-15.28,-15.28,23.63,2.32,1.77,1.15,0.84,0.64,0.58,0.40,0.48,Upgrade
12,Debt / FCF Ratio,-,-,-,12.88,-12.76,-,-1.89,-,-,-2.12,-,Upgrade
13,Earnings Yield,-46.38%,-46.12%,-41.67%,-13.55%,-16.42%,-5.07%,-1.97%,-5.28%,-8.11%,-19.97%,-36.38%,Upgrade
14,FCF Yield,-12.44%,-12.37%,-2.09%,2.57%,-3.26%,-2.06%,-5.87%,-14.18%,-6.77%,-10.18%,-37.85%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-0.06%,-0.72%,-1.23%,-8.19%,-13.09%,-5.12%,0.00%,Upgrade,
16,Total Shareholder Return,-,-,-,-0.06%,-0.72%,-1.23%,-8.19%,-13.09%,-5.12%,0.00%,Upgrade,
