,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Rental Revenue,81.78,79.89,80.21,77.69,78.64,80.07,75.09,85.33,97.92,105.78,Upgrade
1,Total Revenue,81.78,79.89,80.21,77.69,78.64,80.07,75.09,85.33,97.92,105.78,Upgrade
2,Revenue Growth (YoY,1.96%,2.83%,1.99%,-2.97%,4.72%,-6.17%,-23.32%,-19.33%,-13.71%,-6.75%,Upgrade
3,Property Expenses,18.51,18.22,17.16,23.81,18.42,17.44,24.95,24.07,19.61,17.52,Upgrade
4,"Selling, General & Administrative",6.04,7.66,6.2,10.1,5.06,7.38,5.58,7.26,5.02,7.46,Upgrade
5,Total Operating Expenses,24.56,25.89,23.35,33.91,23.48,24.82,30.53,31.33,24.62,24.98,Upgrade
6,Operating Income,57.22,54,56.85,43.78,55.16,55.25,44.56,54,73.3,80.8,Upgrade
7,Interest & Investment Income,15.01,-,7.61,-,0.97,-,0.46,-,3.04,-,Upgrade
8,Other Non-Operating Income,-3.49,3.68,-4.85,5,-0.07,0.2,-0.25,0.41,-1.76,1.93,Upgrade
9,EBT Excluding Unusual Items,68.74,57.68,59.61,48.77,56.07,55.45,44.77,54.41,74.58,82.73,Upgrade
10,Asset Writedown,-235.02,-29.9,-180.13,-41,-205.8,-15,114.8,-131.1,-121.4,-1196,Upgrade
11,Pretax Income,-166.29,27.79,-120.52,7.77,-149.73,40.45,159.57,-76.69,-46.82,-1113,Upgrade
12,Income Tax Expense,9.03,8.83,9.14,7.28,9.2,8.91,7.39,8.63,12.39,13.16,Upgrade
13,Net Income,-175.32,18.96,-129.65,0.49,-158.94,31.55,152.18,-85.32,-59.21,-1126,Upgrade
14,Net Income to Common,-175.32,18.96,-129.65,0.49,-158.94,31.55,152.18,-85.32,-59.21,-1126,Upgrade
15,Net Income Growth,-,3793.43%,-,-98.46%,-,-,-,-,-,-,Upgrade
16,Basic Shares Outstanding,25,25,25,25,25,25,25,25,25,25,Upgrade
17,Diluted Shares Outstanding,25,25,25,25,25,25,25,25,25,25,Upgrade
18,EPS (Basic),-7.01,0.76,-5.19,0.02,-6.36,1.26,6.09,-3.41,-2.37,-45.05,Upgrade
19,EPS (Diluted),-7.01,0.76,-5.19,0.02,-6.36,1.26,6.09,-3.41,-2.37,-45.05,Upgrade
20,EPS Growth,-,3793.43%,-,-98.46%,-,-,-,-,-,-,Upgrade
21,Dividend Per Share,1.800,1.800,1.800,1.800,1.800,1.800,1.800,1.800,2.800,2.300,Upgrade
22,Dividend Growth,0%,0%,0%,0%,0%,0%,-35.71%,-21.74%,0%,0%,Upgrade
23,Operating Margin,69.97%,67.59%,70.88%,56.35%,70.15%,69.00%,59.34%,63.29%,74.85%,76.39%,Upgrade
24,Profit Margin,-214.38%,23.73%,-161.65%,0.63%,-202.11%,39.40%,202.66%,-99.98%,-60.46%,-1064.68%,Upgrade
25,Free Cash Flow Margin,76.95%,47.84%,75.22%,53.95%,68.58%,38.05%,68.77%,27.04%,66.96%,48.93%,Upgrade
26,EBITDA,57.26,54.02,56.84,43.82,55.23,55.29,44.83,54.27,73.58,81.09,Upgrade
27,D&A For Ebitda,0.03,0.02,-0.01,0.04,0.07,0.04,0.27,0.27,0.28,0.28,Upgrade
28,EBIT,57.22,54,56.85,43.78,55.16,55.25,44.56,54,73.3,80.8,Upgrade
