,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,"Property, Plant & Equipment",6805,7039,7064,7243,7283,7489,7504,7389,7520,7642,Upgrade
1,Cash & Equivalents,265.15,242.44,254.11,240.48,244.43,235.58,250.11,243.47,290.4,282.33,Upgrade
2,Accounts Receivable,4.63,4.52,7.71,10.51,6.57,6.52,7.09,12.04,11.64,4.12,Upgrade
3,Other Receivables,1.41,3.3,1.47,0.94,0.98,1.92,0.56,1.75,0.77,2.11,Upgrade
4,Investment In Debt and Equity Securities,62.75,73.79,72.63,95.75,89.11,104.81,98.27,86.29,86.29,109.08,Upgrade
5,Other Current Assets,1.96,-,1.91,-,1.89,0.26,1.46,-,1.49,-,Upgrade
6,Other Long-Term Assets,29.76,29.75,29.83,32,31.83,30.57,30.11,30.36,30.57,29.61,Upgrade
7,Total Assets,7171,7393,7432,7622,7658,7868,7891,7763,7942,8069,Upgrade
8,Accounts Payable,1.6,1.47,1.84,1.41,1.14,0.75,1.58,2.44,1.01,1.04,Upgrade
9,Accrued Expenses,47.49,-,38.54,-,39.46,-,43.18,-,45.03,-,Upgrade
10,Current Income Taxes Payable,16.38,7.03,18.28,9.2,8.82,-,11.76,4.42,25.4,13.48,Upgrade
11,Other Current Liabilities,-,37.17,-,37.89,-,39.35,-,40.82,-,45.84,Upgrade
12,Long-Term Deferred Tax Liabilities,2.47,2.79,2.47,2.41,2.41,2.29,2.29,2.25,2.25,1.78,Upgrade
13,Total Liabilities,71.86,62.47,76.48,69.15,66.59,57.59,73.65,64.59,87.88,76.16,Upgrade
14,Common Stock,125,125,125,125,125,125,125,125,125,125,Upgrade
15,Retained Earnings,6911,7132,7158,7332,7377,7581,7594,7487,7642,7759,Upgrade
16,Comprehensive Income & Other,62.75,73.79,72.63,95.75,89.11,104.81,98.27,86.29,86.29,109.08,Upgrade
17,Shareholders' Equity,7099,7330,7355,7553,7591,7811,7818,7698,7854,7993,Upgrade
18,Total Liabilities & Equity,7171,7393,7432,7622,7658,7868,7891,7763,7942,8069,Upgrade
19,Net Cash / Debt,265.15,242.44,254.11,240.48,244.43,235.58,250.11,243.47,290.4,282.33,Upgrade
20,Net Cash Growth,4.34%,0.81%,3.96%,2.08%,-2.27%,-3.24%,-13.87%,-13.76%,-3.39%,7.34%,Upgrade
21,Net Cash Per Share,10.61,9.70,10.16,9.62,9.78,9.42,10.00,9.74,11.62,11.29,Upgrade
22,Filing Date Shares Outstanding,25,25,25,25,25,25,25,25,25,25,Upgrade
23,Total Common Shares Outstanding,25,25,25,25,25,25,25,25,25,25,Upgrade
24,Book Value Per Share,283.96,293.22,294.21,302.12,303.64,312.42,312.70,307.93,314.15,319.73,Upgrade
25,Tangible Book Value,7099,7330,7355,7553,7591,7811,7818,7698,7854,7993,Upgrade
26,Tangible Book Value Per Share,283.96,293.22,294.21,302.12,303.64,312.42,312.70,307.93,314.15,319.73,Upgrade
27,Buildings,-,-,-,-,7283,-,7504,-,7520,-,Upgrade
