,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4749,4623,3771,4965,5468,5895,6280,5071,4832,4666,5503,6456,6868,6827,6984,7981,8212,8415,7768,8101,7982,Upgrade
1,Market Cap Growth,-21.58%,-21.58%,-39.95%,-2.10%,13.15%,26.36%,14.12%,-21.44%,-29.64%,-31.66%,-21.21%,-19.11%,-16.37%,-18.88%,-10.09%,-1.48%,2.88%,-2.67%,-24.95%,-31.52%,-24.67%,Upgrade
2,Enterprise Value,10472,10098,9252,10297,10759,11058,11982,11353,10612,10922,11088,12725,12262,11996,11492,12569,12207,12288,11098,9931,11208,Upgrade
3,Last Close Price,2.02,1.81,1.59,1.72,1.76,1.84,2.30,2.46,2.47,2.42,2.82,3.21,3.58,3.85,4.23,5.05,5.17,4.91,4.83,4.90,5.25,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,67.55,38.94,-,23.93,22.84,24.07,22.81,22.95,21.32,19.92,16.83,Upgrade
5,Forward PE,-,4.87,4.87,4.87,4.87,5.20,14.74,14.74,14.74,14.06,10.44,8.98,8.57,6.93,6.22,8.02,7.81,7.74,8.14,7.50,8.20,Upgrade
6,PS Ratio,0.52,1.19,0.98,1.15,1.23,1.37,1.51,1.19,1.10,1.00,1.07,1.24,1.39,1.55,1.66,1.97,2.09,2.32,2.18,2.24,2.06,Upgrade
7,PB Ratio,0.50,0.90,0.74,0.94,0.98,0.99,1.02,0.96,0.89,0.81,0.87,0.96,1.03,1.01,1.06,1.24,1.28,1.43,1.38,1.45,1.42,Upgrade
8,P/TBV Ratio,2.00,2.00,1.63,1.95,1.99,2.03,2.04,2.57,2.33,2.06,2.18,2.49,2.62,2.89,2.85,3.46,3.42,4.19,3.79,3.66,3.66,Upgrade
9,P/FCF Ratio,-,-,-19.32,-,-11.67,-,-,-,-,-,-17.54,-,-,-,-,-,154.51,-,-,25.38,-,Upgrade
10,P/OCF Ratio,62.34,-,22.55,-,4821.53,-,-,-,15.08,13.26,11.26,-,14.31,9.36,8.17,8.50,7.10,7.52,6.74,6.43,5.78,Upgrade
11,PEG Ratio,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,Upgrade
12,EV/Sales Ratio,2.70,2.60,2.41,2.38,2.43,2.56,2.88,2.65,2.42,2.34,2.15,2.44,2.49,2.72,2.74,3.11,3.10,3.38,3.11,2.74,2.90,Upgrade
13,EV/EBITDA Ratio,119.16,131.75,-271.16,-435.46,-,-,172.59,52.00,-,15.83,11.76,12.03,11.58,10.69,10.29,11.20,10.68,11.80,10.82,9.24,9.56,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,32.38,28.01,25.80,21.31,19.73,20.73,18.80,20.90,18.25,14.62,14.27,Upgrade
15,EV/FCF Ratio,-45.01,-,-47.40,-,-22.96,-,-,-,-,-,-35.34,-,-,-,-,-,229.66,-,-,31.12,-,Upgrade
16,Debt / Equity Ratio,1.21,1.21,1.16,1.18,1.11,0.97,0.99,1.10,1.14,1.05,0.96,0.80,0.88,0.72,0.76,0.65,0.68,0.66,0.70,0.71,0.78,Upgrade
17,Debt / EBITDA Ratio,70.20,14.92,20.71,149.27,-,-,18.59,28.82,-,71.61,6.38,6.35,4.95,5.07,4.09,4.93,2.97,4.27,3.29,4.66,3.81,Upgrade
18,Debt / FCF Ratio,-,-,-30.25,-,-13.16,-,-,-,-,-,-19.35,-,-,-,-,-,82.49,-,-,12.43,-,Upgrade
19,Asset Turnover,0.31,0.26,0.26,0.34,0.31,0.38,0.28,0.34,0.27,0.35,0.32,0.47,0.35,0.34,0.29,0.39,0.32,0.32,0.25,0.34,Upgrade,
20,Inventory Turnover,4.01,4.02,3.56,4.15,5.16,4.66,5.67,4.48,5.61,4.55,5.53,5.24,8.94,8.51,8.22,7.94,8.89,7.97,7.29,6.06,8.15,Upgrade
21,Quick Ratio,0.62,0.62,0.56,0.66,0.81,0.91,0.95,0.63,0.60,0.62,0.61,0.62,0.52,0.60,0.62,0.52,0.55,0.50,0.56,0.57,0.55,Upgrade
22,Current Ratio,0.91,0.91,0.84,0.91,1.12,1.29,1.29,0.99,0.88,0.88,0.86,0.94,0.78,0.81,0.82,0.70,0.72,0.67,0.73,0.71,0.69,Upgrade
23,Return on Equity (ROE),-9.93%,-10.56%,-15.60%,-33.56%,-13.67%,-8.23%,-12.55%,-34.85%,-10.27%,0.68%,-0.19%,-1.15%,3.71%,6.63%,2.22%,7.33%,6.17%,8.67%,3.69%,6.60%,Upgrade,
