,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,22008,22638,24605,-,35715,-,23262,-,29248,55546,Upgrade
1,Revenue Growth (YoY),-10.55%,-,-31.11%,-,53.53%,-,-20.47%,-,8.99%,65.41%,Upgrade
2,Cost of Revenue,9709,10866,11252,-,17885,-,9083,-,14077,32778,Upgrade
3,Gross Profit,12299,11772,13353,-,17830,-,14179,-,15171,22768,Upgrade
4,"Selling, General & Admin",5455,5635,5050,-,4959,-,2908,-,2884,2635,Upgrade
5,Other Operating Expenses,283,300,287,-,265,-,251,-,237,650,Upgrade
6,Operating Expenses,6676,6907,6292,-,6276,-,4285,-,4772,4588,Upgrade
7,Operating Income,5623,4865,7061,-,11554,-,9894,-,10399,18180,Upgrade
8,Interest Expense,-770,-984,-599,-,-624,-,-587,-,-921,-711,Upgrade
9,Interest & Investment Income,1708,1200,1825,-,1093,-,1949,-,2511,1987,Upgrade
10,Earnings From Equity Investments,1441,1096,1395,-,1680,-,870,-,670,149,Upgrade
11,Other Non Operating Income (Expenses),-207,168,-4,-,-546,-,1460,-,-254,387,Upgrade
12,EBT Excluding Unusual Items,7795,6345,9678,-,13157,-,13586,-,12405,19992,Upgrade
13,Impairment of Goodwill,-,-1963,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,2077,-,-,738,-,-,-,-,-,Upgrade
15,Asset Writedown,1420,13,2690,-,-659,-,121,-,-809,-774,Upgrade
16,Other Unusual Items,-,1486,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,9215,7958,12368,-,13236,-,13707,-,11596,19218,Upgrade
18,Income Tax Expense,608,935,1867,-,2226,-,5078,-,4137,4896,Upgrade
19,Earnings From Continuing Operations,8607,7023,10501,-,11010,-,8629,-,7459,14322,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,2005,-,215,-,-,-,Upgrade
21,Net Income to Company,8607,7023,10501,-,13015,-,8844,-,7459,14322,Upgrade
22,Minority Interest in Earnings,137,130,-28,-,62,-,-377,-,-833,-45,Upgrade
23,Net Income,8744,7153,10473,-,13077,-,8467,-,6626,14277,Upgrade
24,Preferred Dividends & Other Adjustments,-,144,-,-,141,-,112,-,266,271,Upgrade
25,Net Income to Common,8744,7009,10473,-,12936,-,8355,-,6360,14006,Upgrade
26,Net Income Growth,-16.51%,-,-19.91%,-,54.45%,-,27.78%,-,-56.97%,-8.67%,Upgrade
27,Shares Outstanding (Basic),3529,3546,3590,-,3643,-,3712,-,3693,3693,Upgrade
28,Shares Outstanding (Diluted),3529,3546,3590,-,3643,-,3712,-,3693,3693,Upgrade
29,Shares Change (YoY),-1.69%,-,-1.46%,-,-1.87%,-,0.51%,-,-,-0.04%,Upgrade
30,EPS (Basic),2.48,1.98,2.92,-,3.55,-,2.25,-,1.72,3.79,Upgrade
31,EPS (Diluted),2.48,1.98,2.92,-,3.55,-,2.25,-,1.72,3.79,Upgrade
32,EPS Growth,-15.08%,-,-17.84%,-,57.78%,-,30.70%,-,-57.96%,-8.80%,Upgrade
33,Free Cash Flow,1471,1609,-3634,-,8123,-,-2758,-,11344,29797,Upgrade
34,Free Cash Flow Per Share,0.42,0.45,-1.01,-,2.23,-,-0.74,-,3.07,8.07,Upgrade
35,Dividend Per Share,0.390,1.620,0.430,-,0.430,-,0.410,-,0.340,1.580,Upgrade
36,Dividend Growth,-9.30%,-,0%,-,4.88%,-,20.59%,-,-34.62%,10.49%,Upgrade
37,Operating Margin,25.55%,21.49%,28.70%,-,32.35%,-,42.53%,-,35.55%,32.73%,Upgrade
38,Profit Margin,39.73%,30.96%,42.56%,-,36.22%,-,35.92%,-,21.75%,25.22%,Upgrade
39,Free Cash Flow Margin,6.68%,7.11%,-14.77%,-,22.74%,-,-11.86%,-,38.79%,53.64%,Upgrade
40,EBITDA,6561,5837,8016,-,12606,-,11020,-,12050,19483,Upgrade
41,D&A For EBITDA,938,972,955,993,1052,2390,1126,1794,1651,1303,Upgrade
42,EBIT,5623,4865,7061,-,11554,-,9894,-,10399,18180,Upgrade
