,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3090,5757,3913,8417,6923,5043,4418,3000,2630,1862,1774,1907,1880,1639,1684,1987,2069,2497,2574,2675,3352,Upgrade
1,Market Cap Growth,14.16%,14.16%,-11.44%,180.56%,163.27%,170.77%,149.02%,57.36%,39.89%,13.63%,5.35%,-4.04%,-9.15%,-34.38%,-34.56%,-25.71%,-38.27%,-35.44%,-45.84%,-,-,Upgrade
2,Enterprise Value,3624,6293,4402,8933,7439,5522,4864,3413,3043,2219,2072,2112,2063,1608,1913,1967,2049,2375,2293,2045,2723,Upgrade
3,Last Close Price,15.10,28.13,19.12,41.13,33.83,24.64,21.59,14.66,12.85,9.10,8.67,9.26,9.13,7.96,8.18,9.65,10.05,12.03,12.40,12.88,16.15,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-475.57,-,-,25.88,24.67,27.01,32.20,32.37,32.02,37.23,Upgrade
5,PS Ratio,4.23,7.86,5.45,12.23,10.41,7.48,5.95,3.64,2.83,2.05,2.16,2.72,3.15,2.95,3.02,3.76,4.15,5.16,5.11,4.99,5.75,Upgrade
6,PB Ratio,5.11,9.63,6.09,13.20,10.48,6.96,5.38,3.44,2.93,1.82,1.59,1.61,1.59,1.38,1.41,1.67,1.76,2.14,2.24,2.37,3.00,Upgrade
7,P/TBV Ratio,13.80,13.80,8.93,19.47,15.26,9.77,7.22,4.54,3.84,2.22,1.90,1.91,1.89,1.64,1.67,1.99,2.10,2.56,2.69,2.55,3.22,Upgrade
8,P/FCF Ratio,-,-117.87,-,-,-,-,-,-38.07,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
