,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,378727415,300274074,293151930,250766891,314714227,296640454,269115982,320515610,319677485,278985233,250642717,172937466,210047284,187069667,188724114,210923133,259443329,165095548,137843826,170207424,Upgrade
1,Investment Securities,194447875,201986247,205305991,212078493,184264241,219155122,192544383,206517455,210673241,219671780,213780809,211248986,206719319,190843729,159555259,157106652,182791813,198466935,189370652,186596232,Upgrade
2,Trading Asset Securities,5890284,4146191,2943337,2936121,2495408,1735874,1593392,1820055,1656202,1347762,3150052,3297566,3102851,3842982,3182256,3866240,1954061,2250624,3646956,4119276,Upgrade
3,Total Investments,200338159,206132438,208249328,215014614,186759649,220890996,194137775,208337510,212329443,221019542,216930861,214546552,209822170,194686711,162737515,160972892,184745874,200717559,193017608,190715508,Upgrade
4,Gross Loans,1449219780,1401151675,1369645310,1266477925,1270359018,1189830550,1177728457,1174080964,1145066250,1130144001,1100852163,1028899744,960749955,936342968,921948437,871937942,839788261,783757352,770744422,754505321,Upgrade
5,Allowance for Loan Losses,-31183175,-35063441,-34883547,-30890685,-28683685,-38872090,-37747053,-31893899,-24779418,-36172581,-33861918,-31191811,-25740284,-26432018,-24150285,-21477007,-19242794,-16962504,-16371270,-14548397,Upgrade
6,Net Loans,1418036605,1366088234,1334761763,1235587240,1241675333,1150958460,1139981404,1142187065,1120286832,1093971420,1066990245,997707933,935009671,909910950,897798152,850460935,820545467,766794848,754373152,739956924,Upgrade
7,"Property, Plant & Equipment",6332425,5467042,5170803,5046502,5527946,4812476,4918188,5015683,5411993,5060100,5249947,5386077,5877577,5276646,5363219,5292741,5866496,4713049,4409846,4285267,Upgrade
8,Other Intangible Assets,2562298,2559650,2545714,2542205,2592569,2629318,2680282,2716375,2815317,2760412,2853572,2958770,3073419,2900759,2954672,3040560,3128223,2317316,2314030,2266049,Upgrade
