,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,601.75,447.43,630.85,605.07,483.29,751.67,578.96,387.44,601.99,559.17
1,Cash & Short-Term Investments,601.75,447.43,630.85,605.07,483.29,751.67,578.96,387.44,601.99,559.17
2,Cash Growth,-4.61%,-26.05%,30.53%,-19.50%,-16.53%,94.01%,-3.82%,-30.71%,5.80%,-57.22%
3,Accounts Receivable,1121,1191,1081,1161,1091,1092,972.24,879.53,748.11,637.28
4,Other Receivables,9.39,188.55,184.35,157,147.9,151.93,128.73,70.92,35.44,25.55
5,Receivables,1130,1379,1266,1318,1239,1244,1101,950.45,783.55,662.83
6,Inventory,1052,961.01,961.2,1045,1152,1024,974.64,777.23,705.34,743.56
7,Prepaid Expenses,338.22,77.13,81.8,41.12,44.67,-,51.32,-,-,-
8,Other Current Assets,-,44.47,47.15,43.59,33.46,86.65,41.94,50.05,44.05,85.69
9,Total Current Assets,3122,2909,2987,3052,2953,3106,2748,2165,2135,2051
10,"Property, Plant & Equipment",4323,4465,4536,4336,4050,3946,3970,3604,3257,2829
11,Long-Term Investments,1.52,1.54,1.55,1.53,1.58,1.65,1.72,1.69,1.67,1.54
12,Goodwill,222.65,225.91,227.52,223.63,230.82,-,-,-,-,-
13,Other Intangible Assets,184.22,198.18,214.81,226.17,248.39,34.41,43.73,51.99,60.32,62.03
14,Long-Term Deferred Tax Assets,83.88,102.63,121.26,72.26,69.26,49.44,46.01,17.8,20.27,25.71
15,Long-Term Deferred Charges,158.96,160.21,161.07,156.96,163.27,169.37,178.45,175.54,173.16,159.09
16,Other Long-Term Assets,75.77,77.79,52.4,75.26,46.84,52.51,54.5,82.81,25.33,43.01
17,Total Assets,8172,8141,8301,8144,7763,7359,7042,6099,5672,5172
18,Accounts Payable,588.57,517.41,519.54,488.68,457.78,440.39,349.31,360.83,280.14,197.47
19,Accrued Expenses,-,202.74,193.93,185.17,189.83,196.02,200.29,163.6,115.86,107.91
20,Short-Term Debt,-,477.47,432.42,435.95,375.99,606.11,525.58,293.65,276.37,300.4
21,Current Portion of Long-Term Debt,919.23,400.56,596.17,615.61,566.42,342.67,261.08,176.61,184.5,263.99
22,Current Portion of Leases,3.78,3.7,7.66,10.39,14.37,8.18,9.38,12.32,24.61,49.76
23,Current Income Taxes Payable,24.43,22.89,59.6,121.74,94.48,73.25,56.13,66.79,45.59,32.75
24,Current Unearned Revenue,-,28.31,21.11,22.31,9.63,9.56,5.71,6.53,6.31,8.9
25,Other Current Liabilities,378.06,147.75,93.83,86.43,103.63,107.85,175.65,92.25,73.98,73.81
26,Total Current Liabilities,1914,1801,1924,1966,1812,1784,1583,1173,1007,1035
27,Long-Term Debt,1266,1235,1212,1184,1244,915.4,742.25,450.51,355.27,275.07
28,Long-Term Leases,7.46,8.23,9.65,7.27,4.9,4.5,6.57,11.16,13.01,18.78
29,Long-Term Unearned Revenue,129.21,136.56,135.13,129.86,129.43,138.93,140.77,69.35,59.39,56.13
30,Long-Term Deferred Tax Liabilities,49.88,51.83,54.7,111.98,106.93,107.79,125,116.16,126.54,119.33
31,Total Liabilities,3429,3299,3400,3451,3365,3009,2663,1897,1639,1575
32,Common Stock,188.73,188.73,188.73,188.48,188.46,188.33,188.33,188.33,188.33,188.33
33,Additional Paid-In Capital,-,1444,1444,1435,1434,1430,1430,1430,1430,1430
34,Retained Earnings,-,3412,3257,3132,2977,2817,2685,2530,2391,2316
35,Comprehensive Income & Other,4533,-224.17,-8.55,-81,-220.5,-108.46,52.86,32.91,3.23,-354.04
36,Total Common Equity,4721,4821,4881,4675,4379,4327,4356,4181,4013,3581
37,Minority Interest,21.52,20.98,20.33,18.58,18.74,22.74,23.33,21.51,19.76,16.35
38,Shareholders' Equity,4743,4842,4901,4693,4398,4350,4379,4203,4033,3597
39,Total Liabilities & Equity,8172,8141,8301,8144,7763,7359,7042,6099,5672,5172
40,Total Debt,2196,2125,2258,2253,2206,1877,1545,944.25,853.76,908
41,Net Cash (Debt),-1594,-1677,-1627,-1648,-1723,-1125,-965.89,-556.81,-251.77,-348.83
42,Net Cash Per Share,-0.84,-0.89,-0.86,-0.87,-0.91,-0.60,-0.51,-0.30,-0.13,-0.19
43,Filing Date Shares Outstanding,1887,1887,1887,1885,1885,1883,1883,1883,1883,1883
44,Total Common Shares Outstanding,1887,1887,1887,1885,1885,1883,1883,1883,1883,1883
45,Working Capital,1208,1108,1062,1086,1140,1322,1165,992.59,1128,1016
46,Book Value Per Share,2.50,2.55,2.59,2.48,2.32,2.30,2.31,2.22,2.13,1.90
47,Tangible Book Value,4315,4396,4438,4225,3900,4293,4312,4129,3953,3519
48,Tangible Book Value Per Share,2.29,2.33,2.35,2.24,2.07,2.28,2.29,2.19,2.10,1.87
49,Land,-,-,329.31,-,282.68,-,306.91,-,148.23,-
50,Machinery,-,-,4652,-,4275,-,3746,-,3213,-
51,Construction In Progress,-,-,707.81,-,788.86,-,1051,-,408.95,-
