,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,6455,3680,3926,4529,4769,4184,4087,3484,4576,4708,5028
1,Market Cap Growth,-18.75%,-18.75%,-17.68%,8.26%,16.68%,20.08%,-10.70%,-26.00%,-8.99%,-21.88%,-8.88%
2,Enterprise Value,8070,5379,5573,6196,6510,5332,5076,4062,4848,5073,5557
3,Last Close Price,3.42,1.95,2.00,2.23,2.28,1.95,1.84,1.51,1.96,2.00,2.11
4,PE Ratio,10.03,5.71,6.70,7.74,7.72,7.19,8.59,9.10,15.43,-31.77,-
5,Forward PE,-,8.50,8.50,8.50,8.50,6.83,7.48,7.25,9.26,12.05,15.71
6,PS Ratio,1.38,0.79,0.85,0.98,1.04,0.96,0.99,0.92,1.35,1.61,1.62
7,PB Ratio,1.37,0.78,0.81,0.92,1.02,0.95,0.94,0.80,1.09,1.17,1.40
8,P/TBV Ratio,0.85,0.85,0.89,1.02,1.13,1.07,0.95,0.81,1.11,1.19,1.43
9,P/FCF Ratio,12.08,6.89,8.75,7.95,9.86,20.65,-14.23,-,-,11.66,8.38
10,P/OCF Ratio,3.21,3.21,3.56,3.53,4.45,5.00,7.35,8.21,6.12,5.30,5.32
11,EV/Sales Ratio,1.72,1.15,1.21,1.35,1.43,1.22,1.22,1.08,1.43,1.73,1.79
12,EV/EBITDA Ratio,6.80,4.57,4.84,5.44,5.72,4.81,5.04,4.60,5.92,6.83,6.82
13,EV/EBIT Ratio,10.47,6.98,7.84,8.62,8.54,6.98,7.68,7.50,9.59,11.51,10.73
14,EV/FCF Ratio,15.11,10.07,12.43,10.87,13.46,26.31,-17.67,-,-,12.57,9.26
15,Debt / Equity Ratio,0.46,0.46,0.44,0.46,0.48,0.50,0.43,0.35,0.22,0.21,0.25
16,Debt / FCF Ratio,4.11,4.11,4.74,3.96,4.66,10.89,-6.53,-,-,2.11,1.51
17,Return on Capital Employed (ROCE),12.31%,12.31%,11.21%,11.27%,12.33%,12.84%,11.85%,9.92%,10.26%,9.45%,12.52%
18,Earnings Yield,9.98%,17.51%,14.94%,12.92%,12.95%,13.91%,11.63%,10.99%,6.48%,-3.15%,-0.62%
19,FCF Yield,8.28%,14.52%,11.43%,12.59%,10.14%,4.84%,-7.03%,-15.43%,-2.70%,8.57%,11.93%
20,Dividend Yield,4.68%,8.21%,8.01%,7.17%,7.01%,8.22%,8.27%,6.70%,2.40%,2.10%,2.65%
21,Buyback Yield / Dilution,-0.02%,-0.02%,-0.02%,-0.18%,-0.19%,-0.01%,0.09%,-,-0.09%,0.36%,-25.08%
22,Total Shareholder Return,4.66%,8.19%,8.00%,6.99%,6.82%,8.21%,8.36%,6.70%,2.31%,2.46%,-22.43%
