,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5974,5971,5157,5658,5636,5730,6628,6085,5386,5536,7462,7087,7870,6400,5248,5016,5329,5496,4223,4356,2685,Upgrade
1,Market Cap Growth,4.21%,4.21%,-22.20%,-7.01%,4.63%,3.51%,-11.18%,-14.15%,-31.56%,-13.51%,42.17%,41.29%,47.67%,16.46%,24.29%,15.14%,98.48%,98.81%,32.24%,28.72%,-0.45%,Upgrade
2,Enterprise Value,4890,5155,4499,5081,5125,5269,6201,5669,4971,5204,7235,6890,7673,6338,5183,5075,5389,5681,4520,4877,3205,Upgrade
3,Last Close Price,5.35,5.35,4.63,5.08,5.06,5.15,5.98,5.49,4.86,5.00,6.77,6.43,7.14,5.78,4.74,4.53,4.81,4.96,3.79,3.91,2.41,Upgrade
4,PE Ratio,-,-34.32,-,-26.97,-,-,-,363.35,210.05,-,-,139.78,156.58,-33.48,-15.86,-10.13,-,-,-,-,116.03,Upgrade
5,Forward PE,133.75,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,Upgrade
6,PS Ratio,1.64,1.65,2.08,3.04,3.78,3.97,4.34,4.24,3.78,4.42,6.18,5.71,6.54,4.95,3.80,3.63,4.24,3.84,3.29,3.48,2.06,Upgrade
7,PB Ratio,3.50,3.39,2.94,3.26,3.27,3.01,3.44,3.19,2.83,2.95,3.98,3.83,4.31,3.56,2.90,3.04,3.24,2.83,2.02,1.91,1.15,Upgrade
8,P/TBV Ratio,3.77,3.77,3.29,3.65,3.68,3.41,3.83,3.54,3.15,3.30,4.46,4.30,4.84,3.79,3.21,3.12,3.33,3.43,2.47,2.35,1.45,Upgrade
