,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,46.24,52.03,40.51,52.93,32.53,90.27,95.72,87.4,106.97,89.49,Upgrade
1,Short-Term Investments,297.2,293.62,303.09,367.99,379.34,452.49,575.49,524.71,495.42,512.27,Upgrade
2,Trading Asset Securities,43.7,47,79.69,69.19,171.99,78.36,270.48,131.96,223.74,163.82,Upgrade
3,Accounts Receivable,36.74,42.57,40.21,39.9,63.7,62.32,185.86,197.61,127.58,107.38,Upgrade
4,Other Receivables,48.29,61.01,80.74,89.66,129.14,137.65,333.88,238.27,205.06,198.62,Upgrade
5,"Property, Plant & Equipment",587.67,598.9,601.61,515.4,536.58,536.38,535.16,534.26,559.56,561.79,Upgrade
6,Goodwill,-,-,36.02,36.02,44.9,44.9,44.9,44.9,83.49,83.49,Upgrade
7,Other Intangible Assets,0.97,2.28,3.48,5.56,5.07,7.15,6.74,8.76,8.38,10.49,Upgrade
8,Investments in Debt & Equity Securities,3.55,3.62,3.72,3.72,4.69,4.06,25.59,2.56,22.17,2.85,Upgrade
9,Other Current Assets,12.85,2.96,13.41,73.41,15.84,159.36,35.56,181.9,63.23,281.21,Upgrade
10,Other Long-Term Assets,6.02,5.33,6.07,4.59,6.07,26.94,9.66,31.49,9.17,55.91,Upgrade
11,Total Assets,1083,1109,1209,1268,1401,1612,2135,1997,1917,2080,Upgrade
12,Accounts Payable,28.53,43.6,41.98,47.24,76.6,49.68,178.77,174.87,84.55,77.58,Upgrade
13,Accrued Expenses,-,11.22,-,10.79,-,9.86,-,10.09,-,7.38,Upgrade
14,Short-Term Debt,-,186.5,-,237.09,-,356.6,55.46,407.62,0.2,385.53,Upgrade
15,Current Portion of Long-Term Debt,210.27,17.34,251.42,84.03,379.32,22.29,537.09,18.13,369.1,20.62,Upgrade
16,Current Portion of Leases,-,0.27,-,1.29,-,3.22,-,2.94,-,4.25,Upgrade
17,Other Current Liabilities,370.33,348.57,351.66,396.84,409.78,503.6,629.14,633.72,587.68,553.7,Upgrade
18,Long-Term Debt,276.01,255.41,246.39,127.36,95.1,145.94,117.42,132.01,185.52,151.05,Upgrade
19,Long-Term Leases,-,0.07,-,-,-,1.36,-,3.03,-,5.22,Upgrade
20,Long-Term Deferred Tax Liabilities,23.41,23.8,27.44,27.44,31.2,31.2,31.2,31.2,31.14,31.06,Upgrade
21,Other Long-Term Liabilities,1.07,1.06,2.06,1,0.07,0.95,1.79,1.37,1.31,0.69,Upgrade
22,Total Liabilities,909.64,887.86,920.95,933.08,992.08,1125,1564,1432,1263,1244,Upgrade
23,Common Stock,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,Upgrade
24,Retained Earnings,-1067,-1020,-924.93,-880.66,-801.01,-728.83,-645.92,-651.59,-553.76,-384.18,Upgrade
25,Comprehensive Income & Other,155.45,155.54,127.39,127.88,122.22,128.41,129.11,129.08,119.52,131.83,Upgrade
26,Total Common Equity,173.58,221.46,287.93,332.7,406.68,485.06,568.66,562.97,651.24,833.13,Upgrade
27,Minority Interest,-,-,0.33,1.75,1.94,2.18,2.4,2.44,2.46,2.69,Upgrade
28,Shareholders' Equity,173.58,221.46,288.26,334.45,408.62,487.24,571.06,565.4,653.7,835.82,Upgrade
29,Total Liabilities & Equity,1083,1109,1209,1268,1401,1612,2135,1997,1917,2080,Upgrade
30,Total Debt,486.28,459.59,497.81,449.78,474.42,529.41,709.96,563.72,554.82,566.67,Upgrade
31,Net Cash (Debt),-99.15,-66.95,-74.53,40.33,109.43,91.71,231.73,180.35,271.31,198.91,Upgrade
32,Net Cash Growth,-,-,-,-56.02%,-52.78%,-49.15%,-14.59%,-9.33%,-35.12%,120.34%,Upgrade
33,Net Cash Per Share,-0.33,-0.22,-0.25,-,0.36,0.30,0.44,0.60,0.90,-,Upgrade
34,Filing Date Shares Outstanding,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,Upgrade
35,Total Common Shares Outstanding,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,Upgrade
36,Working Capital,-124.13,-108.33,-86.76,-75.04,-62.31,47.27,99.43,111.05,188.9,309.31,Upgrade
37,Book Value Per Share,0.58,0.74,0.96,1.10,1.35,1.61,1.89,1.87,2.16,2.77,Upgrade
38,Tangible Book Value,172.62,219.18,248.43,291.12,356.72,433.01,517.03,509.31,559.37,739.14,Upgrade
39,Tangible Book Value Per Share,0.57,0.73,0.82,0.97,1.18,1.44,1.72,1.69,1.86,2.45,Upgrade
