,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,63255,73496,69631,76909,69278,74441,86165,84060,77749,82147,103829,77211,80152,90072,47729,41563,37700,32612,25146,27115,24700,Upgrade
1,Market Cap Growth,-1.27%,-1.27%,-19.19%,-8.51%,-10.90%,-9.38%,-17.01%,8.87%,-3.00%,-8.80%,117.54%,85.77%,112.60%,176.20%,89.81%,53.29%,52.63%,35.08%,-6.63%,-11.84%,-2.07%,Upgrade
2,Enterprise Value,107530,112888,110648,119342,111712,112329,123635,108662,102351,105737,126531,97032,99973,111126,68070,60822,56959,50648,41812,44312,41898,Upgrade
3,Last Close Price,12.60,14.64,13.67,15.10,13.60,14.60,16.06,15.65,14.47,15.62,19.74,14.36,14.92,17.09,9.05,7.74,7.02,6.07,4.57,4.93,4.49,Upgrade
4,PE Ratio,11.42,13.27,11.29,9.77,6.53,5.31,5.28,4.85,4.94,6.36,9.60,9.62,11.41,15.55,10.99,10.76,17.49,19.98,15.56,15.88,14.16,Upgrade
5,Forward PE,9.83,10.85,8.48,7.75,6.67,5.95,6.50,7.08,6.55,6.97,11.25,13.85,14.54,18.90,15.47,14.56,15.82,14.90,11.41,12.10,10.93,Upgrade
6,PS Ratio,0.65,0.76,0.73,0.81,0.71,0.75,0.83,0.81,0.81,0.82,1.17,0.98,1.16,1.66,0.97,0.90,0.85,0.79,0.66,0.74,0.67,Upgrade
7,PB Ratio,0.98,0.80,0.77,0.84,0.79,0.86,1.01,0.97,0.97,1.17,1.65,1.26,1.32,1.67,0.99,0.86,0.81,0.73,0.57,0.61,0.57,Upgrade
8,P/TBV Ratio,1.29,1.29,1.31,1.41,1.38,1.49,1.77,1.68,1.70,1.75,2.44,1.84,2.11,2.44,1.43,1.22,1.16,1.03,0.82,0.87,0.81,Upgrade
9,P/FCF Ratio,-,-,-,-,10.03,105.00,67.39,20.78,-,13.61,21.56,38.39,474.17,-,-86.58,-,-,-,-8.33,-,-6.02,Upgrade
10,P/OCF Ratio,4.28,4.28,3.66,3.52,2.68,3.72,3.76,3.32,3.57,3.73,5.89,5.52,7.06,8.55,5.58,6.86,7.17,5.11,5.81,-,6.11,Upgrade
11,PEG Ratio,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,Upgrade
12,EV/Sales Ratio,1.11,1.17,1.15,1.25,1.14,1.13,1.19,1.05,1.06,1.06,1.42,1.23,1.45,2.05,1.39,1.32,1.28,1.23,1.10,1.20,1.13,Upgrade
13,EV/EBITDA Ratio,7.58,7.81,7.34,6.39,4.84,3.90,3.80,3.18,3.23,3.65,5.13,4.80,6.50,10.91,9.14,10.64,10.60,9.60,8.78,9.22,9.13,Upgrade
